City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Amboy,Ohio,1719,67,Toledo,646330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fulton County,28.40%,64.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,35,52,64,20,59%,54%,39,59,90,52%,67%,39%,36.53,11.08,6.91,37.51%,32.31%,43.78%,35.4,26,7.6,32.7,79,636,3.6,25.66,OH-01728,41.6879553,-83.9382063
Archbold,Ohio,4379,888,Toledo,646330,$61414,20.66%,43,$152000,1490,$102,49,79.22%,$639,35.33%,115,1851,6.95%,5.76%,65.07%,Fulton County,28.40%,64.20%,0.0%,0.84%,85.16%,13.11%,1.39%,Eastern Standard Time,84,32,52,62,18,61%,55%,40,60,86,60%,75%,47%,36.56,11.71,6.94,34.33%,30.22%,38.67%,25.9,23,7.6,36.1,65,687,3.6,4.93,OH-02344,41.516591,-84.303874
Chesterfield,Ohio,913,31,Toledo,646330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fulton County,28.40%,64.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,33,53,59,15,61%,55%,40,60,89,60%,75%,47%,38.15,11.24,7.67,34.33%,30.22%,38.67%,25.9,23,7.6,36.1,80,705,3.6,29.45,OH-14072,41.6748757,-84.1697901
Clinton township (Fulton Cnty),Ohio,9527,2654,Toledo,646330,N/A,N/A,N/A,$230000,1211,$190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fulton County,28.40%,64.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,32,52,62,18,61%,55%,40,60,86,60%,75%,47%,36.56,11.71,6.94,34.33%,30.22%,38.67%,25.9,23,7.6,36.1,73,687,3.6,3.59,OH-16126,41.5368639,-84.1720759
Delta,Ohio,2838,930,Toledo,646330,$66250,24.34%,36,$148000,1223,$121,63,77.56%,$674,44.69%,N/A,N/A,12.65%,6.64%,62.64%,Fulton County,28.40%,64.20%,0.0%,0.49%,82.31%,14.87%,1.55%,Eastern Standard Time,84,32,52,62,18,61%,55%,40,60,86,60%,75%,47%,36.56,11.71,6.94,34.33%,30.22%,38.67%,25.9,23,7.6,36.1,69,687,3.6,3.05,OH-21616,41.57544,-84.0092029
Dover township (Fulton Cnty),Ohio,1699,298,Toledo,646330,N/A,N/A,N/A,$217000,1722,$126,N/A,N/A,N/A,N/A,109,604,N/A,N/A,N/A,Fulton County,28.40%,64.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,32,52,62,18,61%,55%,40,60,86,60%,75%,47%,36.56,11.71,6.94,34.33%,30.22%,38.67%,25.9,23,7.6,36.1,80,687,3.6,5.7,OH-22442,41.6136451,-84.1713313
Fayette,Ohio,1271,1310,Toledo,646330,$43456,9.4%,39,$69000,1232,$56,55,54.84%,$662,41.94%,80,1046,25.78%,2.03%,63.47%,Fulton County,28.40%,64.20%,1.57%,0.0%,85.52%,12.59%,3.38%,Eastern Standard Time,86,33,53,59,15,61%,55%,40,60,89,60%,75%,47%,38.25,11.56,7.17,34.33%,30.22%,38.67%,25.9,23,7.6,36.1,80,759,3.6,0.97,OH-26768,41.672755,-84.328428
Franklin township (Fulton Cnty),Ohio,493,53,Toledo,646330,N/A,N/A,N/A,$215000,1680,$128,N/A,N/A,N/A,N/A,291,4291,N/A,N/A,N/A,Fulton County,28.40%,64.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,33,53,59,15,61%,55%,40,60,89,60%,75%,47%,38.25,11.56,7.17,34.33%,30.22%,38.67%,25.9,23,7.6,36.1,80,759,3.6,9.26,OH-28294,41.6128808,-84.3086764
Fulton township,Ohio,3195,19969,Toledo,646330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fulton County,28.40%,64.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,35,52,64,20,59%,54%,39,59,90,52%,67%,39%,36.53,11.08,6.91,37.51%,32.31%,43.78%,35.4,26,7.6,32.7,75,636,3.6,0.16,OH-29036,41.6231427,-83.9383176
German township (Fulton Cnty),Ohio,6400,127,Toledo,646330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fulton County,28.40%,64.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,84,32,52,62,18,61%,55%,40,60,86,60%,75%,47%,36.56,11.71,6.94,34.33%,30.22%,38.67%,25.9,23,7.6,36.1,70,687,3.6,50.39,OH-29876,41.5390957,-84.3006922
