City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Alexandria,Kansas,971,20,Kansas City,2176124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leavenworth County,33.30%,57.60%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,39,49,66,16,60%,59%,42,64,95,62%,70%,55%,38.49,14.52,3.59,22.88%,23.85%,17.33%,12.9,6,8.0,51.4,72,819,4.4,48.55,KS-01100,39.2594489,-95.1242449
Basehor,Kansas,6717,941,Kansas City,2176124,$91649,35.03%,39,$425000,2261,$188,19,79.89%,$986,38.97%,15,856,7.92%,10.23%,65.57%,Leavenworth County,33.30%,57.60%,0.31%,0.98%,94.27%,1.89%,0.97%,Central Standard Time,88,39,49,67,18,60%,59%,42,64,95,62%,70%,55%,39.98,13.47,4.46,24.77%,26.15%,18.44%,17.5,9,8.0,51.4,68,777,4.4,7.14,KS-04400,39.1332554,-94.9332726
Delaware township (Leavenworth Cnty),Kansas,805,40,Kansas City,2176124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leavenworth County,33.30%,57.60%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,39,49,66,16,60%,59%,42,64,95,62%,70%,55%,38.89,13.63,3.96,28.05%,29.56%,21.56%,18.6,11,8.0,51.4,68,798,4.4,20.13,KS-17450,39.2262359,-94.8661235
Easton,Kansas,287,1688,Kansas City,2176124,$47955,13.24%,46,$10000,1429,$7,62,79.1%,$717,51.46%,N/A,N/A,14.69%,5.21%,41.03%,Leavenworth County,33.30%,57.60%,1.74%,2.79%,92.33%,2.44%,1.74%,Central Standard Time,88,39,49,66,16,60%,59%,42,64,95,62%,70%,55%,38.49,14.52,3.59,24.88%,28.57%,17.33%,16.9,7,8.0,51.4,73,819,4.4,0.17,KS-19600,39.3455817,-95.117173
Easton township,Kansas,287,1688,Kansas City,2176124,$47955,13.24%,46,$10000,1429,$7,62,79.1%,$717,51.46%,N/A,N/A,14.69%,5.21%,41.03%,Leavenworth County,33.30%,57.60%,1.74%,2.79%,92.33%,2.44%,1.74%,Central Standard Time,88,39,49,66,16,60%,59%,42,64,95,62%,70%,55%,38.49,14.52,3.59,24.88%,28.57%,17.33%,16.9,7,8.0,51.4,73,819,4.4,0.17,KS-19600,39.3455817,-95.117173
Fairmount township (Leavenworth Cnty),Kansas,9746,249,Kansas City,2176124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leavenworth County,33.30%,57.60%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,39,49,66,16,60%,59%,42,64,95,62%,70%,55%,38.89,13.63,3.96,24.77%,26.15%,18.44%,17.5,9,8.0,51.4,68,798,4.4,39.14,KS-22300,39.1916687,-94.9355203
High Prairie,Kansas,2025,43,Kansas City,2176124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leavenworth County,33.30%,57.60%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,39,49,66,16,60%,59%,42,64,95,62%,70%,55%,38.89,13.63,3.96,24.77%,26.15%,18.44%,17.5,9,8.0,51.4,72,798,4.4,47.09,KS-32125,39.2590703,-95.0127976
Kickapoo,Kansas,2237,51,Kansas City,2176124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leavenworth County,33.30%,57.60%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,39,49,66,16,60%,59%,42,64,95,62%,70%,55%,38.49,14.52,3.59,24.88%,28.57%,17.33%,16.9,7,8.0,51.4,73,819,4.4,43.86,KS-36700,39.3686759,-95.0066123
Lansing,Kansas,11321,920,Kansas City,2176124,$98413,38.92%,37,$332000,2371,$140,35,73.05%,$1190,51.83%,265,506,1.05%,4.78%,57.1%,Leavenworth County,33.30%,57.60%,0.57%,16.48%,70.15%,8.36%,3.58%,Central Standard Time,88,39,49,66,16,60%,59%,42,64,95,62%,70%,55%,38.89,13.63,3.96,28.05%,29.56%,21.56%,18.6,11,8.0,51.4,68,798,4.4,12.31,KS-38650,39.2427993,-94.8970663
Leavenworth,Kansas,37216,1535,Kansas City,2176124,$63260,33.29%,37,$195000,1477,$132,51,46.37%,$971,47.81%,N/A,N/A,13.12%,4.99%,59.28%,Leavenworth County,33.30%,57.60%,1.71%,11.96%,70.6%,8.47%,2.89%,Central Standard Time,88,39,49,66,16,60%,59%,42,64,95,62%,70%,55%,38.89,13.63,3.96,28.05%,29.56%,21.56%,18.6,11,8.0,51.4,62,798,4.4,24.24,KS-39000,39.3231954,-94.9243658
