City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Crouch,Idaho,145,330,Boise City,770353,$53125,11.19%,64,N/A,N/A,N/A,27,73.79%,N/A,22.76%,N/A,N/A,14.48%,0.0%,53.79%,Boise County,20.40%,70.10%,0.0%,0.0%,99.31%,0.69%,0.0%,Mountain Standard Time,N/A,N/A,N/A,N/A,97,N/A,7.6,91,2868,4.1,0.44,ID-19720,44.1160495,-115.9740198,63%,81%,38%,42%,23%,14.1,33,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
Garden Valley,Idaho,475,64,Boise City,770353,$12292,63.74%,37,$893000,2086,$428,30,61.72%,$725,45.89%,N/A,N/A,9.78%,0.0%,64.32%,Boise County,20.40%,70.10%,2.11%,4.21%,89.05%,2.53%,9.89%,Mountain Standard Time,N/A,N/A,N/A,N/A,97,N/A,7.6,91,2868,4.1,7.37,ID-29710,44.083018,-115.961204,63%,81%,38%,42%,23%,14.1,33,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
Horseshoe Bend,Idaho,839,770,Boise City,770353,$44293,14.59%,44,N/A,N/A,N/A,42,64.72%,$829,53.92%,N/A,N/A,11.44%,5.01%,59.94%,Boise County,20.40%,70.10%,1.79%,0.0%,84.62%,10.85%,7.99%,Mountain Standard Time,N/A,N/A,N/A,N/A,92,N/A,7.6,91,2868,4.1,1.09,ID-38620,43.9164545,-116.1997108,63%,81%,38%,42%,23%,14.1,33,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
Idaho City,Idaho,706,1054,Boise City,770353,$33214,8.26%,41,$160000,384,$417,43,66.91%,$666,32.08%,N/A,N/A,14.73%,3.19%,64.16%,Boise County,20.40%,70.10%,0.0%,0.57%,85.69%,7.79%,3.68%,Mountain Standard Time,N/A,N/A,N/A,N/A,102,N/A,7.6,91,2868,4.1,0.67,ID-39610,43.8280536,-115.8305728,63%,81%,38%,42%,23%,14.1,33,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
Placerville,Idaho,55,55,Boise City,770353,$75625,12.24%,58,N/A,N/A,N/A,47,89.09%,N/A,18.37%,N/A,N/A,10.91%,0.0%,36.73%,Boise County,20.40%,70.10%,0.0%,0.0%,85.45%,14.55%,10.91%,Mountain Standard Time,N/A,N/A,N/A,N/A,105,N/A,7.6,91,2868,4.1,1.0,ID-63550,43.9427376,-115.9459856,63%,81%,38%,42%,23%,14.1,33,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
Robie Creek,Idaho,1380,46,Boise City,770353,$102279,44.65%,57,$825000,2705,$305,32,92.61%,N/A,28.41%,N/A,N/A,6.01%,0.0%,54.21%,Boise County,20.40%,70.10%,2.61%,0.0%,90.72%,3.55%,4.28%,Mountain Standard Time,N/A,N/A,N/A,N/A,97,N/A,7.6,91,2868,4.1,30.09,ID-68545,43.6680312,-116.0208577,63%,81%,38%,42%,23%,14.1,33,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
