City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Brazil,Indiana,8320,2255,Terre Haute,185527,$46014,8.82%,40,$129000,1720,$75,58,56.46%,$699,54.18%,N/A,N/A,14.64%,6.9%,50.89%,Clay County,20.30%,75.30%,0.0%,0.88%,93.16%,1.96%,0.73%,Eastern Standard Time,86,38,48,66,21,60%,57%,42,63,90,51%,64%,41%,47.65,13.62,9.7,30.08%,27.91%,33.11%,13.4,9,6.9,41.0,70,573,3.7,3.69,IN-07174,39.5226394,-87.1239862
Brazil township,Indiana,8320,2255,Terre Haute,185527,$46014,8.82%,40,$129000,1720,$75,58,56.46%,$699,54.18%,N/A,N/A,14.64%,6.9%,50.89%,Clay County,20.30%,75.30%,0.0%,0.88%,93.16%,1.96%,0.73%,Eastern Standard Time,86,38,48,66,21,60%,57%,42,63,90,51%,64%,41%,47.65,13.62,9.7,30.08%,27.91%,33.11%,13.4,9,6.9,41.0,70,573,3.7,3.69,IN-07174,39.5226394,-87.1239862
Carbon,Indiana,364,2427,Terre Haute,185527,$52917,9.8%,28,$50000,833,$60,67,90.84%,$827,45.82%,N/A,N/A,12.95%,4.92%,67.78%,Clay County,20.30%,75.30%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,87,37,50,64,20,60%,57%,42,63,92,51%,64%,41%,47.65,13.62,9.7,27.1%,27.25%,25.0%,14.0,6,6.9,41.0,77,573,3.7,0.15,IN-10198,39.5992193,-87.1077451
Cass township (Clay Cnty),Indiana,290,24,Terre Haute,185527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,20.30%,75.30%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,38,48,64,20,60%,57%,42,63,90,51%,64%,41%,47.65,13.62,9.7,30.08%,27.91%,33.11%,13.4,9,6.9,41.0,78,573,3.7,12.08,IN-10666,39.4516805,-86.9779848
Center Point,Indiana,367,496,Terre Haute,185527,$49375,13.04%,36,N/A,N/A,N/A,N/A,84.26%,$500,46.44%,N/A,N/A,6.27%,1.89%,59.55%,Clay County,20.30%,75.30%,0.0%,0.0%,98.64%,1.36%,1.36%,Eastern Standard Time,86,38,48,66,21,60%,57%,42,63,90,51%,64%,41%,48.65,14.22,9.98,30.08%,27.91%,33.11%,13.4,9,6.9,41.0,78,549,3.7,0.74,IN-11746,39.415368,-87.0751705
Clay City,Indiana,1190,2204,Terre Haute,185527,$46964,14.21%,34,N/A,N/A,N/A,68,68.74%,$628,48.12%,N/A,N/A,11.35%,2.4%,71.59%,Clay County,20.30%,75.30%,0.0%,0.0%,97.14%,0.67%,0.42%,Eastern Standard Time,86,39,47,66,21,60%,57%,42,63,90,51%,64%,41%,49.84,13.63,10.35,30.08%,27.91%,33.11%,13.4,9,6.9,41.0,80,558,3.7,0.54,IN-13276,39.2769862,-87.1127101
Coalmont,Indiana,259,173,Terre Haute,185527,N/A,0.0%,43,N/A,N/A,N/A,40,100.0%,N/A,58.62%,N/A,N/A,0.0%,0.0%,70.94%,Clay County,20.30%,75.30%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,86,39,47,66,21,60%,57%,42,63,90,51%,64%,41%,49.38,13.39,10.17,32.71%,29.45%,34.78%,14.2,9,6.9,41.0,80,501,3.7,1.5,IN-14032,39.1931636,-87.2265387
Dick Johnson,Indiana,1490,69,Terre Haute,185527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,20.30%,75.30%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,38,48,66,21,60%,57%,42,63,90,51%,64%,41%,47.65,13.62,9.7,32.71%,32.75%,31.33%,14.0,6,6.9,41.0,77,573,3.7,21.59,IN-18118,39.5657776,-87.1652826
Harmony,Indiana,775,945,Terre Haute,185527,$56136,9.01%,41,N/A,N/A,N/A,60,75.65%,$831,56.87%,N/A,N/A,9.25%,0.0%,57.81%,Clay County,20.30%,75.30%,0.9%,0.65%,95.48%,0.39%,0.9%,Eastern Standard Time,86,38,48,66,21,60%,57%,42,63,90,51%,64%,41%,47.65,13.62,9.7,30.08%,27.91%,33.11%,13.4,9,6.9,41.0,70,573,3.7,0.82,IN-31486,39.5336826,-87.0731254
Harrison township (Clay Cnty),Indiana,2230,36,Terre Haute,185527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,20.30%,75.30%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,39,47,66,21,60%,57%,42,63,90,51%,64%,41%,49.84,13.63,10.35,30.08%,27.91%,33.11%,13.4,9,6.9,41.0,80,558,3.7,61.94,IN-31684,39.2652705,-87.1093549
