City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Auburn,Alabama,74637,1231,Auburn-Opelika,172223,$54700,59.42%,27,$364000,2022,$180,22,53.58%,$925,58.75%,N/A,N/A,25.19%,2.83%,58.82%,Lee County,35.90%,58.50%,8.55%,17.8%,68.63%,3.4%,9.67%,Central Standard Time,89,57,32,71,35,53%,54%,53,69,95,58%,62%,50%,55.06,13.62,16.99,33.67%,40.22%,38.78%,2.0,0,6.0,53.8,40,609,3.7,60.65,AL-03076,32.6087294,-85.4902844
Loachapoka,Alabama,207,182,Auburn-Opelika,172223,$39688,35.9%,38,N/A,N/A,N/A,52,82.29%,$825,54.01%,N/A,N/A,11.59%,6.11%,70.05%,Lee County,35.90%,58.50%,0.48%,25.6%,64.73%,1.45%,0.48%,Central Standard Time,89,57,32,71,35,53%,54%,53,69,95,58%,62%,50%,56.14,13.86,17.44,33.67%,40.22%,38.78%,1.2,0,6.0,53.8,50,558,3.7,1.14,AL-43744,32.6049307,-85.5948203
Opelika,Alabama,30810,522,Auburn-Opelika,172223,$51074,31.53%,41,$305000,1906,$160,31,70.35%,$804,53.58%,N/A,N/A,17.25%,4.42%,58.4%,Lee County,35.90%,58.50%,2.75%,37.43%,53.03%,6.26%,3.7%,Central Standard Time,89,56,33,69,33,53%,54%,53,69,95,58%,62%,50%,55.38,12.96,17.95,26.25%,29.89%,31.78%,2.0,0,6.0,53.8,45,585,3.7,59.07,AL-57048,32.6612198,-85.3769338
Smiths Station,Alabama,5420,658,Auburn-Opelika,172223,$53096,16.03%,39,$190000,1532,$124,29,78.25%,$829,50.44%,N/A,N/A,13.74%,6.15%,55.47%,Lee County,35.90%,58.50%,0.0%,30.31%,64.5%,1.37%,0.63%,Central Standard Time,92,59,33,70,35,53%,54%,53,69,102,58%,62%,50%,55.66,13.95,17.1,29.81%,35.6%,34.56%,0.1,0,6.0,53.8,49,372,3.7,8.24,AL-71190,32.5148663,-85.0799643
