City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Arlington Heights,Pennsylvania,6356,1197,East Stroudsburg,168128,$59367,23.7%,39,$244000,1402,$174,44,78.19%,$898,55.82%,N/A,N/A,5.92%,3.76%,61.13%,Monroe County,48.40%,47.70%,3.92%,20.69%,57.99%,22.18%,17.32%,Eastern Standard Time,85,37,48,62,20,55%,54%,40,60,87,50%,62%,42%,55.6,16.44,11.88,40.38%,41.76%,42.89%,40.2,24,7.4,29.8,57,432,3.7,5.31,PA-03008,41.0041219,-75.2112422
Barrett,Pennsylvania,4109,78,East Stroudsburg,168128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Monroe County,48.40%,47.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,79,31,48,59,16,58%,55%,40,60,80,50%,62%,42%,51.54,14.52,11.67,42.63%,48.02%,40.0%,40.2,24,7.0,29.8,85,1017,3.7,52.68,PA-04320,41.202087,-75.2426243
Brodheadsville,Pennsylvania,1598,373,East Stroudsburg,168128,$102733,38.01%,43,N/A,N/A,N/A,44,84.01%,$1221,47.33%,N/A,N/A,2.88%,1.11%,69.97%,Monroe County,48.40%,47.70%,1.56%,1.94%,86.55%,9.45%,2.07%,Eastern Standard Time,85,37,48,62,20,55%,54%,40,60,87,50%,62%,42%,55.6,16.44,11.88,40.38%,41.76%,42.89%,40.2,24,7.4,29.8,77,432,3.7,4.28,PA-09000,40.9267547,-75.4017027
Chestnuthill,Pennsylvania,16746,448,East Stroudsburg,168128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Monroe County,48.40%,47.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,37,48,62,20,55%,54%,40,60,87,50%,62%,42%,55.6,16.44,11.88,40.38%,41.76%,42.89%,40.2,24,7.4,29.8,78,432,3.7,37.38,PA-13328,40.9568032,-75.4182973
Coolbaugh,Pennsylvania,20303,236,East Stroudsburg,168128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Monroe County,48.40%,47.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,79,31,48,59,16,58%,55%,40,60,80,50%,62%,42%,50.37,15.26,9.48,42.63%,48.02%,40.0%,40.2,24,7.0,29.8,84,1752,3.7,86.03,PA-15960,41.1837459,-75.438593
Delaware Water Gap,Pennsylvania,629,326,East Stroudsburg,168128,$66875,50.0%,46,N/A,N/A,N/A,75,64.9%,$1082,62.06%,N/A,N/A,11.76%,5.9%,62.78%,Monroe County,48.40%,47.70%,6.2%,3.66%,84.1%,6.04%,7.63%,Eastern Standard Time,85,37,48,62,20,55%,54%,40,60,87,50%,62%,42%,55.6,16.44,11.88,40.38%,41.76%,42.89%,40.2,24,7.4,29.8,68,432,3.7,1.93,PA-18736,40.9749535,-75.1391781
East Stroudsburg,Pennsylvania,9820,3458,East Stroudsburg,168128,$59262,23.65%,36,$265000,2366,$112,59,47.65%,$1194,65.67%,N/A,N/A,15.71%,7.4%,58.52%,Monroe County,48.40%,47.70%,3.89%,19.43%,58.02%,16.09%,9.74%,Eastern Standard Time,85,37,48,62,20,55%,54%,40,60,87,50%,62%,42%,55.6,16.44,11.88,40.38%,41.76%,42.89%,40.2,24,7.4,29.8,39,432,3.7,2.84,PA-21872,41.002264,-75.1778701
Effort,Pennsylvania,2345,464,East Stroudsburg,168128,$84057,26.35%,43,$250000,1852,$135,38,85.06%,$1200,39.04%,N/A,N/A,2.77%,5.27%,63.25%,Monroe County,48.40%,47.70%,0.0%,6.01%,75.69%,16.38%,7.68%,Eastern Standard Time,85,37,48,62,20,55%,54%,40,60,87,50%,62%,42%,55.6,16.44,11.88,40.38%,41.76%,42.89%,40.2,24,7.4,29.8,79,432,3.7,5.05,PA-22680,40.943591,-75.4390158
Eldred township (Monroe Cnty),Pennsylvania,2984,3391,East Stroudsburg,168128,N/A,N/A,N/A,$166000,1495,$111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Monroe County,48.40%,47.70%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,82,36,46,63,20,55%,54%,40,60,83,50%,62%,42%,53.25,16.26,11.37,38.33%,43.74%,33.89%,33.3,13,7.4,29.8,79,417,3.7,0.88,PA-22904,40.8552299,-75.4484136
Emerald Lakes,Pennsylvania,3300,1107,East Stroudsburg,168128,$89314,11.19%,44,$331000,1924,$172,29,89.09%,$908,60.19%,N/A,N/A,4.94%,8.74%,74.11%,Monroe County,48.40%,47.70%,0.0%,8.97%,59.33%,24.88%,7.91%,Eastern Standard Time,79,31,48,59,16,58%,55%,40,60,80,50%,62%,42%,50.37,15.26,9.48,42.63%,48.02%,40.0%,40.2,24,7.0,29.8,84,1752,3.7,2.98,PA-23540,41.0844745,-75.4153465
