City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Bristow,Oklahoma,4261,1232,Tulsa,1009982,$40000,8.99%,37,$314000,2039,$154,44,50.27%,$628,57.33%,238,2860,24.33%,3.69%,47.46%,Creek County,20.30%,74.80%,0.02%,5.82%,73.53%,2.35%,0.42%,Central Standard Time,92,51,41,71,28,56%,55%,47,67,101,59%,70%,53%,35.77,10.61,5.19,17.15%,17.47%,14.11%,8.3,3,7.0,47.4,57,828,4.9,3.46,OK-08900,35.8336152,-96.3944306
Depew,Oklahoma,388,380,Tulsa,1009982,$37188,4.68%,35,N/A,N/A,N/A,31,64.03%,$879,61.87%,0,835,31.96%,3.95%,52.9%,Creek County,20.30%,74.80%,0.0%,4.64%,65.46%,1.03%,0.0%,Central Standard Time,92,51,41,71,28,56%,55%,47,67,101,59%,70%,53%,35.77,10.61,5.19,17.15%,17.47%,14.11%,8.3,3,7.0,47.4,58,828,4.9,1.02,OK-20300,35.8045326,-96.5299715
Drumright,Oklahoma,2315,313,Tulsa,1009982,$43869,12.16%,39,$97000,1311,$74,52,67.29%,$486,55.77%,71,2627,24.72%,2.43%,57.53%,Creek County,20.30%,74.80%,1.56%,1.47%,79.87%,2.03%,1.04%,Central Standard Time,94,50,44,72,27,56%,55%,47,67,106,59%,70%,53%,37.95,12.15,4.65,17.15%,17.47%,14.11%,8.3,3,7.0,47.4,56,768,4.9,7.39,OK-21750,35.9904858,-96.5977481
Kellyville,Oklahoma,1088,595,Tulsa,1009982,$46827,5.71%,38,$180000,1161,$155,36,59.03%,$766,49.05%,N/A,N/A,11.89%,1.96%,64.93%,Creek County,20.30%,74.80%,0.28%,0.46%,66.18%,5.06%,2.3%,Central Standard Time,95,51,44,73,28,56%,55%,47,67,108,59%,70%,53%,42.29,12.41,5.78,26.55%,27.91%,19.22%,8.3,3,7.0,47.4,55,585,4.9,1.83,OK-39000,35.9405228,-96.2135895
Kiefer,Oklahoma,2418,1016,Tulsa,1009982,$81402,20.21%,33,$195000,1318,$148,16,76.49%,$1105,41.82%,98,1226,9.51%,3.43%,71.56%,Creek County,20.30%,74.80%,0.66%,0.54%,62.32%,11.17%,5.75%,Central Standard Time,95,51,44,73,28,56%,55%,47,67,108,59%,70%,53%,42.29,12.41,5.78,26.55%,27.91%,19.22%,8.3,3,7.0,47.4,54,585,4.9,2.38,OK-39750,35.944088,-96.0528674
Lawrence Creek,Oklahoma,115,167,Tulsa,1009982,N/A,10.67%,38,N/A,N/A,N/A,27,88.32%,N/A,48.19%,N/A,N/A,38.26%,0.0%,31.25%,Creek County,20.30%,74.80%,0.0%,6.96%,73.91%,6.09%,1.74%,Central Standard Time,95,51,44,73,28,56%,55%,47,67,108,59%,70%,53%,38.04,12.91,4.74,17.15%,17.47%,14.11%,8.3,3,7.0,47.4,58,810,4.9,0.69,OK-41760,36.0838044,-96.4267557
Mannford,Oklahoma,3278,441,Tulsa,1009982,$59831,18.29%,36,$309000,1994,$155,33,56.48%,$894,55.49%,155,809,15.82%,4.85%,57.78%,Creek County,20.30%,74.80%,0.0%,0.24%,69.46%,12.69%,0.15%,Central Standard Time,95,51,44,73,28,56%,55%,47,67,108,59%,70%,53%,43.95,13.58,6.11,26.55%,27.91%,19.22%,8.3,3,7.0,47.4,56,651,4.9,7.44,OK-46200,36.1306247,-96.3338358
Mounds,Oklahoma,1031,458,Tulsa,1009982,$38750,12.1%,30,$215000,1654,$130,40,54.69%,$910,54.62%,478,2154,20.45%,2.39%,49.8%,Creek County,20.30%,74.80%,0.39%,0.97%,74.01%,1.55%,0.68%,Central Standard Time,95,51,44,73,28,56%,55%,47,67,108,59%,70%,53%,42.29,12.41,5.78,26.55%,27.91%,19.22%,8.3,3,7.0,47.4,54,585,4.9,2.25,OK-49550,35.8573907,-96.05709
Oilton,Oklahoma,847,750,Tulsa,1009982,$30577,12.43%,33,$81000,1884,$43,41,60.03%,$688,51.63%,0,494,35.15%,3.96%,52.22%,Creek County,20.30%,74.80%,0.0%,1.3%,85.12%,0.47%,0.0%,Central Standard Time,94,50,44,72,27,56%,55%,47,67,106,59%,70%,53%,38.04,12.91,4.74,17.15%,17.47%,14.11%,8.3,3,7.0,47.4,59,810,4.9,1.13,OK-54000,36.0826549,-96.5814422
Sapulpa,Oklahoma,22268,947,Tulsa,1009982,$61644,19.7%,40,$201000,1446,$139,44,66.35%,$998,49.89%,277,2609,14.34%,3.43%,59.42%,Creek County,20.30%,74.80%,1.13%,3.53%,69.19%,7.23%,3.15%,Central Standard Time,95,51,44,73,28,56%,55%,47,67,108,59%,70%,53%,43.95,13.58,6.11,26.55%,27.91%,19.22%,8.3,3,7.0,47.4,50,651,4.9,23.52,OK-65400,36.0266676,-96.1191817
