City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Alvo,Nebraska,129,1290,Omaha-Council Bluffs,959306,$89375,25.32%,33,N/A,N/A,N/A,82,74.19%,N/A,45.1%,N/A,N/A,13.18%,0.0%,80.39%,Cass County,26.90%,65.40%,0.0%,0.0%,89.92%,1.55%,0.0%,Central Standard Time,87,36,51,65,14,57%,55%,40,62,91,60%,72%,53%,33.28,12.49,2.36,25.21%,31.43%,15.89%,25.6,12,8.0,45.9,80,1209,3.7,0.1,NE-01150,40.8722639,-96.3865242
Avoca,Nebraska,186,1431,Omaha-Council Bluffs,959306,$71563,6.19%,40,N/A,N/A,N/A,82,76.44%,$900,51.3%,N/A,N/A,12.15%,0.0%,76.97%,Cass County,26.90%,65.40%,0.0%,0.0%,95.7%,0.0%,0.0%,Central Standard Time,88,35,53,65,13,57%,55%,40,62,93,60%,72%,53%,34.05,12.97,3.12,24.58%,32.2%,15.67%,25.6,12,8.0,45.9,81,1005,3.7,0.13,NE-02795,40.796505,-96.1191609
Cedar Creek,Nebraska,415,728,Omaha-Council Bluffs,959306,$115781,28.57%,47,N/A,N/A,N/A,40,93.43%,N/A,31.23%,N/A,N/A,3.86%,3.49%,65.99%,Cass County,26.90%,65.40%,0.0%,1.93%,91.08%,2.41%,0.0%,Central Standard Time,86,33,53,67,13,59%,57%,40,62,90,61%,73%,53%,34.6,12.73,3.95,26.27%,28.79%,20.44%,32.9,20,8.0,45.9,80,975,3.7,0.57,NE-08185,41.0450536,-96.1016052
Eagle,Nebraska,1089,3111,Omaha-Council Bluffs,959306,$76500,25.7%,38,$252000,2520,$100,40,93.91%,$733,56.24%,N/A,N/A,3.7%,3.5%,79.07%,Cass County,26.90%,65.40%,0.83%,0.0%,94.58%,3.76%,1.47%,Central Standard Time,87,36,51,65,14,57%,55%,40,62,91,60%,72%,53%,33.28,12.49,2.36,25.21%,31.43%,15.89%,25.6,12,8.0,45.9,81,1209,3.7,0.35,NE-14100,40.816121,-96.4327292
Elmwood,Nebraska,765,2013,Omaha-Council Bluffs,959306,$81250,33.47%,36,$155000,1211,$128,57,87.87%,$840,42.47%,N/A,N/A,10.17%,2.4%,65.1%,Cass County,26.90%,65.40%,0.0%,0.0%,98.04%,0.0%,0.0%,Central Standard Time,88,35,53,65,13,57%,55%,40,62,93,60%,72%,53%,33.28,12.49,2.36,24.58%,32.2%,15.67%,25.6,12,8.0,45.9,81,1209,3.7,0.38,NE-15430,40.8425335,-96.2946434
Greenwood,Nebraska,511,1246,Omaha-Council Bluffs,959306,$99000,21.13%,33,N/A,N/A,N/A,46,85.07%,$1152,51.51%,N/A,N/A,18.02%,2.04%,77.98%,Cass County,26.90%,65.40%,0.0%,0.0%,95.5%,1.76%,1.37%,Central Standard Time,87,34,53,66,14,57%,55%,40,62,91,60%,72%,53%,33.28,12.49,2.36,23.73%,29.34%,16.0%,20.2,8,8.0,45.9,80,1023,3.7,0.41,NE-20190,40.9614165,-96.4433552
Louisville,Nebraska,1393,2143,Omaha-Council Bluffs,959306,$97115,34.08%,39,$270000,1837,$147,62,79.55%,$1146,40.04%,N/A,N/A,5.84%,2.02%,75.05%,Cass County,26.90%,65.40%,1.36%,0.0%,87.51%,3.37%,1.29%,Central Standard Time,86,33,53,67,13,59%,57%,40,62,90,61%,73%,53%,34.6,12.73,3.95,29.95%,35.05%,23.44%,32.9,20,8.0,45.9,80,975,3.7,0.65,NE-29260,40.9964736,-96.1612332
Manley,Nebraska,205,1864,Omaha-Council Bluffs,959306,$70000,18.6%,47,N/A,N/A,N/A,45,90.16%,$950,27.87%,N/A,N/A,12.68%,0.0%,67.76%,Cass County,26.90%,65.40%,0.0%,0.0%,100.0%,0.0%,0.49%,Central Standard Time,86,33,53,67,13,59%,57%,40,62,90,61%,73%,53%,34.6,12.73,3.95,30.58%,35.05%,22.89%,32.9,20,8.0,45.9,80,975,3.7,0.11,NE-30415,40.9183375,-96.1656984
Murdock,Nebraska,235,1808,Omaha-Council Bluffs,959306,$76250,26.86%,47,N/A,N/A,N/A,70,93.22%,$950,42.64%,N/A,N/A,4.68%,0.0%,61.34%,Cass County,26.90%,65.40%,0.43%,0.0%,97.87%,1.28%,0.43%,Central Standard Time,87,34,53,66,14,57%,55%,40,62,91,60%,72%,53%,33.28,12.49,2.36,29.95%,35.05%,23.44%,32.9,20,8.0,45.9,80,1023,3.7,0.13,NE-33320,40.9261065,-96.2808793
Murray,Nebraska,449,1214,Omaha-Council Bluffs,959306,$69583,25.72%,37,$332000,2355,$141,50,78.82%,$1000,38.1%,N/A,N/A,10.71%,6.9%,59.53%,Cass County,26.90%,65.40%,0.0%,0.0%,95.77%,0.67%,1.11%,Central Standard Time,86,33,53,67,13,59%,57%,40,62,90,61%,73%,53%,35.96,12.84,3.74,30.58%,35.05%,22.89%,24.2,8,8.0,45.9,80,1011,3.7,0.37,NE-33425,40.9163087,-95.9267862
