City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Acoma,Minnesota,1139,36,Hutchinson,101005,$79375,27.56%,N/A,N/A,N/A,N/A,35,93.10%,N/A,27.30%,N/A,N/A,N/A,3.50%,N/A,McLeod County,26.50%,64.60%,N/A,N/A,N/A,N/A,N/A,N/A,83,22,61,32.91,42.7,N/A,84,1011,3.2,31.64,MN-00136,44.9371839,-94.4425974,56%,63%,56%,64%,60%,39.7,34,58,63,4,13.03,3.18,24.19%,27.69%,18.89%,22,86
Bergen,Minnesota,838,24,Hutchinson,101005,$70000,18.73%,N/A,N/A,N/A,N/A,40,83.70%,N/A,34.80%,N/A,N/A,N/A,3.50%,N/A,McLeod County,26.50%,64.60%,N/A,N/A,N/A,6.20%,N/A,N/A,82,22,60,32.63,52.5,N/A,83,900,3.2,34.92,MN-05338,44.8470828,-94.0714541,N/A,N/A,N/A,64%,60%,39.7,34,58,62,5,13.16,3.15,24.63%,29.89%,17.89%,15,84
Biscay,Minnesota,213,2663,Hutchinson,101005,$96250,1.38%,38,N/A,N/A,N/A,76,66.2%,$1469,32.08%,N/A,N/A,0.47%,1.46%,86.16%,McLeod County,26.50%,64.60%,0.0%,0.0%,81.22%,4.69%,2.35%,N/A,82,22,60,34.15,52.5,N/A,84,951,3.2,0.08,MN-06112,44.8262741,-94.2740706,56%,63%,56%,64%,60%,39.7,34,58,62,5,13.42,3.65,24.63%,29.89%,17.89%,15,84
Brownton,Minnesota,555,1388,Hutchinson,101005,$65000,12.03%,48,$190000,1743,$109,69,94.23%,$450,31.99%,0,553,7.23%,2.32%,62.14%,McLeod County,26.50%,64.60%,0.0%,8.83%,91.17%,0.0%,5.05%,N/A,82,22,60,33.57,52.5,N/A,87,951,3.2,0.4,MN-08254,44.7325927,-94.3508922,56%,63%,56%,64%,60%,39.7,34,58,62,5,13.48,3.24,24.63%,29.89%,17.89%,15,84
Collins,Minnesota,397,12,Hutchinson,101005,$63000,15.33%,N/A,N/A,N/A,N/A,51,66.20%,N/A,28.80%,N/A,N/A,N/A,3.50%,N/A,McLeod County,26.50%,64.60%,N/A,N/A,N/A,N/A,N/A,N/A,82,22,60,33.57,52.5,N/A,86,951,3.2,33.08,MN-12610,44.7620025,-94.4357118,56%,63%,56%,64%,60%,39.7,34,58,62,5,13.48,3.24,24.63%,29.89%,17.89%,15,84
Glencoe,Minnesota,5488,1731,Hutchinson,101005,$60609,13.87%,39,$215000,1503,$143,48,75.69%,$822,49.47%,91,900,7.14%,0.55%,62.26%,McLeod County,26.50%,64.60%,0.0%,0.98%,80.07%,15.07%,6.18%,N/A,82,22,60,32.59,52.5,N/A,77,912,3.2,3.17,MN-23948,44.7698936,-94.1510148,N/A,N/A,N/A,64%,60%,39.7,34,58,62,5,13.26,3.06,24.63%,29.89%,17.89%,15,84
Glencoe township,Minnesota,5488,1731,Hutchinson,101005,$60609,13.87%,39,$215000,1503,$143,48,75.69%,$822,49.47%,91,900,7.14%,0.55%,62.26%,McLeod County,26.50%,64.60%,0.0%,0.98%,80.07%,15.07%,6.18%,N/A,82,22,60,32.59,52.5,N/A,82,912,3.2,3.17,MN-23948,44.7698936,-94.1510148,N/A,N/A,N/A,64%,60%,39.7,34,58,62,5,13.26,3.06,24.63%,29.89%,17.89%,15,84
Hale,Minnesota,853,25,Hutchinson,101005,$63750,N/A,N/A,N/A,N/A,N/A,39,82.50%,N/A,35.70%,N/A,N/A,N/A,3.50%,N/A,McLeod County,26.50%,64.60%,N/A,N/A,N/A,N/A,N/A,N/A,83,22,61,32.13,42.7,N/A,83,969,3.2,34.12,MN-26540,44.9359962,-94.1953263,N/A,N/A,N/A,64%,60%,39.7,34,58,63,4,12.62,3.28,24.19%,27.69%,18.89%,22,86
Hassan Valley,Minnesota,589,18,Hutchinson,101005,$79091,16.49%,N/A,N/A,N/A,N/A,44,78.00%,N/A,28.70%,N/A,N/A,N/A,3.50%,N/A,McLeod County,26.50%,64.60%,N/A,N/A,N/A,N/A,N/A,N/A,82,22,60,34.15,52.5,N/A,81,951,3.2,32.72,MN-27494,44.8465672,-94.3113297,56%,63%,56%,64%,60%,39.7,34,58,62,5,13.42,3.65,24.63%,29.89%,17.89%,15,84
Helen,Minnesota,853,24,Hutchinson,101005,$76429,19.27%,N/A,N/A,N/A,N/A,50,78.10%,N/A,34.20%,N/A,N/A,N/A,3.50%,N/A,McLeod County,26.50%,64.60%,N/A,N/A,N/A,3.30%,N/A,N/A,82,22,60,32.59,52.5,N/A,83,912,3.2,35.54,MN-28304,44.7605318,-94.0708112,N/A,N/A,N/A,64%,60%,39.7,34,58,62,5,13.26,3.06,24.63%,29.89%,17.89%,15,84
Hutchinson,Minnesota,13935,1643,Hutchinson,101005,$56083,19.3%,41,$227000,1681,$135,35,72.42%,$726,50.02%,222,1690,7.91%,4.22%,68.86%,McLeod County,26.50%,64.60%,1.03%,0.42%,91.52%,5.49%,2.34%,N/A,82,22,60,32.91,52.5,N/A,73,1011,3.2,8.48,MN-30644,44.8855607,-94.3768644,56%,63%,56%,64%,60%,39.7,34,58,62,5,13.03,3.18,24.63%,29.89%,17.89%,15,84
Hutchinson township,Minnesota,13935,1643,Hutchinson,101005,$56083,19.3%,41,$227000,1681,$135,35,72.42%,$726,50.02%,222,1690,7.91%,4.22%,68.86%,McLeod County,26.50%,64.60%,1.03%,0.42%,91.52%,5.49%,2.34%,N/A,82,22,60,32.91,52.5,N/A,84,1011,3.2,8.48,MN-30644,44.8855607,-94.3768644,56%,63%,56%,64%,60%,39.7,34,58,62,5,13.03,3.18,24.63%,29.89%,17.89%,15,84
Lester Prairie,Minnesota,1719,1931,Hutchinson,101005,$63000,16.37%,36,$257000,1823,$141,46,88.95%,$576,43.29%,0,813,10.05%,1.02%,72.46%,McLeod County,26.50%,64.60%,0.0%,0.35%,82.84%,16.4%,6.34%,N/A,83,22,61,32.63,42.7,N/A,83,900,3.2,0.89,MN-36728,44.8828739,-94.0375609,N/A,N/A,N/A,64%,60%,39.7,34,58,63,4,13.16,3.15,24.19%,27.69%,18.89%,22,86
Lynn,Minnesota,504,16,Hutchinson,101005,$72422,20.32%,N/A,N/A,N/A,N/A,49,77.50%,N/A,32.60%,N/A,N/A,N/A,3.50%,N/A,McLeod County,26.50%,64.60%,N/A,N/A,N/A,1.40%,N/A,N/A,82,22,60,32.91,52.5,N/A,84,1011,3.2,31.5,MN-38798,44.8459495,-94.4412421,56%,63%,56%,64%,60%,39.7,34,58,62,5,13.03,3.18,24.63%,29.89%,17.89%,15,84
