City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Bingham township (Leelanau Cnty),Michigan,2494,106,Traverse City,152552,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leelanau County,45.50%,48.60%,N/A,N/A,N/A,N/A,N/A,N/A,79,28,51,62,19,62%,55%,35,55,80,55%,67%,48%,32.18,8.31,5.74,42.14%,31.32%,53.44%,117.1,57,8.1,31.4,88,750,3.3,23.53,MI-08440,44.9104074,-85.6473453
Cedar,Michigan,26,144,Traverse City,152552,$51875,69.23%,71,N/A,N/A,N/A,82,96.84%,$793,76.92%,N/A,N/A,0.0%,0.0%,42.31%,Leelanau County,45.50%,48.60%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,80,29,51,59,16,62%,55%,35,55,81,55%,67%,48%,37.94,9.11,8.05,42.14%,31.32%,53.44%,117.1,57,8.1,31.4,92,732,3.3,0.18,MI-14020,44.846668,-85.7940576
Centerville,Michigan,1278,46,Traverse City,152552,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leelanau County,45.50%,48.60%,N/A,N/A,N/A,N/A,N/A,N/A,79,28,51,62,19,62%,55%,35,55,80,55%,67%,48%,32.18,8.31,5.74,42.14%,31.32%,53.44%,117.1,57,8.1,31.4,93,750,3.3,27.78,MI-14340,44.9069745,-85.7623406
Cleveland,Michigan,1137,37,Traverse City,152552,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leelanau County,45.50%,48.60%,N/A,N/A,N/A,N/A,N/A,N/A,80,29,51,59,16,62%,55%,35,55,81,55%,67%,48%,37.94,9.11,8.05,42.14%,31.32%,53.44%,117.1,57,8.1,31.4,92,732,3.3,30.73,MI-16400,44.948431,-85.9077331
Elmwood charter township,Michigan,4478,225,Traverse City,152552,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leelanau County,45.50%,48.60%,N/A,N/A,N/A,N/A,N/A,N/A,80,29,51,59,16,62%,55%,35,55,81,55%,67%,48%,37.68,8.9,7.89,45.81%,33.63%,60.44%,96.8,57,8.1,31.4,87,582,3.3,19.9,MI-25700,44.8204366,-85.6623914
Empire,Michigan,384,373,Traverse City,152552,$75938,51.27%,64,$520000,1694,$307,47,65.74%,$379,40.13%,N/A,N/A,15.1%,1.46%,42.95%,Leelanau County,45.50%,48.60%,0.26%,1.3%,91.93%,5.47%,0.78%,N/A,80,29,51,59,16,62%,55%,35,55,81,55%,67%,48%,37.94,9.11,8.05,42.14%,31.32%,53.44%,117.1,57,8.1,31.4,92,732,3.3,1.03,MI-25980,44.8125958,-86.0593743
Empire township,Michigan,384,373,Traverse City,152552,$75938,51.27%,64,$520000,1694,$307,47,65.74%,$379,40.13%,N/A,N/A,15.1%,1.46%,42.95%,Leelanau County,45.50%,48.60%,0.26%,1.3%,91.93%,5.47%,0.78%,N/A,80,29,51,59,16,62%,55%,35,55,81,55%,67%,48%,37.94,9.11,8.05,42.14%,31.32%,53.44%,117.1,57,8.1,31.4,92,732,3.3,1.03,MI-25980,44.8125958,-86.0593743
Glen Arbor,Michigan,313,304,Traverse City,152552,$178750,74.7%,66,$712000,1427,$499,25,100.0%,N/A,53.18%,N/A,N/A,0.0%,0.0%,37.72%,Leelanau County,45.50%,48.60%,0.0%,0.0%,91.37%,8.63%,5.11%,N/A,80,29,51,59,16,62%,55%,35,55,81,55%,67%,48%,37.94,9.11,8.05,42.14%,31.32%,53.44%,117.1,57,8.1,31.4,92,732,3.3,1.03,MI-32360,44.8959179,-85.9898743
Glen Arbor township,Michigan,313,304,Traverse City,152552,$178750,74.7%,66,$712000,1427,$499,25,100.0%,N/A,53.18%,N/A,N/A,0.0%,0.0%,37.72%,Leelanau County,45.50%,48.60%,0.0%,0.0%,91.37%,8.63%,5.11%,N/A,80,29,51,59,16,62%,55%,35,55,81,55%,67%,48%,37.94,9.11,8.05,42.14%,31.32%,53.44%,117.1,57,8.1,31.4,92,732,3.3,1.03,MI-32360,44.8959179,-85.9898743
Greilickville,Michigan,1296,282,Traverse City,152552,$84327,52.51%,58,N/A,N/A,N/A,27,85.02%,$1989,43.42%,N/A,N/A,4.15%,1.73%,51.02%,Leelanau County,45.50%,48.60%,2.24%,0.0%,85.96%,4.71%,1.47%,N/A,80,29,51,59,16,62%,55%,35,55,81,55%,67%,48%,37.68,8.9,7.89,45.81%,33.63%,60.44%,96.8,57,8.1,31.4,87,582,3.3,4.59,MI-35300,44.8016425,-85.6530359
