City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Arroyo Colorado Estates,Texas,982,909,Brownsville-Harlingen,420554,$46818,2.2%,37,N/A,N/A,N/A,31,91.79%,N/A,38.11%,N/A,N/A,7.03%,0.0%,42.25%,Cameron County,64.50%,32.00%,0.0%,0.0%,3.26%,96.74%,29.63%,Central Standard Time,98,72,26,76,49,60%,56%,64,73,117,59%,77%,42%,25.06,7.46,3.14,20.47%,18.79%,20.89%,0.1,0,N/A,26.8,85,30,6.5,1.08,TX-04174,26.1863911,-97.6113719
Arroyo Gardens,Texas,167,42,Brownsville-Harlingen,420554,N/A,0.0%,45,N/A,N/A,N/A,19,100.0%,N/A,58.68%,N/A,N/A,0.0%,0.0%,44.31%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,17.37%,Central Standard Time,98,72,26,76,49,60%,56%,64,73,117,59%,77%,42%,30.51,11.25,4.55,22.63%,18.68%,25.0%,0.1,0,N/A,26.8,87,33,6.5,3.94,TX-04176,26.2051756,-97.5021032
Bayview,Texas,605,156,Brownsville-Harlingen,420554,$118188,44.99%,49,$430000,2575,$167,27,95.62%,$2100,31.7%,N/A,N/A,4.2%,15.0%,73.8%,Cameron County,64.50%,32.00%,0.0%,0.0%,43.8%,54.21%,10.74%,Central Standard Time,94,70,24,78,52,60%,56%,64,73,106,59%,77%,42%,23.17,6.26,3.32,18.47%,14.84%,20.89%,0.1,0,N/A,26.8,88,18,6.5,3.88,TX-06140,26.1328861,-97.3973374
Bixby,Texas,412,262,Brownsville-Harlingen,420554,$40000,8.37%,38,N/A,N/A,N/A,41,55.3%,N/A,26.01%,N/A,N/A,21.84%,0.0%,44.96%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,18.93%,Central Standard Time,97,71,26,77,47,60%,56%,64,73,114,59%,77%,42%,27.75,11.31,3.16,20.47%,18.79%,20.89%,0.1,0,N/A,26.8,83,48,6.5,1.57,TX-08410,26.1399295,-97.8561662
Bluetown,Texas,458,156,Brownsville-Harlingen,420554,$38125,0.0%,33,N/A,N/A,N/A,50,63.88%,N/A,44.44%,N/A,N/A,26.42%,7.5%,25.16%,Cameron County,64.50%,32.00%,0.0%,0.0%,4.59%,95.41%,32.97%,Central Standard Time,97,71,26,77,47,60%,56%,64,73,114,59%,77%,42%,27.75,11.31,3.16,20.47%,18.79%,20.89%,0.1,0,N/A,26.8,83,48,6.5,2.93,TX-08908,26.0733988,-97.8198618
Brownsville,Texas,185849,1413,Brownsville-Harlingen,420554,$43174,20.49%,31,$217000,1497,$145,28,62.3%,$794,48.15%,420,2468,26.49%,6.39%,57.92%,Cameron County,64.50%,32.00%,0.47%,0.34%,4.32%,94.67%,27.13%,Central Standard Time,95,70,25,77,50,60%,56%,64,73,109,59%,77%,42%,29.36,9.9,4.36,22.63%,18.68%,25.0%,0.1,0,N/A,26.8,77,30,6.5,131.53,TX-10768,25.997542,-97.4579961
Cameron Park,Texas,5464,9935,Brownsville-Harlingen,420554,$32408,5.02%,28,N/A,N/A,N/A,27,68.75%,$715,47.59%,N/A,N/A,43.03%,8.65%,51.95%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.79%,99.21%,32.76%,Central Standard Time,95,70,25,77,50,60%,56%,64,73,109,59%,77%,42%,29.36,9.9,4.36,21.07%,18.57%,21.44%,0.1,0,N/A,26.8,76,30,6.5,0.55,TX-12045,25.9706027,-97.4774329
Chula Vista (Cameron Cnty),Texas,212,1178,Brownsville-Harlingen,420554,$32625,0.0%,30,N/A,N/A,N/A,N/A,0.0%,N/A,11.29%,N/A,N/A,69.34%,0.0%,52.42%,Cameron County,64.50%,32.00%,0.0%,0.0%,7.08%,92.92%,30.66%,Central Standard Time,94,70,24,78,52,60%,56%,64,73,106,59%,77%,42%,30.51,11.25,4.55,22.63%,18.68%,25.0%,0.1,0,N/A,26.8,90,33,6.5,0.18,TX-14880,26.0738456,-97.4397229
Combes,Texas,2998,937,Brownsville-Harlingen,420554,$35612,9.16%,42,$490000,2970,$165,35,74.6%,$792,55.53%,N/A,N/A,23.46%,1.99%,59.15%,Cameron County,64.50%,32.00%,5.9%,1.67%,13.08%,81.02%,22.48%,Central Standard Time,98,71,27,77,50,60%,56%,64,73,117,59%,77%,42%,28.08,9.58,3.77,20.47%,18.79%,20.89%,0.1,0,N/A,26.8,81,39,6.5,3.2,TX-16204,26.2447858,-97.7256769
Del Mar Heights,Texas,79,180,Brownsville-Harlingen,420554,N/A,17.78%,28,N/A,N/A,N/A,32,100.0%,N/A,0.0%,N/A,N/A,37.97%,0.0%,17.78%,Cameron County,64.50%,32.00%,0.0%,0.0%,0.0%,100.0%,37.97%,Central Standard Time,94,70,24,78,52,60%,56%,64,73,106,59%,77%,42%,30.51,11.25,4.55,22.63%,18.68%,25.0%,0.1,0,N/A,26.8,90,33,6.5,0.44,TX-19714,26.0566237,-97.4236094
