City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Archie,Missouri,1340,899,Kansas City,2176124,$68125,21.94%,33,$603000,2871,$210,42,61.71%,$1033,33.75%,82,909,7.84%,1.02%,63.1%,Cass County,28.90%,64.40%,3.81%,0.3%,89.4%,2.31%,1.57%,Central Standard Time,89,42,47,69,21,60%,59%,42,64,97,62%,70%,55%,45.57,15.1,5.51,26.38%,25.93%,21.44%,17.3,9,8.0,51.4,73,867,4.4,1.49,MO-01702,38.480919,-94.3510243
Baldwin Park,Missouri,56,700,Kansas City,2176124,$31042,2.22%,50,N/A,N/A,N/A,46,78.89%,$779,58.33%,N/A,N/A,28.3%,47.62%,44.68%,Cass County,28.90%,64.40%,0.0%,0.0%,71.43%,26.79%,21.43%,Central Standard Time,88,40,48,69,21,60%,59%,42,64,95,62%,70%,55%,43.38,15.33,4.97,29.07%,30.99%,23.78%,17.3,9,8.0,51.4,68,915,4.4,0.08,MO-03124,38.7939114,-94.2466599
Belton,Missouri,24618,1728,Kansas City,2176124,$70525,25.71%,37,$270000,1698,$159,34,65.54%,$1235,49.51%,283,3085,9.25%,5.32%,69.84%,Cass County,28.90%,64.40%,1.18%,7.46%,78.45%,7.23%,1.22%,Central Standard Time,88,40,48,69,21,60%,59%,42,64,95,62%,70%,55%,40.45,14.04,4.49,27.23%,30.77%,17.89%,17.3,9,8.0,51.4,58,978,4.4,14.25,MO-04384,38.8192565,-94.5335434
Cleveland,Missouri,954,645,Kansas City,2176124,$83911,21.57%,41,$403000,2227,$181,47,67.22%,$1132,46.26%,0,603,5.77%,0.85%,61.53%,Cass County,28.90%,64.40%,0.0%,0.42%,88.47%,9.75%,0.42%,Central Standard Time,88,40,48,69,21,60%,59%,42,64,95,62%,70%,55%,40.45,14.04,4.49,26.38%,25.93%,21.44%,17.3,9,8.0,51.4,68,978,4.4,1.48,MO-14770,38.6787781,-94.5979914
Creighton,Missouri,271,774,Kansas City,2176124,$58571,13.44%,35,$165000,1122,$147,46,74.45%,$703,62.09%,N/A,N/A,21.03%,6.31%,53.62%,Cass County,28.90%,64.40%,0.74%,0.37%,94.83%,2.21%,0.74%,Central Standard Time,90,42,48,68,20,60%,59%,42,64,99,62%,70%,55%,42.52,13.74,5.35,27.18%,28.68%,19.78%,17.3,9,8.0,51.4,73,789,4.4,0.35,MO-17164,38.4965574,-94.0720892
Drexel,Missouri,1039,381,Kansas City,2176124,$51910,13.93%,33,N/A,N/A,N/A,54,67.91%,$834,50.31%,N/A,N/A,6.06%,3.16%,64.18%,Cass County,28.90%,64.40%,0.0%,0.0%,94.23%,2.79%,0.0%,Central Standard Time,89,41,48,69,19,60%,59%,42,64,97,62%,70%,55%,45.57,15.1,5.51,26.38%,25.93%,21.44%,17.3,9,8.0,51.4,70,867,4.4,2.73,MO-20134,38.5003597,-94.6025166
East Lynne,Missouri,174,527,Kansas City,2176124,$47250,9.65%,35,N/A,N/A,N/A,27,55.98%,$900,52.38%,0,0,5.17%,0.0%,59.59%,Cass County,28.90%,64.40%,0.0%,0.0%,91.95%,0.0%,0.0%,Central Standard Time,88,40,48,69,21,60%,59%,42,64,95,62%,70%,55%,45.06,14.91,5.89,26.38%,25.93%,21.44%,17.3,9,8.0,51.4,72,807,4.4,0.33,MO-20980,38.668209,-94.2306952
Freeman,Missouri,572,665,Kansas City,2176124,$63750,15.47%,38,$286000,2167,$132,50,70.52%,$961,45.35%,N/A,N/A,7.88%,10.63%,70.16%,Cass County,28.90%,64.40%,0.0%,1.05%,94.58%,1.22%,0.35%,Central Standard Time,88,40,48,69,21,60%,59%,42,64,95,62%,70%,55%,45.57,15.1,5.51,26.38%,25.93%,21.44%,17.3,9,8.0,51.4,70,867,4.4,0.86,MO-25894,38.6214966,-94.505826
Garden City,Missouri,1539,623,Kansas City,2176124,$63625,7.97%,36,$198000,1394,$142,38,74.57%,$863,42.17%,N/A,N/A,3.46%,4.15%,68.43%,Cass County,28.90%,64.40%,0.0%,0.0%,88.5%,2.79%,0.0%,Central Standard Time,88,40,48,69,21,60%,59%,42,64,95,62%,70%,55%,45.06,14.91,5.89,26.38%,25.93%,21.44%,17.3,9,8.0,51.4,72,807,4.4,2.47,MO-26434,38.562964,-94.195942
Gunn City,Missouri,82,1025,Kansas City,2176124,$52500,6.78%,36,N/A,N/A,N/A,30,35.78%,$1438,69.84%,N/A,N/A,28.05%,2.86%,55.56%,Cass County,28.90%,64.40%,0.0%,0.0%,73.17%,13.41%,2.44%,Central Standard Time,88,40,48,69,21,60%,59%,42,64,95,62%,70%,55%,45.06,14.91,5.89,27.18%,28.68%,19.78%,17.3,9,8.0,51.4,72,807,4.4,0.08,MO-29764,38.665983,-94.1639939
