City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Arcadia,New York,13822,266,Rochester,1088373,N/A,N/A,N/A,$150000,1705,$88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wayne County,33.90%,58.90%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,80,32,48,59,16,61%,55%,39,58,81,48%,64%,33%,40.61,12.24,9.3,44.16%,43.96%,45.44%,48.3,32,8.3,27.4,81,393,3.3,51.96,NY-02440,43.0870465,-77.0857634
Butler,New York,1891,51,Rochester,1088373,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wayne County,33.90%,58.90%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,80,32,48,59,16,60%,55%,38,58,81,44%,57%,32%,39.41,12.17,8.07,49.21%,41.76%,59.56%,106.3,48,8.3,26.8,87,360,3.3,37.08,NY-11473,43.1743949,-76.7682932
Clyde,New York,2033,924,Rochester,1088373,$53125,16.94%,43,$55000,2895,$19,76,77.28%,$586,52.93%,154,1187,13.48%,12.14%,60.46%,Wayne County,33.90%,58.90%,0.0%,4.28%,90.9%,2.51%,0.79%,Eastern Standard Time,80,32,48,59,16,60%,55%,38,58,81,44%,57%,32%,39.41,12.17,8.07,44.16%,43.96%,45.44%,48.3,32,8.3,26.8,77,360,3.3,2.2,NY-16573,43.083946,-76.8707148
Galen,New York,4176,70,Rochester,1088373,N/A,N/A,N/A,$55000,2200,$25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wayne County,33.90%,58.90%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,80,32,48,59,16,60%,55%,38,58,81,44%,57%,32%,39.41,12.17,8.07,44.16%,43.96%,45.44%,48.3,32,8.3,26.8,82,360,3.3,59.66,NY-28013,43.0704699,-76.8847253
Huron,New York,2257,57,Rochester,1088373,N/A,N/A,N/A,$127000,962,$132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wayne County,33.90%,58.90%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,80,32,48,59,16,61%,55%,39,58,81,48%,64%,33%,39.65,11.6,8.57,46.38%,37.58%,61.11%,128.7,56,8.3,27.4,88,405,3.3,39.6,NY-37165,43.2438037,-76.8928488
Lyons,New York,3492,757,Rochester,1088373,$55583,13.19%,42,$101000,1365,$74,N/A,71.56%,$834,49.12%,N/A,N/A,24.42%,13.8%,65.14%,Wayne County,33.90%,58.90%,0.0%,9.25%,75.23%,9.31%,0.86%,Eastern Standard Time,80,32,48,59,16,61%,55%,39,58,81,48%,64%,33%,40.61,12.24,9.3,44.16%,43.96%,45.44%,48.3,32,8.3,27.4,84,393,3.3,4.61,NY-43962,43.0632987,-76.9911389
Macedon,New York,1858,852,Rochester,1088373,$60000,37.49%,47,N/A,N/A,N/A,34,78.88%,$770,49.03%,56,811,8.67%,1.78%,54.6%,Wayne County,33.90%,58.90%,2.15%,2.05%,88.16%,5.92%,3.34%,Eastern Standard Time,82,36,46,61,17,61%,55%,39,58,83,48%,64%,33%,37.31,12.28,6.64,48.38%,37.91%,61.67%,85.9,57,8.3,27.4,84,426,3.3,2.18,NY-44149,43.0653136,-77.3001295
Marion,New York,1210,397,Rochester,1088373,$43902,19.77%,55,N/A,N/A,N/A,59,74.11%,$441,57.97%,N/A,N/A,16.28%,1.98%,52.06%,Wayne County,33.90%,58.90%,0.0%,0.0%,97.93%,2.07%,1.24%,Eastern Standard Time,80,32,48,59,16,61%,55%,39,58,81,48%,64%,33%,39.64,12.74,8.66,48.38%,37.91%,61.67%,85.9,57,8.3,27.4,86,456,3.3,3.05,NY-45634,43.1408563,-77.1951362
North Rose,New York,628,372,Rochester,1088373,$53250,14.32%,52,$50000,980,$51,N/A,76.51%,N/A,60.96%,N/A,N/A,10.51%,7.69%,53.95%,Wayne County,33.90%,58.90%,0.0%,0.0%,98.09%,0.0%,1.91%,Eastern Standard Time,80,32,48,59,16,61%,55%,39,58,81,48%,64%,33%,39.41,12.17,8.07,44.16%,43.96%,45.44%,48.3,32,8.3,27.4,87,360,3.3,1.69,NY-53462,43.1872207,-76.8864012
Ontario,New York,1932,479,Rochester,1088373,$42438,25.99%,46,$317000,1651,$192,57,67.83%,$781,59.16%,N/A,N/A,2.07%,2.44%,64.4%,Wayne County,33.90%,58.90%,1.45%,2.74%,95.24%,0.21%,1.45%,Eastern Standard Time,82,35,47,62,18,61%,55%,39,58,83,48%,64%,33%,39.99,12.0,8.85,48.38%,37.91%,61.67%,85.9,57,8.3,27.4,86,252,3.3,4.03,NY-55002,43.2180358,-77.2806383
