City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Bethlehem township (Clark Cnty),Indiana,525,29,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,43,45,70,27,56%,55%,45,65,93,55%,65%,46%,52.72,13.51,11.5,37.48%,35.38%,39.33%,13.4,9,7.8,45.1,72,696,3.9,18.1,IN-05122,38.5543718,-85.4574853
Borden,Indiana,1326,954,Louisville,1279554,$60000,16.78%,29,$240000,1429,$168,35,71.55%,$767,41.79%,N/A,N/A,10.0%,4.55%,67.96%,Clark County,36.30%,58.00%,0.0%,0.38%,95.1%,2.71%,1.58%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,72,759,3.9,1.39,IN-06634,38.4698929,-85.9490889
Carr township (Clark Cnty),Indiana,3789,144,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,72,759,3.9,26.31,IN-10432,38.4440942,-85.8403724
Charlestown,Indiana,7859,686,Louisville,1279554,$58987,19.9%,37,$230000,1465,$157,43,71.92%,$773,56.29%,N/A,N/A,14.14%,1.83%,65.57%,Clark County,36.30%,58.00%,0.24%,3.77%,83.89%,5.87%,2.38%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,67,573,3.9,11.45,IN-12124,38.4270271,-85.6677613
Charlestown township,Indiana,7859,686,Louisville,1279554,$58987,19.9%,37,$230000,1465,$157,43,71.92%,$773,56.29%,N/A,N/A,14.14%,1.83%,65.57%,Clark County,36.30%,58.00%,0.24%,3.77%,83.89%,5.87%,2.38%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,67,573,3.9,11.45,IN-12124,38.4270271,-85.6677613
Clarksville,Indiana,22169,2208,Louisville,1279554,$49892,19.44%,40,$189000,1260,$150,50,63.33%,$868,59.24%,545,5839,13.36%,4.79%,64.96%,Clark County,36.30%,58.00%,1.2%,6.36%,78.24%,11.82%,7.71%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.97,13.87,11.76,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,53,444,3.9,10.04,IN-12934,38.3218914,-85.7673593
Henryville,Indiana,1791,633,Louisville,1279554,$67083,11.68%,36,$152000,869,$175,25,85.28%,$688,45.33%,N/A,N/A,11.89%,1.05%,64.51%,Clark County,36.30%,58.00%,0.0%,0.0%,96.65%,2.51%,0.0%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,67,573,3.9,2.83,IN-33142,38.5394508,-85.765388
Jeffersonville,Indiana,49178,1443,Louisville,1279554,$60110,23.26%,38,$234000,1519,$154,41,70.35%,$932,52.21%,238,2809,11.51%,3.28%,64.83%,Clark County,36.30%,58.00%,1.57%,11.67%,74.68%,5.38%,3.92%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.97,13.87,11.76,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,52,444,3.9,34.08,IN-38358,38.3376218,-85.7025889
Jeffersonville township,Indiana,49178,1443,Louisville,1279554,$60110,23.26%,38,$234000,1519,$154,41,70.35%,$932,52.21%,238,2809,11.51%,3.28%,64.83%,Clark County,36.30%,58.00%,1.57%,11.67%,74.68%,5.38%,3.92%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.97,13.87,11.76,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,51,444,3.9,34.08,IN-38358,38.3376218,-85.7025889
Memphis,Indiana,790,304,Louisville,1279554,$81111,29.11%,33,$250000,1359,$184,10,94.69%,$1059,19.77%,N/A,N/A,6.08%,0.0%,90.03%,Clark County,36.30%,58.00%,0.0%,0.0%,100.0%,0.0%,1.77%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,66,573,3.9,2.6,IN-48384,38.4890606,-85.7678532
Monroe township (Clark Cnty),Indiana,5793,8519,Louisville,1279554,N/A,N/A,N/A,$190000,1484,$128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,67,573,3.9,0.68,IN-50274,38.5465383,-85.7747542
New Washington,Indiana,490,94,Louisville,1279554,$67228,10.06%,41,$137000,1079,$127,48,76.36%,N/A,39.07%,N/A,N/A,2.04%,0.0%,68.89%,Clark County,36.30%,58.00%,0.0%,0.0%,95.1%,4.9%,0.0%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,37.48%,35.38%,39.33%,13.4,9,7.8,45.1,72,573,3.9,5.21,IN-53820,38.5656181,-85.5461101
Oregon township (Clark Cnty),Indiana,1985,64,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,37.48%,35.38%,39.33%,13.4,9,7.8,45.1,72,573,3.9,31.02,IN-56898,38.5533884,-85.635656
Owen township (Clark Cnty),Indiana,1109,65,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,43,45,70,27,56%,55%,45,65,93,55%,65%,46%,55.84,14.02,13.64,40.0%,38.57%,41.0%,13.4,9,7.8,45.1,72,573,3.9,17.06,IN-57438,38.4945067,-85.5231989
Sellersburg,Indiana,9686,1320,Louisville,1279554,$59130,24.26%,41,$193000,1399,$138,35,81.38%,$967,44.77%,55,849,4.52%,7.7%,65.51%,Clark County,36.30%,58.00%,0.67%,2.3%,88.21%,4.15%,2.94%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.97,13.87,11.76,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,63,444,3.9,7.34,IN-68670,38.4027627,-85.7705822
Silver Creek,Indiana,12293,735,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.97,13.87,11.76,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,61,444,3.9,16.73,IN-69696,38.3946177,-85.761396
Union township (Clark Cnty),Indiana,3842,1700,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,66,573,3.9,2.26,IN-77174,38.475532,-85.7690632
Utica,Indiana,1036,871,Louisville,1279554,$68393,25.14%,44,$150000,1705,$88,28,94.34%,$1163,50.8%,N/A,N/A,9.34%,5.36%,57.27%,Clark County,36.30%,58.00%,0.0%,18.44%,71.33%,6.18%,3.76%,Eastern Standard Time,88,43,45,70,27,56%,55%,45,65,93,55%,65%,46%,53.82,13.58,12.27,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,61,564,3.9,1.19,IN-78110,38.3380418,-85.6558897
Utica township,Indiana,1036,871,Louisville,1279554,$68393,25.14%,44,$150000,1705,$88,28,94.34%,$1163,50.8%,N/A,N/A,9.34%,5.36%,57.27%,Clark County,36.30%,58.00%,0.0%,18.44%,71.33%,6.18%,3.76%,Eastern Standard Time,88,43,45,70,27,56%,55%,45,65,93,55%,65%,46%,53.82,13.58,12.27,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,61,564,3.9,1.19,IN-78110,38.3380418,-85.6558897
Washington township (Clark Cnty),Indiana,1564,236,Louisville,1279554,N/A,N/A,N/A,$170000,1683,$101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,55.84,14.02,13.64,37.48%,35.38%,39.33%,13.4,9,7.8,45.1,72,573,3.9,6.63,IN-80450,38.5671732,-85.5503828
Wood,Indiana,3001,77,Louisville,1279554,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clark County,36.30%,58.00%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,72,759,3.9,38.97,IN-85166,38.4528406,-85.934802
