City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Aliso Viejo,California,51320,7405,Los Angeles-Long Beach-Anaheim,13202558,$137970,57.08%,39,$885000,1448,$611,25,60.76%,$2774,45.71%,51,828,5.19%,3.72%,74.74%,Orange County,50.90%,42.30%,16.88%,2.15%,55.31%,19.34%,26.0%,Pacific Standard Time,75,64,11,65,51,55%,55%,53,58,75,72%,77%,70%,13.06,0.19,8.26,13.67%,4.62%,21.44%,0.0,0,5.6,4.9,60,645,5.9,6.93,CA-00947,33.5792121,-117.7288984
Anaheim,California,344553,6854,Los Angeles-Long Beach-Anaheim,13202558,$90583,28.75%,36,$816000,1554,$525,47,44.93%,$2082,52.95%,316,2333,12.47%,5.53%,66.85%,Orange County,50.90%,42.30%,18.62%,2.5%,23.2%,52.52%,35.22%,Pacific Standard Time,88,69,19,67,46,55%,55%,51,58,93,72%,77%,70%,9.75,0.07,6.37,10.25%,1.1%,19.89%,0.0,0,5.6,4.9,51,87,5.9,50.27,CA-02000,33.8252088,-117.9317585
Brea,California,47337,3890,Los Angeles-Long Beach-Anaheim,13202558,$124837,50.21%,40,$990000,1945,$509,42,64.06%,$2285,43.94%,163,3283,6.37%,5.23%,65.37%,Orange County,50.90%,42.30%,26.49%,1.78%,36.81%,30.8%,23.93%,Pacific Standard Time,89,70,19,67,48,55%,55%,51,58,95,72%,77%,70%,12.75,0.25,8.22,9.37%,2.42%,17.89%,0.0,0,5.6,4.9,44,216,5.9,12.17,CA-08100,33.9254126,-117.8654794
Buena Park,California,83052,7887,Los Angeles-Long Beach-Anaheim,13202558,$108187,32.08%,37,$825000,1486,$555,54,57.69%,$2112,49.31%,297,2494,8.57%,5.32%,68.62%,Orange County,50.90%,42.30%,32.1%,2.17%,20.51%,42.49%,35.47%,Pacific Standard Time,88,69,19,67,46,55%,55%,51,58,93,72%,77%,70%,9.75,0.07,6.37,10.25%,1.1%,19.89%,0.0,0,5.6,4.9,49,87,5.9,10.53,CA-08786,33.8571952,-118.0045977
Costa Mesa,California,110538,6992,Los Angeles-Long Beach-Anaheim,13202558,$110073,43.6%,37,$1188000,1648,$721,49,41.85%,$2395,56.64%,273,3278,8.94%,4.88%,73.56%,Orange County,50.90%,42.30%,8.8%,1.6%,47.64%,36.36%,22.75%,Pacific Standard Time,82,67,15,67,48,55%,55%,51,58,84,72%,77%,70%,9.2,0.07,5.96,11.23%,1.54%,21.33%,0.0,0,5.6,4.9,45,51,5.9,15.81,CA-16532,33.6667019,-117.9135006
Coto de Caza,California,15363,1970,Los Angeles-Long Beach-Anaheim,13202558,$232470,66.31%,46,$1588000,2836,$560,25,91.39%,$3501,34.3%,N/A,N/A,3.71%,3.51%,64.77%,Orange County,50.90%,42.30%,9.22%,1.6%,69.75%,13.71%,13.6%,Pacific Standard Time,91,69,22,63,48,55%,55%,53,58,99,69%,66%,74%,13.06,0.19,8.26,13.67%,4.62%,21.44%,0.0,0,5.6,4.9,69,645,5.9,7.8,CA-16580,33.5958801,-117.5859702
Cypress,California,49531,7493,Los Angeles-Long Beach-Anaheim,13202558,$124167,49.13%,41,$912000,1701,$536,49,69.26%,$2454,44.75%,105,1214,6.77%,5.12%,64.8%,Orange County,50.90%,42.30%,37.32%,3.38%,31.58%,21.85%,31.17%,Pacific Standard Time,88,69,19,67,46,55%,55%,51,58,93,72%,77%,70%,9.75,0.07,6.37,10.25%,1.1%,19.89%,0.0,0,5.6,4.9,55,87,5.9,6.61,CA-17750,33.8170939,-118.0385731
Dana Point,California,32883,5067,Los Angeles-Long Beach-Anaheim,13202558,$127246,57.09%,48,$1603000,1797,$892,40,61.03%,$2883,43.19%,153,1181,7.61%,3.9%,63.41%,Orange County,50.90%,42.30%,3.31%,1.91%,71.88%,16.47%,13.45%,Pacific Standard Time,75,64,11,65,51,55%,55%,53,58,75,69%,66%,74%,13.06,0.19,8.26,13.67%,4.62%,21.44%,0.0,0,5.6,4.9,68,645,5.9,6.49,CA-17946,33.4730032,-117.6963404
Fountain Valley,California,56358,6214,Los Angeles-Long Beach-Anaheim,13202558,$111797,44.88%,44,$1010000,1744,$579,47,67.72%,$2507,47.96%,94,2082,7.3%,6.35%,60.85%,Orange County,50.90%,42.30%,36.55%,1.17%,38.27%,17.43%,32.04%,Pacific Standard Time,82,67,15,67,48,55%,55%,51,58,84,72%,77%,70%,9.2,0.07,5.96,11.23%,1.54%,21.33%,0.0,0,5.6,4.9,51,51,5.9,9.07,CA-25380,33.7105084,-117.9513719
Fullerton,California,141278,6301,Los Angeles-Long Beach-Anaheim,13202558,$104219,43.63%,36,$848000,1542,$550,51,52.68%,$2124,48.75%,266,2251,12.2%,6.51%,65.49%,Orange County,50.90%,42.30%,24.52%,2.09%,30.32%,39.57%,28.91%,Pacific Standard Time,88,69,19,67,46,55%,55%,51,58,93,72%,77%,70%,9.75,0.07,6.37,10.25%,1.1%,19.89%,0.0,0,5.6,4.9,48,87,5.9,22.42,CA-28000,33.8840668,-117.9278831
Garden Grove,California,170603,9499,Los Angeles-Long Beach-Anaheim,13202558,$90166,24.9%,40,$848000,1536,$552,56,53.99%,$1971,52.02%,292,2261,12.2%,5.75%,63.84%,Orange County,50.90%,42.30%,41.64%,1.28%,16.75%,37.61%,45.25%,Pacific Standard Time,86,69,17,66,49,55%,55%,51,58,89,72%,77%,70%,9.82,0.06,6.28,9.53%,1.43%,19.78%,0.0,0,5.6,4.9,51,123,5.9,17.96,CA-29000,33.7787088,-117.9600911
Huntington Beach,California,196010,7260,Los Angeles-Long Beach-Anaheim,13202558,$119885,47.19%,43,$1150000,1706,$674,46,57.08%,$2424,50.32%,191,2053,7.45%,5.42%,66.11%,Orange County,50.90%,42.30%,12.58%,1.27%,59.24%,19.43%,16.41%,Pacific Standard Time,82,67,15,67,48,55%,55%,51,58,84,72%,77%,70%,9.2,0.07,5.96,11.23%,1.54%,21.33%,0.0,0,5.6,4.9,56,51,5.9,27.0,CA-36000,33.6946816,-118.0024648
Irvine,California,308160,4697,Los Angeles-Long Beach-Anaheim,13202558,$129647,70.58%,34,$1300000,1898,$685,19,47.06%,$2893,49.21%,64,1306,11.68%,5.53%,66.56%,Orange County,50.90%,42.30%,44.11%,2.04%,35.37%,11.34%,39.28%,Pacific Standard Time,91,69,22,63,48,55%,55%,53,58,99,72%,77%,70%,11.06,0.12,7.16,6.6%,0.66%,13.22%,0.0,0,5.6,4.9,55,138,5.9,65.61,CA-36770,33.6772068,-117.7738283
La Habra,California,62233,8232,Los Angeles-Long Beach-Anaheim,13202558,$98158,29.68%,38,$790000,1447,$546,52,56.54%,$2039,49.32%,224,1797,9.68%,7.13%,67.7%,Orange County,50.90%,42.30%,12.18%,2.14%,23.85%,59.93%,25.04%,Pacific Standard Time,88,69,19,67,46,55%,55%,51,58,93,72%,77%,70%,9.75,0.07,6.37,10.25%,1.1%,19.89%,0.0,0,5.6,4.9,46,87,5.9,7.56,CA-39290,33.9281948,-117.9515455
La Palma,California,15375,8638,Los Angeles-Long Beach-Anaheim,13202558,$115833,48.82%,47,$998000,2289,$436,48,66.23%,$2239,42.08%,109,1939,5.31%,3.59%,61.96%,Orange County,50.90%,42.30%,51.86%,2.8%,23.99%,16.9%,37.4%,Pacific Standard Time,88,69,19,67,46,55%,55%,51,58,93,72%,77%,70%,9.75,0.07,6.37,10.25%,1.1%,19.89%,0.0,0,5.6,4.9,53,87,5.9,1.78,CA-40256,33.8503816,-118.0406527
Ladera Ranch,California,23609,4769,Los Angeles-Long Beach-Anaheim,13202558,$184257,65.62%,35,$880000,1636,$538,15,73.36%,$3331,38.52%,N/A,N/A,4.1%,3.26%,71.94%,Orange County,50.90%,42.30%,14.69%,1.04%,64.89%,10.62%,17.59%,Pacific Standard Time,91,69,22,63,48,55%,55%,53,58,99,69%,66%,74%,13.06,0.19,8.26,13.67%,4.62%,21.44%,0.0,0,5.6,4.9,66,645,5.9,4.95,CA-39114,33.5491475,-117.6417405
Laguna Beach,California,22777,2562,Los Angeles-Long Beach-Anaheim,13202558,$140508,67.13%,52,$2743000,1902,$1442,56,67.34%,$2802,44.21%,165,1416,5.77%,5.41%,62.18%,Orange County,50.90%,42.30%,3.75%,0.43%,80.47%,9.15%,10.74%,Pacific Standard Time,75,64,11,65,51,55%,55%,53,58,75,72%,77%,70%,10.99,0.17,6.96,13.67%,4.62%,21.44%,0.0,0,5.6,4.9,65,78,5.9,8.89,CA-39178,33.5425532,-117.7616371
