City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Diggins,Missouri,303,312,Springfield,472164,$75125,7.23%,47,N/A,N/A,N/A,38,78.03%,$591,38.46%,N/A,N/A,8.91%,1.17%,66.8%,Webster County,19.00%,76.70%,0.0%,0.0%,92.74%,3.63%,0.33%,Central Standard Time,89,44,45,65,20,58%,57%,44,64,96,58%,69%,50%,52.33,14.03,8.66,31.15%,33.63%,24.89%,11.2,7,N/A,54.8,68,1464,4.5,0.97,MO-19504,37.1739255,-92.8505189
Fordland,Missouri,923,832,Springfield,472164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,235,1764,N/A,N/A,N/A,Webster County,19.00%,76.70%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,43,45,67,22,58%,57%,44,64,94,58%,69%,50%,52.15,12.74,9.39,31.15%,33.63%,24.89%,11.2,7,7.0,54.8,67,1344,4.5,1.11,MO-25014,37.1522273,-92.9347348
Marshfield,Missouri,7080,1283,Springfield,472164,N/A,N/A,N/A,$190000,1473,$129,N/A,N/A,N/A,N/A,92,3119,N/A,N/A,N/A,Webster County,19.00%,76.70%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,43,45,67,22,58%,57%,44,64,94,58%,69%,50%,47.88,13.59,7.34,31.15%,33.63%,24.89%,11.2,7,N/A,54.8,64,1368,4.5,5.52,MO-46546,37.3473085,-92.9042961
Niangua,Missouri,495,1207,Springfield,472164,$36667,3.93%,30,N/A,N/A,N/A,49,57.04%,$695,54.63%,0,0,40.37%,5.0%,42.81%,Webster County,19.00%,76.70%,0.0%,0.0%,94.34%,3.64%,0.0%,Central Standard Time,88,43,45,67,22,58%,57%,44,64,94,58%,69%,50%,47.88,13.59,7.34,31.15%,33.63%,24.89%,11.2,7,N/A,54.8,69,1368,4.5,0.41,MO-52418,37.3886238,-92.8304424
Rogersville,Missouri,4496,1215,Springfield,472164,$51375,35.85%,31,$280000,1573,$178,23,67.02%,$812,46.98%,102,1388,16.03%,3.04%,75.31%,Webster County,19.00%,76.70%,0.0%,0.0%,93.44%,0.0%,0.31%,Central Standard Time,89,45,44,67,21,58%,57%,44,64,96,58%,69%,50%,52.15,12.74,9.39,33.53%,33.96%,28.89%,11.2,7,7.0,54.8,65,1344,4.5,3.7,MO-62894,37.1147478,-93.0741505
Seymour,Missouri,2081,598,Springfield,472164,$51497,11.56%,32,$189000,1615,$117,42,60.35%,$686,50.54%,N/A,N/A,19.36%,4.64%,61.22%,Webster County,19.00%,76.70%,0.0%,2.74%,91.06%,2.02%,2.93%,Central Standard Time,89,44,45,65,20,58%,57%,44,64,96,58%,69%,50%,52.33,14.03,8.66,28.19%,28.46%,24.56%,11.2,7,N/A,54.8,67,1464,4.5,3.48,MO-66800,37.1473125,-92.7688991
