City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Aztec,New Mexico,6177,362,Farmington,122912,$42699,17.94%,34,N/A,N/A,N/A,42,61.49%,$765,64.65%,N/A,N/A,24.72%,3.01%,57.67%,San Juan County,27.90%,60.60%,0.26%,1.38%,60.16%,18.13%,1.57%,Mountain Standard Time,95,45,50,59,15,40%,34%,27,43,97,76%,78%,73%,11.24,2.83,2.98,15.59%,13.85%,19.11%,8.7,6,N/A,39.2,41,5160,6.1,17.06,NM-05780,36.8225146,-107.9710544
Beclabito,New Mexico,191,25,Farmington,122912,$59063,12.84%,44,N/A,N/A,N/A,26,96.36%,N/A,56.88%,N/A,N/A,4.71%,12.94%,53.13%,San Juan County,27.90%,60.60%,0.0%,0.0%,0.0%,7.85%,0.0%,Mountain Standard Time,95,44,51,68,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.67,5.99,9.33,23.59%,20.99%,32.22%,8.7,6,N/A,N/A,85,4836,6.1,7.53,NM-06425,36.8334678,-109.0038248
Bloomfield,New Mexico,7391,398,Farmington,122912,$51212,14.32%,30,N/A,N/A,N/A,35,75.62%,$831,51.85%,N/A,N/A,24.33%,5.88%,55.56%,San Juan County,27.90%,60.60%,0.78%,0.16%,40.02%,36.57%,3.68%,Mountain Standard Time,95,45,50,59,15,40%,34%,27,43,97,76%,78%,73%,11.24,2.83,2.98,15.59%,13.85%,19.11%,8.7,6,N/A,39.2,49,5160,6.1,18.55,NM-07880,36.7400834,-107.9734446
Cedar Hill,New Mexico,835,89,Farmington,122912,$83611,26.34%,57,N/A,N/A,N/A,25,87.57%,N/A,41.68%,N/A,N/A,9.22%,9.98%,62.86%,San Juan County,27.90%,60.60%,0.0%,0.0%,69.7%,12.93%,0.0%,Mountain Standard Time,95,45,50,59,15,40%,34%,27,43,97,76%,78%,73%,11.92,3.39,2.88,20.41%,24.51%,21.22%,35.0,22,N/A,39.2,54,5484,6.1,9.4,NM-13340,36.9423916,-107.8862402
Farmington,New Mexico,46339,1345,Farmington,122912,$63745,22.81%,37,N/A,N/A,N/A,38,62.01%,$993,54.99%,N/A,N/A,19.69%,5.73%,56.31%,San Juan County,27.90%,60.60%,0.9%,0.77%,42.53%,23.64%,3.11%,Mountain Standard Time,93,42,51,62,18,40%,34%,27,43,94,76%,78%,73%,7.32,1.59,2.0,15.59%,13.85%,19.11%,8.7,6,N/A,39.2,39,5025,6.1,34.46,NM-25800,36.7554743,-108.1823302
Flora Vista,New Mexico,2215,447,Farmington,122912,$43799,9.49%,55,N/A,N/A,N/A,30,84.78%,$1474,35.3%,N/A,N/A,21.9%,0.0%,43.72%,San Juan County,27.90%,60.60%,0.0%,0.18%,69.57%,21.4%,2.62%,Mountain Standard Time,95,45,50,59,15,40%,34%,27,43,97,76%,78%,73%,11.24,2.83,2.98,15.59%,13.85%,19.11%,8.7,6,N/A,39.2,50,5160,6.1,4.95,NM-26360,36.8039622,-108.0876476
Kirtland,New Mexico,575,334,Farmington,122912,$91111,31.63%,35,N/A,N/A,N/A,27,48.95%,$943,40.14%,N/A,N/A,6.43%,3.83%,68.32%,San Juan County,27.90%,60.60%,3.48%,0.0%,34.26%,22.09%,3.48%,Mountain Standard Time,91,41,50,62,19,40%,34%,27,43,91,76%,78%,73%,7.35,1.86,1.73,16.58%,17.91%,18.44%,8.7,6,N/A,39.2,64,5145,6.1,1.72,NM-36230,36.7432692,-108.3582645
La Plata,New Mexico,2185,99,Farmington,122912,$54801,19.23%,45,N/A,N/A,N/A,29,84.79%,$1000,48.61%,N/A,N/A,23.12%,2.61%,43.69%,San Juan County,27.90%,60.60%,0.0%,2.56%,63.94%,20.96%,6.32%,Mountain Standard Time,93,42,51,62,18,40%,34%,27,43,94,N/A,N/A,N/A,7.32,1.59,2.0,15.59%,13.85%,19.11%,8.7,6,N/A,N/A,70,5025,6.1,22.16,NM-39030,36.8953607,-108.2002728
Lake Valley,New Mexico,87,10,Farmington,122912,$80739,64.2%,58,N/A,N/A,N/A,55,33.33%,N/A,85.88%,N/A,N/A,9.2%,15.38%,45.88%,San Juan County,27.90%,60.60%,0.0%,0.0%,55.17%,0.0%,0.0%,Mountain Standard Time,88,38,50,58,18,29%,25%,30,45,85,76%,78%,73%,9.61,2.76,1.98,16.58%,17.91%,18.44%,8.7,6,N/A,39.2,77,5853,6.1,8.35,NM-37910,36.0900572,-108.1641562
Lee Acres,New Mexico,4463,432,Farmington,122912,$50846,16.85%,38,N/A,N/A,N/A,28,73.47%,$1137,51.76%,N/A,N/A,26.84%,10.76%,49.11%,San Juan County,27.90%,60.60%,0.4%,2.69%,47.75%,24.47%,5.78%,Mountain Standard Time,93,42,51,62,18,40%,34%,27,43,94,76%,78%,73%,7.32,1.59,2.0,15.59%,13.85%,19.11%,8.7,6,N/A,39.2,56,5025,6.1,10.32,NM-40525,36.7030983,-108.0647402
Nageezi,New Mexico,279,20,Farmington,122912,$10921,1.9%,50,N/A,N/A,N/A,40,68.42%,$692,82.57%,N/A,N/A,57.35%,2.86%,48.17%,San Juan County,27.90%,60.60%,0.0%,0.0%,2.15%,0.0%,0.0%,Mountain Standard Time,88,38,50,58,18,29%,25%,30,45,85,76%,78%,73%,9.88,3.68,1.77,15.34%,21.54%,15.0%,8.7,6,N/A,39.2,77,6216,6.1,14.1,NM-50790,36.2488081,-107.7471169
Napi Headquarters,New Mexico,691,155,Farmington,122912,$28194,5.39%,27,N/A,N/A,N/A,27,32.5%,$438,77.9%,N/A,N/A,46.02%,3.59%,56.77%,San Juan County,27.90%,60.60%,0.0%,0.0%,0.0%,0.0%,0.0%,Mountain Standard Time,91,41,50,62,19,29%,25%,30,45,89,76%,78%,73%,7.35,1.86,1.73,16.58%,17.91%,18.44%,8.7,6,N/A,39.2,77,5145,6.1,4.45,NM-51035,36.6504878,-108.2145065
Naschitti,New Mexico,401,160,Farmington,122912,$30833,9.62%,26,N/A,N/A,N/A,42,91.58%,$538,65.2%,N/A,N/A,40.65%,28.57%,38.89%,San Juan County,27.90%,60.60%,0.0%,0.0%,0.75%,4.99%,0.0%,Mountain Standard Time,88,46,42,55,15,29%,25%,30,45,85,76%,78%,73%,21.64,5.23,7.59,21.18%,20.99%,27.22%,21.5,12,N/A,39.2,95,8274,6.1,2.51,NM-51280,36.0625238,-108.6800098
Navajo Dam,New Mexico,240,20,Farmington,122912,N/A,16.98%,59,N/A,N/A,N/A,25,64.55%,N/A,9.35%,N/A,N/A,34.17%,25.71%,65.42%,San Juan County,27.90%,60.60%,0.0%,0.0%,47.92%,43.33%,9.17%,Mountain Standard Time,87,38,49,53,10,40%,34%,27,43,86,76%,78%,73%,13.1,2.92,3.41,21.04%,24.84%,22.0%,35.0,22,N/A,39.2,47,5277,6.1,12.07,NM-51490,36.8222781,-107.6388258
Nenahnezad,New Mexico,451,128,Farmington,122912,$37212,2.39%,40,N/A,N/A,N/A,38,86.38%,N/A,76.92%,N/A,N/A,34.59%,9.38%,49.74%,San Juan County,27.90%,60.60%,0.0%,0.0%,1.55%,1.55%,0.0%,Mountain Standard Time,91,41,50,62,19,40%,34%,27,43,91,N/A,N/A,N/A,7.35,1.86,1.73,16.58%,17.91%,18.44%,8.7,6,N/A,N/A,75,5145,6.1,3.51,NM-51715,36.7353732,-108.4252068
Newcomb,New Mexico,369,38,Farmington,122912,$28333,15.21%,45,N/A,N/A,N/A,33,66.54%,$617,68.55%,N/A,N/A,27.1%,2.7%,44.58%,San Juan County,27.90%,60.60%,2.17%,0.0%,5.69%,3.52%,1.9%,Mountain Standard Time,91,41,50,62,19,29%,25%,30,45,89,76%,78%,73%,21.64,5.23,7.59,21.18%,20.99%,27.22%,8.7,6,N/A,39.2,94,8274,6.1,9.68,NM-51770,36.2851836,-108.7116058
North Light Plant,New Mexico,573,265,Farmington,122912,N/A,0.0%,27,N/A,N/A,N/A,29,83.02%,$1110,32.32%,N/A,N/A,59.34%,2.44%,45.3%,San Juan County,27.90%,60.60%,0.0%,0.0%,17.45%,48.34%,0.0%,Mountain Standard Time,95,45,50,59,15,40%,34%,27,43,97,76%,78%,73%,11.24,2.83,2.98,15.59%,13.85%,19.11%,8.7,6,N/A,39.2,51,5160,6.1,2.16,NM-52560,36.8669821,-108.0331457
Ojo Amarillo,New Mexico,380,193,Farmington,122912,$21488,0.0%,33,N/A,N/A,N/A,35,40.08%,$789,74.39%,N/A,N/A,65.53%,21.24%,40.5%,San Juan County,27.90%,60.60%,0.0%,0.0%,0.0%,5.26%,0.0%,Mountain Standard Time,91,41,50,62,19,29%,25%,30,45,89,76%,78%,73%,7.35,1.86,1.73,16.58%,17.91%,18.44%,8.7,6,N/A,39.2,75,5145,6.1,1.97,NM-53485,36.6941381,-108.3703602
Sanostee,New Mexico,259,57,Farmington,122912,$52917,3.47%,46,N/A,N/A,N/A,37,93.22%,N/A,68.42%,N/A,N/A,24.71%,3.7%,36.0%,San Juan County,27.90%,60.60%,0.0%,0.0%,0.0%,0.0%,0.0%,Mountain Standard Time,95,44,51,68,23,28%,23%,29,42,93,N/A,N/A,N/A,25.67,5.99,9.33,23.59%,20.99%,32.22%,8.7,6,N/A,36.7,94,8412,6.1,4.54,NM-69620,36.4329025,-108.8729622
Sheep Springs,New Mexico,369,72,Farmington,122912,$28750,6.22%,29,N/A,N/A,N/A,36,71.54%,$825,72.26%,N/A,N/A,34.97%,17.56%,49.43%,San Juan County,27.90%,60.60%,0.0%,0.0%,0.0%,2.17%,0.0%,Mountain Standard Time,88,46,42,55,15,29%,25%,30,45,85,76%,78%,73%,21.64,5.23,7.59,21.18%,20.99%,27.22%,8.7,6,N/A,39.2,94,8274,6.1,5.13,NM-72600,36.1592137,-108.6905216
Shiprock,New Mexico,8339,617,Farmington,122912,$41563,11.96%,34,N/A,N/A,N/A,32,61.01%,$693,64.76%,N/A,N/A,29.01%,13.51%,54.35%,San Juan County,27.90%,60.60%,1.14%,0.0%,1.14%,3.27%,1.16%,Mountain Standard Time,91,41,50,62,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.35,1.86,1.73,16.58%,17.91%,18.44%,8.7,6,N/A,N/A,75,5145,6.1,13.51,NM-72770,36.7923905,-108.7004681
Spencerville,New Mexico,1100,209,Farmington,122912,$60708,15.73%,54,N/A,N/A,N/A,37,85.43%,$1169,43.55%,N/A,N/A,13.45%,5.21%,45.69%,San Juan County,27.90%,60.60%,0.0%,0.0%,74.09%,24.55%,2.09%,Mountain Standard Time,95,45,50,59,15,40%,34%,27,43,97,76%,78%,73%,11.24,2.83,2.98,15.59%,13.85%,19.11%,8.7,6,N/A,39.2,50,5160,6.1,5.26,NM-74660,36.8243529,-108.0562586
Upper Fruitland,New Mexico,1496,196,Farmington,122912,$40446,9.63%,46,N/A,N/A,N/A,36,92.25%,N/A,53.65%,N/A,N/A,31.08%,11.95%,36.3%,San Juan County,27.90%,60.60%,0.0%,0.0%,0.6%,6.02%,3.34%,Mountain Standard Time,91,41,50,62,19,40%,34%,27,43,91,76%,78%,73%,7.35,1.86,1.73,16.58%,17.91%,18.44%,8.7,6,N/A,39.2,75,5145,6.1,7.65,NM-81177,36.720376,-108.3236192
Waterflow,New Mexico,1215,150,Farmington,122912,$60278,10.86%,39,N/A,N/A,N/A,34,58.25%,$1602,62.76%,N/A,N/A,11.28%,8.2%,62.62%,San Juan County,27.90%,60.60%,3.37%,0.0%,41.07%,20.49%,3.37%,Mountain Standard Time,91,41,50,62,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.35,1.86,1.73,16.58%,17.91%,18.44%,8.7,6,N/A,N/A,72,5145,6.1,8.11,NM-83760,36.7567987,-108.4673671
West Hammond,New Mexico,2519,277,Farmington,122912,$49795,12.23%,35,N/A,N/A,N/A,29,88.5%,$1221,46.44%,N/A,N/A,8.85%,9.08%,47.58%,San Juan County,27.90%,60.60%,0.44%,0.0%,48.0%,44.3%,6.39%,Mountain Standard Time,95,45,50,59,15,40%,34%,27,43,97,76%,78%,73%,11.24,2.83,2.98,15.59%,13.85%,19.11%,8.7,6,N/A,39.2,66,5160,6.1,9.11,NM-84200,36.6807064,-108.04333
Young Place,New Mexico,209,122,Farmington,122912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,San Juan County,27.90%,60.60%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,87,38,49,53,10,40%,34%,27,43,86,76%,78%,73%,12.88,3.89,2.88,21.04%,24.84%,22.0%,35.0,22,N/A,39.2,45,5988,6.1,1.71,NM-86175,36.9944492,-107.5181068
