City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Bandera,Texas,671,589,San Antonio-New Braunfels,1944683,$37857,15.44%,45,$335000,1408,$238,61,65.03%,$900,56.49%,N/A,N/A,14.4%,4.01%,58.85%,Bandera County,16.90%,79.90%,0.0%,0.45%,73.32%,24.44%,1.79%,Central Standard Time,97,62,35,32.64,0.3,8.3,75,1344,6,1.14,TX-05528,29.7255035,-99.0741996,57%,69%,51%,55%,53%,36.3,55,69,70,34,7.46,5.71,37.4%,25.6%,42.33%,0,110
Lake Medina Shores,Texas,1185,383,San Antonio-New Braunfels,1944683,$50625,2.9%,55,$175000,1483,$118,26,82.87%,N/A,72.33%,N/A,N/A,23.63%,8.84%,40.95%,Bandera County,16.90%,79.90%,0.0%,2.03%,57.47%,33.5%,0.0%,Central Standard Time,95,62,33,32.64,0.3,8.3,76,1344,6,3.09,TX-40674,29.6383583,-98.9868847,57%,69%,51%,55%,53%,36.3,55,69,71,36,7.46,5.71,12.33%,11.98%,11.22%,0,105
Lakehills,Texas,5116,169,San Antonio-New Braunfels,1944683,$64124,25.95%,57,$672000,2498,$269,32,85.69%,$1246,49.38%,N/A,N/A,11.08%,8.16%,56.07%,Bandera County,16.90%,79.90%,0.98%,0.0%,76.86%,19.25%,5.63%,Central Standard Time,95,62,33,32.96,0.3,8.3,75,1044,6,30.31,TX-40576,29.6236653,-98.9448106,57%,69%,51%,55%,53%,36.3,55,69,71,36,8.32,4.95,12.33%,11.98%,11.22%,0,105
