City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Alvarado,Texas,4660,1123,Dallas-Fort Worth-Arlington,7543340,$60264,14.46%,29,$280000,1647,$170,36,53.51%,$871,45.57%,380,1589,9.82%,1.25%,58.85%,Johnson County,19.10%,77.00%,0.0%,13.33%,57.42%,27.4%,5.52%,Central Standard Time,96,57,39,73,33,54%,50%,51,67,106,61%,71%,56%,39.45,7.94,7.23,18.74%,15.49%,18.56%,2.3,0,6.5,45.7,56,645,5.4,4.15,TX-02260,32.4067933,-97.2149429
Briaroaks,Texas,771,721,Dallas-Fort Worth-Arlington,7543340,$76354,29.47%,55,N/A,N/A,N/A,43,98.47%,N/A,39.27%,N/A,N/A,1.04%,2.51%,50.96%,Johnson County,19.10%,77.00%,0.0%,0.78%,88.46%,7.39%,2.08%,Central Standard Time,96,57,39,73,33,54%,50%,51,67,106,61%,71%,56%,36.69,7.11,6.85,18.74%,15.49%,18.56%,2.3,0,N/A,45.7,30,696,5.4,1.07,TX-10216,32.4957799,-97.3033156
Burleson,Texas,47230,1671,Dallas-Fort Worth-Arlington,7543340,$84373,28.39%,35,$377000,2130,$177,20,67.47%,$1446,43.34%,231,1489,6.52%,3.66%,69.97%,Johnson County,19.10%,77.00%,1.77%,5.5%,72.34%,16.01%,3.2%,Central Standard Time,96,57,39,73,33,54%,50%,51,67,106,61%,71%,56%,36.69,7.11,6.85,18.74%,15.49%,18.56%,2.3,0,N/A,45.7,38,696,5.4,28.26,TX-11428,32.5169717,-97.3344548
Cleburne,Texas,30984,868,Dallas-Fort Worth-Arlington,7543340,$55159,16.44%,36,$270000,1636,$165,41,64.23%,$1068,46.77%,327,1905,13.64%,2.83%,59.09%,Johnson County,19.10%,77.00%,1.03%,5.77%,59.96%,31.36%,4.38%,Central Standard Time,96,58,38,73,33,54%,50%,51,67,106,61%,71%,56%,38.54,8.21,6.94,18.74%,15.49%,18.56%,2.3,0,6.5,45.7,53,717,5.4,35.7,TX-15364,32.3569214,-97.4151556
Coyote Flats,Texas,361,108,Dallas-Fort Worth-Arlington,7543340,$53393,13.31%,58,$440000,1826,$241,27,89.02%,$1125,35.37%,N/A,N/A,9.14%,1.85%,50.15%,Johnson County,19.10%,77.00%,0.0%,0.0%,92.52%,6.93%,1.11%,Central Standard Time,96,58,38,73,33,54%,50%,51,67,106,61%,71%,56%,39.71,8.81,7.12,18.74%,15.49%,18.56%,2.3,0,6.5,45.7,58,75,5.4,3.33,TX-17429,32.3528116,-97.2944087
Cross Timber,Texas,577,409,Dallas-Fort Worth-Arlington,7543340,$46250,16.93%,34,N/A,N/A,N/A,22,93.06%,$978,42.36%,N/A,N/A,39.34%,0.91%,64.45%,Johnson County,19.10%,77.00%,1.21%,0.0%,51.65%,47.14%,1.73%,Central Standard Time,96,57,39,73,33,54%,50%,51,67,106,61%,71%,56%,36.69,7.11,6.85,18.74%,15.49%,18.56%,2.3,0,N/A,45.7,47,696,5.4,1.41,TX-17917,32.4832396,-97.3259277
Godley,Texas,1680,771,Dallas-Fort Worth-Arlington,7543340,$71250,10.08%,35,$470000,2398,$196,33,65.19%,$1037,37.31%,N/A,N/A,16.17%,3.26%,65.04%,Johnson County,19.10%,77.00%,0.0%,1.25%,71.19%,26.43%,3.51%,Central Standard Time,96,57,39,73,33,54%,50%,51,67,106,61%,71%,56%,36.59,7.67,6.16,20.49%,18.02%,18.78%,2.3,0,6.5,45.7,56,951,5.4,2.18,TX-29972,32.4549833,-97.5302389
Grandview,Texas,1975,1091,Dallas-Fort Worth-Arlington,7543340,$63906,12.61%,33,$253000,1360,$186,35,70.38%,$938,46.16%,N/A,N/A,7.23%,2.12%,64.2%,Johnson County,19.10%,77.00%,0.2%,0.3%,75.04%,22.68%,0.25%,Central Standard Time,96,58,38,73,33,54%,50%,51,67,106,61%,71%,56%,41.08,9.07,7.72,22.88%,16.7%,26.22%,2.3,0,6.5,45.7,61,501,5.4,1.81,TX-30512,32.2684954,-97.1774965
Joshua,Texas,7722,844,Dallas-Fort Worth-Arlington,7543340,$62203,24.33%,32,$378000,2077,$182,29,68.89%,$1100,47.67%,73,665,7.83%,1.86%,66.61%,Johnson County,19.10%,77.00%,0.1%,0.0%,92.66%,5.96%,0.47%,Central Standard Time,96,57,39,73,33,54%,50%,51,67,106,61%,71%,56%,39.71,8.81,7.12,18.74%,15.49%,18.56%,2.3,0,N/A,45.7,52,75,5.4,9.15,TX-38080,32.4579716,-97.3848661
Keene,Texas,6254,1261,Dallas-Fort Worth-Arlington,7543340,$46497,26.66%,30,$269000,1387,$194,36,45.75%,$864,46.71%,151,698,11.39%,4.83%,61.53%,Johnson County,19.10%,77.00%,2.89%,2.33%,61.03%,30.84%,9.35%,Central Standard Time,96,58,38,73,33,54%,50%,51,67,106,61%,71%,56%,39.71,8.81,7.12,18.74%,15.49%,18.56%,2.3,0,6.5,45.7,56,75,5.4,4.96,TX-38548,32.3955434,-97.3224575
Rio Vista,Texas,1231,1172,Dallas-Fort Worth-Arlington,7543340,$60096,13.17%,31,N/A,N/A,N/A,28,71.11%,$998,44.61%,N/A,N/A,4.64%,2.76%,72.42%,Johnson County,19.10%,77.00%,0.0%,0.0%,95.78%,1.71%,0.0%,Central Standard Time,96,58,38,73,33,56%,50%,51,67,105,61%,71%,56%,38.54,8.21,6.94,22.88%,16.7%,26.22%,2.3,0,6.5,45.7,61,717,5.4,1.05,TX-62240,32.235226,-97.3746534
Venus,Texas,4140,1335,Dallas-Fort Worth-Arlington,7543340,$91058,11.03%,33,$330000,1784,$185,15,90.05%,$1053,52.9%,150,501,4.91%,3.16%,50.83%,Johnson County,19.10%,77.00%,0.53%,13.89%,49.61%,32.8%,4.08%,Central Standard Time,96,57,39,73,33,54%,50%,51,67,106,61%,71%,56%,39.92,7.83,7.84,28.82%,26.92%,27.78%,2.3,0,N/A,45.7,52,762,5.4,3.1,TX-75236,32.4319159,-97.1019714
