City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Coitsville,Ohio,1433,112,Youngstown-Warren-Boardman,635886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mahoning County,49.50%,46.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,37,50,45.11,75.1,8.5,76,756,3.6,12.79,OH-16476,41.0972323,-80.5442239,42%,52%,29%,61%,56%,33.0,39,58,61,20,13.97,9.62,47.89%,40.11%,61.89%,52,92
Craig Beach,Ohio,1645,2109,Youngstown-Warren-Boardman,635886,$55000,14.03%,40,$163000,906,$180,59,72.22%,$798,45.2%,N/A,N/A,15.5%,5.77%,65.36%,Mahoning County,49.50%,46.20%,0.0%,0.0%,93.43%,0.43%,0.67%,Eastern Standard Time,83,35,48,43.04,49.5,8.5,75,951,3.6,0.78,OH-19106,41.1159898,-80.9827196,47%,64%,31%,61%,56%,33.0,39,58,59,17,12.72,8.8,38.3%,37.14%,42.44%,23,85
Damascus,Ohio,286,358,Salem,106342,$48438,24.04%,50,N/A,N/A,N/A,54,69.23%,N/A,68.03%,N/A,N/A,8.39%,12.27%,66.8%,Mahoning County,49.50%,46.20%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,83,35,48,43.8,49.5,8.5,76,1134,3.6,0.8,OH-20030,40.9042324,-80.9523461,47%,64%,31%,61%,56%,33.0,39,58,59,17,13.04,8.92,49.4%,43.3%,59.78%,23,85
Ellsworth,Ohio,2302,91,Youngstown-Warren-Boardman,635886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mahoning County,49.50%,46.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,35,48,45.53,75.1,8.5,74,999,3.6,25.3,OH-25088,41.0249773,-80.857653,47%,64%,31%,61%,56%,33.0,39,58,59,17,12.41,9.24,38.3%,37.14%,42.44%,52,85
Fairfield township (Mahoning Cnty),Ohio,764,37,Youngstown-Warren-Boardman,635886,N/A,N/A,N/A,$245000,1828,$134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mahoning County,49.50%,46.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,37,50,43.8,75.1,8.5,74,1134,3.6,20.83,OH-25998,40.9046302,-80.693825,42%,52%,29%,61%,56%,33.0,39,58,61,20,13.04,8.92,38.3%,37.14%,42.44%,52,92
Goshen township (Mahoning Cnty),Ohio,3144,1699,Youngstown-Warren-Boardman,635886,N/A,N/A,N/A,$178000,1935,$92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mahoning County,49.50%,46.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,35,48,43.8,49.5,8.5,75,1134,3.6,1.85,OH-31038,40.9481262,-80.920253,47%,64%,31%,61%,56%,33.0,39,58,59,17,13.04,8.92,38.3%,37.14%,42.44%,23,85
Green township (Mahoning Cnty),Ohio,3440,107,Youngstown-Warren-Boardman,635886,N/A,N/A,N/A,$237000,1549,$153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mahoning County,49.50%,46.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,35,48,43.8,75.1,8.5,76,1134,3.6,32.03,OH-31794,40.9481144,-80.7960378,42%,52%,29%,61%,56%,33.0,39,58,59,17,13.04,8.92,38.3%,37.14%,42.44%,52,85
Jackson township (Mahoning Cnty),Ohio,2133,236,Youngstown-Warren-Boardman,635886,N/A,N/A,N/A,$100000,1087,$92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mahoning County,49.50%,46.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,35,48,45.53,75.1,8.5,73,999,3.6,9.05,OH-37884,41.0980981,-80.8581489,47%,64%,31%,61%,56%,33.0,39,58,59,17,12.41,9.24,38.3%,37.14%,42.44%,52,85
Lowellville,Ohio,1113,818,Youngstown-Warren-Boardman,635886,$45948,16.0%,49,$100000,952,$105,77,75.74%,$500,58.81%,N/A,N/A,12.44%,4.08%,56.8%,Mahoning County,49.50%,46.20%,0.0%,0.45%,95.51%,3.23%,0.81%,Eastern Standard Time,87,37,50,45.11,75.1,8.5,70,756,3.6,1.36,OH-45178,41.0390247,-80.546312,42%,52%,29%,61%,56%,33.0,39,58,61,20,13.97,9.62,47.89%,40.11%,61.89%,52,92
Maple Ridge,Ohio,606,329,Youngstown-Warren-Boardman,635886,$45000,4.1%,42,N/A,N/A,N/A,71,61.06%,$728,40.39%,N/A,N/A,3.47%,3.52%,70.89%,Mahoning County,49.50%,46.20%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,85,34,51,45.93,49.5,8.5,75,1086,3.6,1.84,OH-47362,40.9142862,-81.0468127,47%,64%,31%,61%,56%,33.0,39,58,61,17,12.91,9.91,49.4%,43.3%,59.78%,23,88
Milton township (Mahoning Cnty),Ohio,3628,163,Youngstown-Warren-Boardman,635886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mahoning County,49.50%,46.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,35,48,43.04,49.5,8.5,75,951,3.6,22.26,OH-50638,41.0981886,-80.9541384,47%,64%,31%,61%,56%,33.0,39,58,59,17,12.72,8.8,38.3%,37.14%,42.44%,23,85
New Middletown,Ohio,1389,1597,Youngstown-Warren-Boardman,635886,$44076,16.67%,52,$80000,1311,$61,55,85.03%,$633,47.46%,N/A,N/A,9.52%,4.58%,54.95%,Mahoning County,49.50%,46.20%,0.0%,0.0%,96.18%,0.0%,0.22%,Eastern Standard Time,87,37,50,45.11,75.1,8.5,75,756,3.6,0.87,OH-55118,40.9647502,-80.5597231,42%,52%,29%,61%,56%,33.0,39,58,61,20,13.97,9.62,39.29%,37.69%,42.0%,52,92
Poland,Ohio,2425,1488,Youngstown-Warren-Boardman,635886,$69145,43.43%,44,$106000,1359,$78,66,87.38%,$1127,42.52%,N/A,N/A,4.72%,2.51%,65.98%,Mahoning County,49.50%,46.20%,0.33%,0.54%,95.26%,2.93%,2.56%,Eastern Standard Time,87,37,50,45.53,75.1,8.5,59,999,3.6,1.63,OH-63954,41.0219811,-80.6156725,42%,52%,29%,61%,56%,33.0,39,58,61,20,12.41,9.24,38.3%,37.14%,42.44%,52,92
Poland township,Ohio,2425,1488,Youngstown-Warren-Boardman,635886,$69145,43.43%,44,$106000,1359,$78,66,87.38%,$1127,42.52%,N/A,N/A,4.72%,2.51%,65.98%,Mahoning County,49.50%,46.20%,0.33%,0.54%,95.26%,2.93%,2.56%,Eastern Standard Time,87,37,50,45.53,75.1,8.5,68,999,3.6,1.63,OH-63954,41.0219811,-80.6156725,42%,52%,29%,61%,56%,33.0,39,58,61,20,12.41,9.24,38.3%,37.14%,42.44%,52,92
Youngstown,Ohio,64152,1891,Youngstown-Warren-Boardman,635886,$30129,14.59%,40,$119000,1417,$84,69,54.47%,$638,71.96%,N/A,N/A,34.86%,13.65%,52.37%,Mahoning County,49.50%,46.20%,0.68%,41.09%,42.76%,10.89%,2.5%,Eastern Standard Time,84,35,49,45.53,75.1,8.5,54,999,3.6,33.93,OH-88000,41.0993071,-80.646342,42%,52%,29%,61%,56%,33.0,39,58,61,20,12.41,9.24,47.89%,40.11%,61.89%,52,86
