City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Delaware township (Jefferson Cnty),Kansas,1835,21,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,30.20%,62.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,91,40,51,68,18,58%,58%,43,65,101,59%,68%,54%,37.3,13.02,3.89,26.63%,30.0%,18.89%,19.6,12,8.0,55.1,77,960,4.1,87.38,KS-17425,39.3597186,-95.4853859
Fairview township (Jefferson Cnty),Kansas,1469,4321,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,30.20%,62.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,39,49,68,18,58%,58%,43,65,94,59%,68%,54%,38.44,14.27,4.0,26.63%,30.0%,18.89%,19.6,12,8.0,55.1,73,876,4.1,0.34,KS-22525,39.1796795,-95.4314246
Grantville,Kansas,206,338,Topeka,233423,$71417,27.87%,36,$325000,2708,$120,68,62.14%,N/A,46.15%,N/A,N/A,4.85%,14.14%,54.4%,Jefferson County,30.20%,62.50%,0.0%,0.0%,96.12%,0.0%,0.0%,Central Standard Time,91,42,49,70,20,58%,58%,43,65,101,59%,68%,54%,41.98,17.59,4.09,26.79%,30.55%,19.67%,17.8,10,8.0,55.1,73,837,4.1,0.61,KS-28200,39.0805937,-95.5611689
Jefferson township (Jefferson Cnty),Kansas,1182,20,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,30.20%,62.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,91,40,51,68,18,58%,58%,43,65,101,59%,68%,54%,38.49,14.52,3.59,26.63%,30.0%,18.89%,19.6,12,8.0,55.1,77,819,4.1,59.1,KS-35250,39.3330445,-95.2624358
Kaw township (Jefferson Cnty),Kansas,1264,39,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,30.20%,62.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,91,42,49,70,20,58%,58%,43,65,101,59%,68%,54%,41.98,17.59,4.09,26.79%,30.55%,19.67%,17.8,10,8.0,55.1,73,837,4.1,32.41,KS-36125,39.1012207,-95.5401714
Kentucky,Kansas,1651,45,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,30.20%,62.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,39,49,68,18,58%,58%,43,65,94,59%,68%,54%,38.44,14.27,4.0,26.79%,30.55%,19.67%,17.8,10,8.0,55.1,73,876,4.1,36.69,KS-36575,39.1010194,-95.4157622
McLouth,Kansas,1106,1907,Topeka,233423,$50776,19.19%,32,N/A,N/A,N/A,49,65.82%,$806,44.76%,119,357,14.69%,5.43%,63.89%,Jefferson County,30.20%,62.50%,0.0%,0.18%,89.69%,7.05%,2.98%,Central Standard Time,88,39,49,68,18,58%,58%,43,65,94,59%,68%,54%,38.49,14.52,3.59,28.41%,33.96%,18.44%,12.9,6,8.0,55.1,73,819,4.1,0.58,KS-43900,39.1960932,-95.2083694
Meriden,Kansas,781,1028,Topeka,233423,$61168,15.76%,33,N/A,N/A,N/A,43,74.39%,$763,60.87%,N/A,N/A,8.58%,7.77%,72.42%,Jefferson County,30.20%,62.50%,0.0%,0.0%,91.29%,1.41%,0.77%,Central Standard Time,91,42,49,70,20,58%,58%,43,65,101,59%,68%,54%,41.98,17.59,4.09,26.79%,30.55%,19.67%,17.8,10,8.0,55.1,73,837,4.1,0.76,KS-45950,39.1896544,-95.5679533
Norton township,Kansas,967,506,Topeka,233423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,217,1525,N/A,N/A,N/A,Jefferson County,30.20%,62.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,91,40,51,68,18,58%,58%,43,65,101,59%,68%,54%,38.49,14.52,3.59,26.63%,30.0%,18.89%,19.6,12,8.0,55.1,77,819,4.1,1.91,KS-51475,39.3920537,-95.3096345
Nortonville,Kansas,714,1660,Topeka,233423,$54881,18.64%,37,$75000,1531,$49,61,75.73%,$695,44.49%,N/A,N/A,5.59%,4.4%,62.48%,Jefferson County,30.20%,62.50%,0.0%,0.0%,94.96%,0.0%,0.0%,Central Standard Time,91,40,51,68,18,58%,58%,43,65,101,59%,68%,54%,37.3,13.02,3.89,26.63%,30.0%,18.89%,19.6,12,8.0,55.1,77,960,4.1,0.43,KS-51525,39.4157609,-95.3303545
Oskaloosa,Kansas,1229,1241,Topeka,233423,$54783,24.94%,41,$210000,1489,$141,50,80.75%,$718,50.55%,N/A,N/A,9.11%,9.38%,69.03%,Jefferson County,30.20%,62.50%,0.0%,0.08%,93.17%,3.66%,1.14%,Central Standard Time,88,39,49,68,18,58%,58%,43,65,94,59%,68%,54%,38.44,14.27,4.0,26.63%,30.0%,18.89%,19.6,12,8.0,55.1,73,876,4.1,0.99,KS-53375,39.2158505,-95.3144596
Oskaloosa township,Kansas,1229,1241,Topeka,233423,$54783,24.94%,41,$210000,1489,$141,50,80.75%,$718,50.55%,N/A,N/A,9.11%,9.38%,69.03%,Jefferson County,30.20%,62.50%,0.0%,0.08%,93.17%,3.66%,1.14%,Central Standard Time,88,39,49,68,18,58%,58%,43,65,94,59%,68%,54%,38.44,14.27,4.0,26.63%,30.0%,18.89%,19.6,12,8.0,55.1,73,876,4.1,0.99,KS-53375,39.2158505,-95.3144596
Ozawkie,Kansas,673,2243,Topeka,233423,$83295,32.56%,45,$215000,1378,$156,45,90.34%,N/A,29.38%,0,0,0.59%,3.89%,61.51%,Jefferson County,30.20%,62.50%,0.3%,1.34%,90.94%,6.39%,1.34%,Central Standard Time,91,40,51,68,18,58%,58%,43,65,101,59%,68%,54%,37.3,13.02,3.89,26.63%,30.0%,18.89%,19.6,12,8.0,55.1,73,960,4.1,0.3,KS-53925,39.2353331,-95.4658368
Ozawkie township,Kansas,673,2243,Topeka,233423,$83295,32.56%,45,$215000,1378,$156,45,90.34%,N/A,29.38%,0,0,0.59%,3.89%,61.51%,Jefferson County,30.20%,62.50%,0.3%,1.34%,90.94%,6.39%,1.34%,Central Standard Time,91,40,51,68,18,58%,58%,43,65,101,59%,68%,54%,37.3,13.02,3.89,26.63%,30.0%,18.89%,19.6,12,8.0,55.1,73,960,4.1,0.3,KS-53925,39.2353331,-95.4658368
Perry,Kansas,1277,1703,Topeka,233423,$59583,14.34%,38,N/A,N/A,N/A,44,75.72%,$756,43.33%,0,110,12.76%,2.69%,64.65%,Jefferson County,30.20%,62.50%,0.0%,1.72%,91.39%,3.84%,2.58%,Central Standard Time,88,39,49,68,18,58%,58%,43,65,94,59%,68%,54%,37.46,13.46,4.04,28.41%,33.96%,18.44%,17.8,10,8.0,55.1,73,804,4.1,0.75,KS-55450,39.0731898,-95.3866203
