City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Carrboro,North Carolina,21254,3280,Durham-Chapel Hill,981475,$67469,69.68%,33,$435000,1617,$269,34,47.9%,$1152,54.14%,N/A,N/A,14.09%,3.6%,71.81%,Orange County,72.80%,22.50%,7.28%,16.11%,65.79%,6.62%,13.22%,Eastern Standard Time,90,51,39,49.41,4.5,6.5,53,456,4.5,6.48,NC-10620,35.9259735,-79.0877759,59%,61%,55%,53%,56%,42.5,47,66,69,29,13.79,10.99,32.79%,33.85%,35.0%,2,98
Chapel Hill,North Carolina,61912,2869,Durham-Chapel Hill,981475,$75249,76.86%,25,$525000,2117,$248,33,54.01%,$1221,62.91%,94,1506,18.51%,5.07%,59.05%,Orange County,72.80%,22.50%,13.52%,10.24%,65.89%,7.15%,15.72%,Eastern Standard Time,90,51,39,49.41,4.5,6.5,50,468,4.5,21.58,NC-11800,35.9270611,-79.0390576,59%,61%,55%,53%,56%,42.5,47,66,69,32,13.79,10.99,32.79%,33.85%,35.0%,2,98
Efland,North Carolina,804,452,Durham-Chapel Hill,981475,$105625,26.49%,37,N/A,N/A,N/A,33,96.52%,N/A,40.03%,N/A,N/A,1.74%,0.0%,73.52%,Orange County,72.80%,22.50%,0.0%,40.05%,59.95%,0.0%,19.78%,Eastern Standard Time,88,50,38,50.62,10.0,6.5,61,633,4.5,1.78,NC-20420,36.0806123,-79.171827,59%,61%,55%,53%,56%,42.5,47,66,68,30,14.94,10.3,34.33%,37.14%,36.33%,2,93
Hillsborough,North Carolina,7162,1263,Durham-Chapel Hill,981475,$65591,56.75%,44,$485000,2245,$216,31,77.01%,$979,46.63%,519,5354,9.37%,6.66%,58.68%,Orange County,72.80%,22.50%,3.91%,14.54%,71.22%,7.09%,7.04%,Eastern Standard Time,88,50,38,47.17,4.5,6.5,61,513,4.5,5.67,NC-31620,36.040621,-79.0972425,59%,61%,55%,53%,56%,42.5,47,66,68,30,12.63,10.3,32.79%,33.85%,35.0%,2,93
