City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Calumet,Oklahoma,531,421,Oklahoma City,1216065,$58289,17.45%,29,N/A,N/A,N/A,45,63.84%,$900,53.95%,N/A,N/A,19.21%,3.06%,56.81%,Canadian County,21.10%,72.30%,0.0%,0.0%,61.02%,6.78%,3.39%,Central Standard Time,93,50,43,36.16,7.4,N/A,64,1257,5,1.26,OK-11050,35.6013846,-98.1247866,66%,76%,60%,55%,53%,49.8,46,64,69,25,12.3,3.88,20.0%,22.53%,14.67%,3
El Reno,Oklahoma,19539,246,Oklahoma City,1216065,$42659,14.79%,37,$185000,1542,$120,53,56.95%,$766,56.92%,211,1886,16.28%,7.21%,56.2%,Canadian County,21.10%,72.30%,0.51%,7.78%,61.05%,17.63%,4.83%,Central Standard Time,93,50,43,36.58,7.4,N/A,54,1257,5,79.58,OK-23700,35.5429404,-97.9660509,66%,76%,60%,55%,53%,49.8,46,64,69,25,11.92,4.27,20.63%,22.2%,16.89%,3
Mustang,Oklahoma,22228,1855,Oklahoma City,1216065,$74980,23.16%,39,$227000,1513,$150,30,79.96%,$1059,43.06%,207,985,4.47%,4.1%,66.12%,Canadian County,21.10%,72.30%,1.92%,1.56%,79.76%,6.62%,2.01%,Central Standard Time,93,50,43,38.17,7.4,N/A,57,1215,5,11.98,OK-50100,35.3916808,-97.724606,66%,76%,60%,55%,53%,49.8,46,64,71,29,12.55,4.22,21.92%,22.86%,17.67%,3
Piedmont,Oklahoma,8155,188,Oklahoma City,1216065,$85237,45.06%,35,$343000,2091,$164,25,94.75%,$1029,28.3%,93,479,1.16%,1.42%,71.6%,Canadian County,21.10%,72.30%,3.35%,1.14%,79.23%,7.14%,3.91%,Central Standard Time,95,52,43,33.34,7.4,N/A,63,1185,5,43.4,OK-58700,35.6781301,-97.7525999,66%,76%,60%,55%,53%,49.8,46,64,74,28,11.99,2.98,20.25%,22.86%,13.56%,3
Union City,Oklahoma,1497,27,Oklahoma City,1216065,$81875,18.07%,37,$175000,1136,$154,36,79.37%,$725,51.88%,136,547,6.64%,2.78%,57.83%,Canadian County,21.10%,72.30%,0.87%,4.68%,78.49%,7.28%,0.8%,Central Standard Time,93,50,43,36.58,7.4,N/A,65,1149,5,56.12,OK-75950,35.4014883,-97.904711,66%,76%,60%,55%,53%,49.8,46,64,71,28,11.92,4.27,20.63%,22.2%,16.89%,3
Yukon,Oklahoma,27557,1038,Oklahoma City,1216065,$72065,27.62%,38,$248000,1710,$145,42,72.78%,$964,49.29%,159,1554,9.79%,4.19%,69.1%,Canadian County,21.10%,72.30%,0.92%,1.72%,77.94%,9.87%,3.89%,Central Standard Time,95,52,43,33.34,7.4,N/A,51,1185,5,26.54,OK-82950,35.520114,-97.763909,66%,76%,60%,55%,53%,49.8,46,64,74,28,11.99,2.98,20.25%,22.86%,13.56%,3
