City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Duran,New Mexico,18,4,Albuquerque,841226,N/A,0.0%,64,N/A,N/A,N/A,78,100.0%,N/A,22.22%,N/A,N/A,0.0%,0.0%,22.22%,Torrance County,28.20%,58.70%,0.0%,0.0%,44.44%,55.56%,0.0%,Mountain Standard Time,89,46,43,57,17,29%,25%,30,45,86,76%,78%,73%,13.63,6.31,1.53,14.82%,23.74%,10.89%,26.6,9,N/A,39.2,90,5625,6.1,4.69,NM-21810,34.4636213,-105.380715
Encino,New Mexico,84,42,Albuquerque,841226,$44167,13.16%,59,N/A,N/A,N/A,48,100.0%,N/A,42.11%,N/A,N/A,1.19%,0.0%,48.68%,Torrance County,28.20%,58.70%,0.0%,0.0%,13.1%,86.9%,0.0%,Mountain Standard Time,89,46,43,57,17,29%,25%,30,45,86,76%,78%,73%,13.63,6.31,1.53,14.82%,23.74%,10.89%,26.6,9,N/A,39.2,90,5625,6.1,1.99,NM-24610,34.651828,-105.4585774
Estancia,New Mexico,1635,265,Albuquerque,841226,$33636,10.84%,43,N/A,N/A,N/A,47,85.25%,$653,46.25%,N/A,N/A,11.0%,35.85%,48.65%,Torrance County,28.20%,58.70%,0.0%,0.73%,22.14%,76.09%,11.8%,Mountain Standard Time,91,49,42,49,16,29%,25%,30,45,89,76%,78%,73%,12.63,5.62,1.63,16.85%,26.59%,13.67%,37.4,12,N/A,39.2,90,5616,6.1,6.17,NM-25380,34.7666654,-106.0301082
Indian Hills,New Mexico,810,142,Albuquerque,841226,$62500,10.92%,51,N/A,N/A,N/A,31,91.6%,N/A,50.44%,N/A,N/A,16.91%,8.81%,52.46%,Torrance County,28.20%,58.70%,0.0%,1.73%,66.91%,31.36%,2.47%,Mountain Standard Time,88,45,43,48,15,29%,25%,30,45,85,76%,78%,73%,15.28,5.92,2.62,20.58%,32.31%,17.33%,12.3,7,N/A,39.2,87,6165,6.1,5.71,NM-34430,34.9831783,-106.139764
Manzano Springs,New Mexico,229,100,Albuquerque,841226,$78750,18.11%,32,N/A,N/A,N/A,39,100.0%,N/A,6.3%,N/A,N/A,0.0%,0.0%,69.29%,Torrance County,28.20%,58.70%,0.0%,0.0%,50.66%,49.34%,0.0%,Mountain Standard Time,88,45,43,48,15,29%,25%,30,45,85,76%,78%,73%,15.28,5.92,2.62,20.58%,32.31%,17.33%,12.3,7,N/A,39.2,88,6165,6.1,2.28,NM-46770,34.9613571,-106.2326462
McIntosh,New Mexico,792,34,Albuquerque,841226,N/A,6.77%,55,N/A,N/A,N/A,41,74.12%,N/A,43.84%,N/A,N/A,47.85%,20.97%,47.13%,Torrance County,28.20%,58.70%,0.0%,0.0%,68.31%,31.69%,6.82%,Mountain Standard Time,91,49,42,49,16,29%,25%,30,45,89,76%,78%,73%,12.63,5.62,1.63,16.85%,26.59%,13.67%,37.4,12,N/A,39.2,90,5616,6.1,23.29,NM-46030,34.8819359,-106.0559386
Moriarty,New Mexico,1835,264,Albuquerque,841226,$27365,6.7%,39,N/A,N/A,N/A,34,70.57%,$636,61.36%,N/A,N/A,39.13%,14.97%,48.63%,Torrance County,28.20%,58.70%,0.0%,2.23%,32.04%,61.69%,3.05%,Mountain Standard Time,88,45,43,48,15,29%,25%,30,45,85,76%,78%,73%,12.5,5.61,1.56,16.85%,26.59%,13.67%,12.3,7,N/A,39.2,77,5688,6.1,6.94,NM-50160,35.003366,-106.044434
Mountainair,New Mexico,903,572,Albuquerque,841226,$35743,19.49%,45,$110000,1294,$85,54,89.48%,$664,58.1%,N/A,N/A,28.57%,0.6%,40.38%,Torrance County,28.20%,58.70%,2.33%,0.0%,54.6%,38.98%,3.54%,Mountain Standard Time,89,47,42,54,22,29%,25%,30,45,85,76%,78%,73%,13.28,5.82,1.84,19.95%,29.56%,15.89%,37.4,12,N/A,39.2,90,6036,6.1,1.58,NM-50370,34.52119,-106.2393235
Tajique,New Mexico,259,96,Albuquerque,841226,$35550,32.0%,13,N/A,N/A,N/A,32,53.67%,N/A,63.28%,N/A,N/A,27.41%,0.0%,26.56%,Torrance County,28.20%,58.70%,0.0%,0.0%,29.73%,70.27%,0.0%,Mountain Standard Time,89,46,43,50,19,29%,25%,30,45,85,76%,78%,73%,12.7,5.14,1.62,19.95%,29.56%,15.89%,37.4,12,N/A,39.2,90,5757,6.1,2.7,NM-76060,34.7600392,-106.3010199
Torreon (Torrance Cnty),New Mexico,187,23,Albuquerque,841226,$40800,0.0%,35,N/A,N/A,N/A,24,100.0%,N/A,76.47%,N/A,N/A,0.0%,0.0%,58.29%,Torrance County,28.20%,58.70%,0.0%,0.0%,23.53%,76.47%,0.0%,Mountain Standard Time,89,46,43,50,19,29%,25%,30,45,85,76%,78%,73%,16.46,6.67,2.71,19.95%,29.56%,15.89%,37.4,12,N/A,39.2,90,6102,6.1,8.28,NM-79140,34.7241961,-106.3007833
