City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Brillion,Wisconsin,3149,1109,Appleton,241748,N/A,N/A,N/A,$168000,1217,$138,N/A,N/A,N/A,N/A,161,451,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,60,11,63%,59%,35,57,84,55%,67%,48%,35.01,12.48,4.37,34.47%,36.15%,31.56%,48.1,25,8.1,31.6,85,741,3.1,2.84,WI-09750,44.199326,-88.1063714
Brillion town,Wisconsin,1681,592,Appleton,241748,N/A,N/A,N/A,$168000,1217,$138,N/A,N/A,N/A,N/A,161,451,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,60,11,63%,59%,35,57,84,55%,67%,48%,35.01,12.48,4.37,34.47%,36.15%,31.56%,48.1,25,8.1,31.6,85,741,3.1,2.84,WI-09750,44.199326,-88.1063714
Brothertown,Wisconsin,205,171,Appleton,241748,$46250,15.65%,33,N/A,N/A,N/A,46,92.68%,N/A,30.26%,N/A,N/A,0.0%,0.0%,66.45%,Calumet County,36.30%,57.80%,0.0%,0.0%,97.07%,2.93%,2.93%,Central Standard Time,82,26,56,62,11,63%,59%,35,57,84,55%,67%,48%,37.94,13.74,5.07,33.73%,35.16%,32.78%,50.5,27,8.1,31.6,85,768,3.1,1.2,WI-10325,43.9712211,-88.3127405
Charlestown,Wisconsin,788,25,Appleton,241748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,62,11,63%,59%,35,57,84,55%,67%,48%,37.94,13.74,5.07,33.73%,35.16%,32.78%,50.5,27,8.1,31.6,86,768,3.1,31.52,WI-14000,44.0225008,-88.0955004
Chilton,Wisconsin,3873,973,Appleton,241748,N/A,N/A,N/A,$242000,1646,$147,N/A,N/A,N/A,N/A,52,847,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,62,11,63%,59%,35,57,84,55%,67%,48%,37.94,13.74,5.07,33.73%,35.16%,32.78%,50.5,27,8.1,31.6,87,768,3.1,3.98,WI-14500,44.0639987,-88.1965433
Chilton town,Wisconsin,1166,293,Appleton,241748,N/A,N/A,N/A,$242000,1646,$147,N/A,N/A,N/A,N/A,52,847,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,62,11,63%,59%,35,57,84,55%,67%,48%,37.94,13.74,5.07,33.73%,35.16%,32.78%,50.5,27,8.1,31.6,87,768,3.1,3.98,WI-14500,44.0639987,-88.1965433
Forest Junction,Wisconsin,681,264,Appleton,241748,$68958,18.95%,35,$170000,1181,$144,27,85.46%,$587,51.16%,N/A,N/A,8.66%,1.87%,83.68%,Calumet County,36.30%,57.80%,1.17%,1.62%,92.22%,0.88%,3.67%,Central Standard Time,82,26,56,60,11,63%,59%,35,57,84,55%,67%,48%,35.01,12.48,4.37,34.47%,36.15%,31.56%,48.1,25,8.1,31.6,85,741,3.1,2.58,WI-26575,44.213957,-88.1495221
Harrison (Calumet Cnty),Wisconsin,12209,383,Appleton,241748,$107266,40.81%,40,$330000,2276,$145,19,94.01%,$1127,31.35%,N/A,N/A,3.19%,1.54%,74.75%,Calumet County,36.30%,57.80%,1.56%,0.63%,92.01%,4.59%,1.79%,Central Standard Time,83,27,56,61,11,63%,59%,35,57,85,55%,67%,48%,36.74,12.54,5.1,35.34%,37.58%,33.44%,57.7,35,8.1,31.6,79,723,3.1,31.87,WI-32790,44.227757,-88.335913
Hilbert,Wisconsin,1049,714,Appleton,241748,$65500,11.14%,34,$240000,1667,$144,48,71.31%,$664,41.59%,N/A,N/A,9.72%,2.45%,75.93%,Calumet County,36.30%,57.80%,0.0%,0.0%,86.94%,11.53%,8.39%,Central Standard Time,82,26,56,60,11,63%,59%,35,57,84,55%,67%,48%,35.01,12.48,4.37,34.47%,36.15%,31.56%,48.1,25,8.1,31.6,86,741,3.1,1.47,WI-34575,44.1414924,-88.1610842
New Holstein,Wisconsin,3167,1262,Appleton,241748,N/A,N/A,N/A,$178000,1338,$133,N/A,N/A,N/A,N/A,32,261,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,62,11,63%,59%,35,57,84,55%,67%,48%,37.94,13.74,5.07,33.73%,35.16%,32.78%,50.5,27,8.1,31.6,86,768,3.1,2.51,WI-56825,43.9333662,-88.1005457
New Holstein town,Wisconsin,1578,629,Appleton,241748,N/A,N/A,N/A,$178000,1338,$133,N/A,N/A,N/A,N/A,32,261,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,62,11,63%,59%,35,57,84,55%,67%,48%,37.94,13.74,5.07,33.73%,35.16%,32.78%,50.5,27,8.1,31.6,86,768,3.1,2.51,WI-56825,43.9333662,-88.1005457
Potter,Wisconsin,238,467,Appleton,241748,$61250,12.43%,44,$228000,2054,$111,71,85.71%,$638,40.87%,N/A,N/A,2.52%,3.45%,71.43%,Calumet County,36.30%,57.80%,0.0%,0.0%,97.9%,2.1%,0.84%,Central Standard Time,82,26,56,60,11,63%,59%,35,57,84,55%,67%,48%,35.01,12.48,4.37,34.47%,36.15%,31.56%,48.1,25,8.1,31.6,86,741,3.1,0.51,WI-64675,44.1202455,-88.0991449
Rantoul,Wisconsin,651,20,Appleton,241748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,60,11,63%,59%,35,57,84,55%,67%,48%,35.01,12.48,4.37,34.47%,36.15%,31.56%,48.1,25,8.1,31.6,86,741,3.1,32.55,WI-66275,44.1101953,-88.0982359
Stockbridge,Wisconsin,1331,410,Appleton,241748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,62,11,63%,59%,35,57,84,55%,67%,48%,37.94,13.74,5.07,33.73%,35.16%,32.78%,50.5,27,8.1,31.6,85,768,3.1,3.25,WI-77425,44.029301,-88.320558
Woodville,Wisconsin,1009,561,Appleton,241748,N/A,N/A,N/A,$375000,2155,$174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Calumet County,36.30%,57.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,26,56,60,11,63%,59%,35,57,84,55%,67%,48%,35.01,12.48,4.37,34.47%,36.15%,31.56%,48.1,25,8.1,31.6,86,741,3.1,1.8,WI-89000,44.1825738,-88.2046098
