City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Alta Sierra,California,7620,916,Truckee-Grass Valley,102090,$91282,32.32%,49,$519000,1894,$274,36,91.7%,$1922,40.84%,N/A,N/A,3.84%,2.51%,57.79%,Nevada County,47.40%,42.50%,0.35%,0.67%,83.73%,9.8%,3.9%,N/A,89,53,36,60,32,45%,30%,46,52,87,77%,96%,51%,40.28,0.54,19.84,21.26%,3.52%,36.56%,14.3,5,6.3,4.5,62,2106,5,8.32,CA-01360,39.1236907,-121.052353
Floriston,California,28,29,Truckee-Grass Valley,102090,N/A,0.0%,77,N/A,N/A,N/A,N/A,100.0%,N/A,25.0%,N/A,N/A,0.0%,0.0%,0.0%,Nevada County,47.40%,42.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,87,43,44,40,15,31%,19%,29,38,84,81%,92%,65%,22.59,1.37,10.92,20.68%,9.67%,30.67%,104.4,29,6.4,15.0,72,5097,5,0.95,CA-24526,39.3929301,-120.0151126
Grass Valley,California,12817,2441,Truckee-Grass Valley,102090,$42477,26.65%,47,$550000,1528,$360,42,37.26%,$1046,69.52%,565,3583,15.71%,2.45%,53.6%,Nevada County,47.40%,42.50%,1.68%,0.39%,80.45%,12.1%,5.62%,N/A,89,53,36,60,32,45%,30%,46,52,87,77%,96%,51%,49.19,0.66,24.05,21.26%,3.52%,36.56%,14.3,5,6.3,4.5,59,2544,5,5.25,CA-30798,39.2237703,-121.052162
Kingvale,California,102,106,Truckee-Grass Valley,102090,N/A,100.0%,36,N/A,N/A,N/A,54,100.0%,N/A,0.0%,N/A,N/A,0.0%,0.0%,100.0%,Nevada County,47.40%,42.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,82,44,38,55,28,31%,19%,29,38,80,81%,92%,65%,76.78,2.28,35.86,28.74%,11.1%,42.11%,445.0,61,6.4,15.0,73,6297,5,0.96,CA-38604,39.3203313,-120.4386589
Lake of the Pines,California,4193,2814,Truckee-Grass Valley,102090,N/A,N/A,N/A,$742000,1869,$397,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nevada County,47.40%,42.50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,5,1.49,N/A,N/A,N/A
Lake Wildwood,California,4709,1539,Truckee-Grass Valley,102090,$71493,34.61%,60,$488000,1749,$279,35,77.3%,$1910,30.72%,N/A,N/A,7.92%,4.45%,39.86%,Nevada County,47.40%,42.50%,0.62%,0.02%,87.62%,9.96%,2.59%,N/A,89,53,36,60,32,45%,30%,46,52,87,77%,96%,51%,32.31,0.41,16.48,19.15%,1.43%,35.56%,0.0,0,6.3,4.5,61,732,5,3.06,CA-39885,39.2349988,-121.2002832
Nevada City,California,3145,1436,Truckee-Grass Valley,102090,$51023,35.17%,57,$552000,1516,$364,58,39.06%,$1202,64.2%,476,2825,19.55%,1.87%,48.51%,Nevada County,47.40%,42.50%,1.46%,1.43%,84.32%,5.82%,6.77%,N/A,88,48,40,60,34,45%,30%,46,52,86,77%,96%,51%,58.91,0.87,28.79,21.45%,3.19%,36.44%,14.3,5,6.3,4.5,64,2544,5,2.19,CA-50874,39.2606649,-121.023055
North San Juan,California,151,62,Truckee-Grass Valley,102090,N/A,31.62%,55,N/A,N/A,N/A,69,62.25%,N/A,74.17%,N/A,N/A,35.76%,0.0%,9.27%,Nevada County,47.40%,42.50%,0.0%,0.0%,94.04%,5.96%,0.0%,N/A,88,48,40,60,34,45%,30%,46,52,86,77%,96%,51%,37.89,0.47,18.78,19.32%,1.54%,35.67%,0.0,0,6.3,4.5,72,543,5,2.42,CA-52246,39.3718099,-121.1060794
Penn Valley,California,1073,506,Truckee-Grass Valley,102090,$44874,16.19%,54,$545000,1823,$299,38,73.65%,$1336,31.43%,N/A,N/A,2.42%,1.01%,44.44%,Nevada County,47.40%,42.50%,0.93%,0.0%,80.34%,14.35%,1.3%,N/A,89,53,36,60,32,45%,30%,46,52,87,77%,96%,51%,32.31,0.41,16.48,19.15%,1.43%,35.56%,0.0,0,6.3,4.5,65,732,5,2.12,CA-56518,39.1952972,-121.1941533
Rough and Ready,California,511,161,Truckee-Grass Valley,102090,N/A,9.64%,60,N/A,N/A,N/A,41,50.88%,$807,66.53%,N/A,N/A,29.55%,6.72%,28.67%,Nevada County,47.40%,42.50%,0.0%,0.0%,100.0%,0.0%,3.91%,N/A,89,53,36,60,32,45%,30%,46,52,87,77%,96%,51%,47.63,0.54,23.68,21.26%,3.52%,36.56%,0.0,0,6.3,4.5,65,2133,5,3.17,CA-63106,39.2340222,-121.1380228
