City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Abington,Illinois,394,11,Davenport-Moline-Rock Island,384055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mercer County,36.00%,56.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,85,31,54,64,13,59%,57%,39,62,88,53%,63%,46%,40.71,13.86,5.74,28.27%,29.89%,23.67%,24.9,12,N/A,46.7,83,669,3.9,35.82,IL-00126,41.113178,-90.8419654
Aledo,Illinois,3753,1584,Davenport-Moline-Rock Island,384055,$62829,23.02%,41,$167000,1815,$92,64,70.8%,$770,41.59%,0,1131,10.24%,1.65%,66.21%,Mercer County,36.00%,56.40%,0.0%,1.97%,93.37%,4.1%,0.83%,Central Standard Time,85,31,54,64,13,59%,57%,39,62,88,53%,63%,46%,40.71,13.86,5.74,28.27%,29.89%,23.67%,39.5,20,8.1,46.7,82,669,3.9,2.37,IL-00646,41.1990134,-90.7460527
Duncan,Illinois,408,11,Davenport-Moline-Rock Island,384055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mercer County,36.00%,56.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,85,31,54,64,13,59%,57%,39,62,88,53%,63%,46%,40.71,13.86,5.74,28.27%,29.89%,23.67%,24.9,12,8.1,46.7,83,669,3.9,37.09,IL-20968,41.2869628,-90.8416086
Eliza,Illinois,522,4015,Davenport-Moline-Rock Island,384055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0%,N/A,0.0%,N/A,N/A,0.0%,0.0%,0.0%,Mercer County,36.00%,56.40%,0.0%,0.0%,0.0%,0.0%,0.0%,Central Standard Time,86,32,54,66,16,59%,57%,39,62,90,53%,63%,46%,39.79,13.67,5.15,37.67%,36.81%,38.44%,24.9,12,8.1,46.7,83,501,3.9,0.13,IL-23139,41.2947688,-90.9725447
Greene township (Mercer Cnty),Illinois,1314,36,Davenport-Moline-Rock Island,384055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mercer County,36.00%,56.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,85,31,54,64,13,59%,57%,39,62,88,53%,63%,46%,40.71,13.86,5.74,28.27%,29.89%,23.67%,39.5,20,8.1,46.7,83,669,3.9,36.5,IL-31342,41.1968252,-90.6064594
Joy,Illinois,377,877,Davenport-Moline-Rock Island,384055,$64583,5.86%,38,N/A,N/A,N/A,65,73.97%,$885,43.05%,N/A,N/A,15.55%,6.53%,68.62%,Mercer County,36.00%,56.40%,0.0%,0.0%,93.63%,2.65%,2.12%,Central Standard Time,85,31,54,64,13,59%,57%,39,62,88,53%,63%,46%,40.71,13.86,5.74,28.27%,29.89%,23.67%,24.9,12,8.1,46.7,83,669,3.9,0.43,IL-38739,41.1969222,-90.8787918
Keithsburg,Illinois,520,203,Davenport-Moline-Rock Island,384055,$46875,3.69%,52,$128000,1910,$67,48,81.11%,$609,45.45%,N/A,N/A,15.58%,11.49%,54.02%,Mercer County,36.00%,56.40%,0.0%,0.0%,96.54%,0.77%,0.38%,Central Standard Time,86,32,54,66,16,59%,57%,39,62,90,53%,63%,46%,39.79,13.67,5.15,28.27%,29.89%,23.67%,24.9,12,N/A,46.7,83,501,3.9,2.56,IL-39298,41.1003369,-90.9353341
Keithsburg township,Illinois,520,203,Davenport-Moline-Rock Island,384055,$46875,3.69%,52,$128000,1910,$67,48,81.11%,$609,45.45%,N/A,N/A,15.58%,11.49%,54.02%,Mercer County,36.00%,56.40%,0.0%,0.0%,96.54%,0.77%,0.38%,Central Standard Time,86,32,54,66,16,59%,57%,39,62,90,53%,63%,46%,39.79,13.67,5.15,28.27%,29.89%,23.67%,24.9,12,N/A,46.7,83,501,3.9,2.56,IL-39298,41.1003369,-90.9353341
Matherville,Illinois,703,1803,Davenport-Moline-Rock Island,384055,$80714,17.67%,37,N/A,N/A,N/A,61,65.36%,$775,19.54%,N/A,N/A,10.53%,6.03%,61.28%,Mercer County,36.00%,56.40%,0.0%,1.42%,93.03%,4.13%,1.28%,Central Standard Time,85,31,54,64,13,59%,57%,39,62,88,53%,63%,46%,40.71,13.86,5.74,28.27%,29.89%,23.67%,39.5,20,8.1,46.7,83,669,3.9,0.39,IL-47527,41.2594427,-90.6054674
Mercer,Illinois,3939,111,Davenport-Moline-Rock Island,384055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mercer County,36.00%,56.40%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,85,31,54,64,13,59%,57%,39,62,88,53%,63%,46%,40.71,13.86,5.74,28.27%,29.89%,23.67%,39.5,20,8.1,46.7,82,669,3.9,35.49,IL-48398,41.1982633,-90.723156
