City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Forestville,California,3788,720,Santa Rosa,406271,$79922,42.69%,47,$715000,1336,$535,52,74.28%,$1306,49.32%,N/A,N/A,5.6%,3.55%,66.8%,Sonoma County,68.80%,22.00%,4.73%,0.9%,81.63%,7.39%,6.41%,Pacific Standard Time,85,58,27,37.92,0.3,6.3,77,183,4.9,5.26,CA-24960,38.4824912,-122.8898845,67%,69%,60%,69%,69%,2.9,47,51,48,37,0.39,22.16,20.71%,3.3%,38.44%,0,91
Fulton,California,413,212,Santa Rosa,406271,N/A,30.77%,38,$1028000,1973,$521,56,60.53%,N/A,56.15%,N/A,N/A,38.01%,0.0%,64.62%,Sonoma County,68.80%,22.00%,0.0%,0.0%,38.98%,50.36%,23.49%,Pacific Standard Time,84,58,26,30.43,0.3,6.3,65,105,4.9,1.95,CA-28014,38.4937093,-122.7734168,67%,69%,60%,69%,69%,2.9,47,51,52,36,0.27,17.43,19.1%,2.2%,35.33%,0,91
Geyserville,California,671,149,Santa Rosa,406271,$88438,36.45%,49,$4225000,2849,$1483,59,60.66%,$1218,37.83%,N/A,N/A,11.48%,6.56%,64.55%,Sonoma County,68.80%,22.00%,0.89%,0.0%,58.57%,34.13%,20.12%,Pacific Standard Time,89,58,31,39.65,0.3,6.3,84,129,4.9,4.51,CA-29420,38.7173141,-122.9034255,67%,69%,60%,69%,69%,2.9,47,51,54,38,0.36,24.21,17.62%,0.99%,35.89%,0,104
Glen Ellen,California,1214,578,Santa Rosa,406271,$250001,71.16%,59,N/A,N/A,N/A,61,93.41%,N/A,69.36%,N/A,N/A,26.03%,0.0%,56.82%,Sonoma County,68.80%,22.00%,0.0%,0.0%,93.33%,2.14%,4.37%,Pacific Standard Time,86,57,29,36.63,0.3,6.3,81,309,4.9,2.1,CA-30028,38.3563556,-122.5412858,67%,69%,60%,69%,69%,2.9,47,51,54,38,0.31,21.06,19.45%,2.75%,34.67%,0,96
Graton,California,1743,1103,Santa Rosa,406271,$64080,54.43%,39,$915000,1469,$623,60,77.29%,$1375,49.01%,N/A,N/A,20.75%,9.32%,59.03%,Sonoma County,68.80%,22.00%,0.0%,0.0%,76.13%,23.29%,8.55%,Pacific Standard Time,85,58,27,35.76,0.3,6.3,74,183,4.9,1.58,CA-30812,38.4375176,-122.8659881,67%,69%,60%,69%,69%,2.9,47,51,48,37,0.36,20.06,20.71%,3.3%,38.44%,0,91
Guerneville,California,4747,489,Santa Rosa,406271,$72480,32.21%,53,$485000,992,$489,64,66.72%,$1354,59.17%,N/A,N/A,12.93%,7.98%,55.61%,Sonoma County,68.80%,22.00%,1.87%,1.39%,80.64%,11.54%,4.28%,Pacific Standard Time,85,58,27,37.92,0.3,6.3,80,183,4.9,9.71,CA-31470,38.5137164,-122.9894053,67%,69%,60%,69%,69%,2.9,47,51,48,37,0.39,22.16,20.71%,3.3%,38.44%,0,91
Healdsburg,California,11924,2698,Santa Rosa,406271,$89239,41.03%,45,$1270000,2117,$600,42,52.55%,$1707,47.71%,139,1441,9.75%,5.23%,64.09%,Sonoma County,68.80%,22.00%,1.15%,0.0%,70.65%,26.0%,13.53%,Pacific Standard Time,89,58,31,35.72,0.3,6.3,71,162,4.9,4.42,CA-33056,38.6225289,-122.8651343,67%,69%,60%,69%,69%,2.9,47,51,54,38,0.29,20.8,19.1%,2.2%,35.33%,0,104
Jenner,California,31,15,Santa Rosa,406271,N/A,51.61%,N/A,$2094000,2892,$724,67,48.39%,N/A,100.0%,N/A,N/A,0.0%,0.0%,51.61%,Sonoma County,68.80%,22.00%,0.0%,0.0%,100.0%,0.0%,0.0%,Pacific Standard Time,69,58,11,59.57,0.3,6.3,88,1107,4.9,2.11,CA-37274,38.4510317,-123.1201763,67%,69%,60%,69%,69%,2.9,47,51,46,39,0.62,31.89,24.71%,13.85%,36.78%,0,69
Kenwood,California,540,104,Santa Rosa,406271,$90594,62.16%,65,N/A,N/A,N/A,48,92.08%,$1100,57.96%,N/A,N/A,17.59%,0.0%,44.44%,Sonoma County,68.80%,22.00%,15.0%,0.0%,85.0%,2.04%,9.63%,Pacific Standard Time,89,59,30,36.63,0.3,6.3,81,309,4.9,5.17,CA-38156,38.4154082,-122.5387539,67%,69%,60%,69%,69%,2.9,47,51,56,40,0.31,21.06,19.45%,2.75%,34.67%,0,104
Larkfield-Wikiup,California,8080,1522,Santa Rosa,406271,$82628,28.93%,39,$1175000,2521,$466,41,61.08%,$2005,49.76%,N/A,N/A,4.37%,3.06%,66.41%,Sonoma County,68.80%,22.00%,2.2%,0.14%,60.59%,32.43%,11.29%,Pacific Standard Time,84,58,26,30.43,0.3,6.3,68,105,4.9,5.31,CA-40426,38.5129724,-122.7536018,67%,69%,60%,69%,69%,2.9,47,51,52,36,0.27,17.43,19.1%,2.2%,35.33%,0,91
Monte Rio,California,1023,536,Santa Rosa,406271,$41844,33.02%,57,$518000,1199,$432,70,68.82%,$996,71.3%,N/A,N/A,8.31%,13.42%,63.67%,Sonoma County,68.80%,22.00%,4.11%,0.0%,88.47%,4.79%,3.52%,Pacific Standard Time,79,55,24,42.79,0.3,6.3,83,792,4.9,1.91,CA-48928,38.4683761,-123.0147335,67%,69%,60%,69%,69%,2.9,47,51,52,41,0.48,23.5,20.71%,3.3%,38.44%,0,81
Occidental,California,876,176,Santa Rosa,406271,$66512,63.95%,63,N/A,N/A,N/A,53,71.35%,N/A,43.01%,N/A,N/A,7.53%,0.0%,63.71%,Sonoma County,68.80%,22.00%,0.0%,1.03%,87.21%,9.82%,7.19%,Pacific Standard Time,79,55,24,42.79,0.3,6.3,82,792,4.9,4.97,CA-53266,38.40038,-122.9349567,67%,69%,60%,69%,69%,2.9,47,51,52,41,0.48,23.5,27.04%,14.73%,41.11%,0,81
Penngrove,California,2368,588,Santa Rosa,406271,$83289,42.64%,56,$1405000,2559,$549,54,73.4%,$1790,44.44%,N/A,N/A,6.3%,4.53%,60.32%,Sonoma County,68.80%,22.00%,7.39%,0.0%,62.04%,26.18%,9.5%,Pacific Standard Time,82,58,24,29.86,0.3,6.3,72,87,4.9,4.03,CA-56476,38.3006186,-122.6706401,67%,69%,60%,69%,69%,2.9,47,51,52,38,0.37,16.79,17.12%,1.76%,33.44%,0,85
Petaluma,California,60865,4221,Santa Rosa,406271,$92762,40.48%,43,$860000,1696,$507,41,65.27%,$2027,45.78%,304,1263,6.61%,4.15%,64.92%,Sonoma County,68.80%,22.00%,4.35%,1.27%,67.72%,21.75%,15.23%,Pacific Standard Time,82,58,24,26.12,0.3,6.3,71,33,4.9,14.42,CA-56784,38.2422798,-122.6266147,67%,69%,60%,69%,69%,2.9,47,51,52,38,0.31,14.82,17.12%,1.76%,33.44%,0,85
Rohnert Park,California,42559,5838,Santa Rosa,406271,$77831,29.9%,35,$725000,1864,$389,39,52.56%,$1823,56.24%,605,1781,10.16%,3.23%,70.81%,Sonoma County,68.80%,22.00%,6.8%,2.15%,59.09%,27.14%,14.49%,Pacific Standard Time,85,59,26,29.86,0.3,6.3,67,87,4.9,7.29,CA-62546,38.3479358,-122.6964394,67%,69%,60%,69%,69%,2.9,47,51,52,38,0.37,16.79,17.12%,1.76%,33.44%,0,90
Roseland,California,5717,6082,Santa Rosa,406271,N/A,N/A,N/A,$577000,1220,$473,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sonoma County,68.80%,22.00%,N/A,N/A,N/A,N/A,N/A,Pacific Standard Time,85,59,26,30.09,0.3,6.3,54,153,4.9,0.94,CA-62868,38.4177755,-122.729758,67%,69%,60%,69%,69%,2.9,47,51,52,38,0.3,16.42,20.71%,3.3%,38.44%,0,90
Salmon Creek,California,20,18,Santa Rosa,406271,N/A,100.0%,N/A,N/A,N/A,N/A,N/A,100.0%,N/A,0.0%,N/A,N/A,0.0%,0.0%,0.0%,Sonoma County,68.80%,22.00%,0.0%,0.0%,100.0%,0.0%,0.0%,Pacific Standard Time,64,56,8,27.27,0.3,6.3,87,57,4.9,1.11,CA-64252,38.3462123,-123.0593289,67%,69%,60%,69%,69%,2.9,47,51,52,45,0.54,14.72,24.71%,13.85%,36.78%,0,63
Santa Rosa,California,178391,4194,Santa Rosa,406271,$80472,33.76%,40,$685000,1526,$449,41,54.42%,$1728,51.44%,481,1615,9.99%,5.24%,66.59%,Sonoma County,68.80%,22.00%,6.03%,2.53%,54.29%,32.68%,20.91%,Pacific Standard Time,85,59,26,30.09,0.3,6.3,59,153,4.9,42.53,CA-70098,38.4457945,-122.7067153,67%,69%,60%,69%,69%,2.9,47,51,52,38,0.3,16.42,19.1%,2.2%,35.33%,0,90
Sea Ranch,California,1156,72,Santa Rosa,406271,$78125,71.18%,68,$1750000,2427,$721,34,79.07%,$1378,29.87%,N/A,N/A,9.43%,4.03%,28.44%,Sonoma County,68.80%,22.00%,0.69%,0.0%,82.53%,16.78%,15.31%,Pacific Standard Time,69,58,11,35.38,0.3,6.3,90,102,4.9,16.12,CA-70712,38.716616,-123.4526946,67%,69%,60%,69%,69%,2.9,47,51,46,39,0.43,19.26,22.82%,2.64%,42.0%,0,69
Sebastopol,California,7664,4077,Santa Rosa,406271,$83856,47.28%,49,$975000,1641,$594,47,55.62%,$1547,52.68%,268,2264,10.29%,5.32%,63.45%,Sonoma County,68.80%,22.00%,3.78%,1.74%,74.87%,12.67%,13.03%,Pacific Standard Time,85,58,27,33.45,0.3,6.3,65,153,4.9,1.88,CA-70770,38.4000032,-122.8275868,67%,69%,60%,69%,69%,2.9,47,51,48,37,0.41,18.79,20.71%,3.3%,38.44%,0,91
Sereno del Mar,California,57,77,Santa Rosa,406271,N/A,57.89%,73,N/A,N/A,N/A,37,19.3%,N/A,57.89%,N/A,N/A,19.3%,0.0%,19.3%,Sonoma County,68.80%,22.00%,0.0%,0.0%,100.0%,0.0%,0.0%,Pacific Standard Time,64,56,8,27.27,0.3,6.3,88,57,4.9,0.74,CA-71000,38.3836713,-123.0731481,67%,69%,60%,69%,69%,2.9,47,51,52,45,0.54,14.72,24.71%,13.85%,36.78%,0,63
Sonoma,California,11082,4045,Santa Rosa,406271,$85509,45.57%,55,$866000,1552,$558,41,63.12%,$1904,53.14%,335,1077,8.89%,6.81%,56.92%,Sonoma County,68.80%,22.00%,1.89%,1.42%,77.31%,17.69%,10.4%,Pacific Standard Time,86,57,29,25.59,0.3,6.3,71,90,4.9,2.74,CA-72646,38.2903317,-122.4598314,67%,69%,60%,69%,69%,2.9,47,51,54,38,0.34,13.99,19.45%,2.75%,34.67%,0,96
Temelec,California,1915,1204,Santa Rosa,406271,$56691,45.69%,75,$649000,1163,$558,42,94.62%,$2078,47.78%,N/A,N/A,2.4%,7.98%,26.84%,Sonoma County,68.80%,22.00%,0.0%,0.0%,94.41%,0.0%,11.91%,Pacific Standard Time,86,57,29,25.59,0.3,6.3,81,90,4.9,1.59,CA-78126,38.2577551,-122.4981977,67%,69%,60%,69%,69%,2.9,47,51,54,38,0.34,13.99,17.12%,1.76%,33.44%,0,96
Timber Cove,California,107,19,Santa Rosa,406271,$78958,62.77%,66,$1464000,2150,$681,29,90.65%,N/A,35.0%,N/A,N/A,0.0%,12.73%,55.0%,Sonoma County,68.80%,22.00%,2.8%,0.0%,72.9%,21.5%,6.54%,Pacific Standard Time,69,58,11,35.38,0.3,6.3,90,102,4.9,5.65,CA-78715,38.5410882,-123.2587881,67%,69%,60%,69%,69%,2.9,47,51,46,39,0.43,19.26,24.71%,13.85%,36.78%,0,69
Valley Ford,California,198,75,Santa Rosa,406271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0%,N/A,0.0%,N/A,N/A,0.0%,0.0%,0.0%,Sonoma County,68.80%,22.00%,0.0%,0.0%,0.0%,0.0%,0.0%,Pacific Standard Time,79,55,24,40.27,0.3,6.3,77,387,4.9,2.64,CA-81778,38.3245601,-122.9147322,67%,69%,60%,69%,69%,2.9,47,51,52,41,0.69,21.79,27.04%,14.73%,41.11%,0,81
Windsor,California,27635,3714,Santa Rosa,406271,$117533,34.48%,42,$698000,1485,$470,28,78.32%,$2003,43.56%,207,918,4.6%,3.21%,70.0%,Sonoma County,68.80%,22.00%,3.13%,0.95%,57.92%,33.41%,15.5%,Pacific Standard Time,84,58,26,30.43,0.3,6.3,67,105,4.9,7.44,CA-85922,38.5422833,-122.8088022,67%,69%,60%,69%,69%,2.9,47,51,52,36,0.27,17.43,19.1%,2.2%,35.33%,0,91
