City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Benton township (McCook Cnty),South Dakota,90,3,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,86,27,59,63,8,60%,56%,35,58,89,56%,63%,56%,27.75,11.46,2.43,25.48%,28.79%,22.78%,36.3,19,N/A,44.4,91,1296,3.5,30.0,SD-04820,43.7171384,-97.5477942
Bridgewater,South Dakota,424,375,Sioux Falls,272414,N/A,N/A,N/A,$119000,1178,$101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,86,27,59,63,8,60%,56%,35,58,89,56%,63%,56%,27.75,11.46,2.43,20.88%,26.7%,14.89%,36.3,19,N/A,44.4,90,1296,3.5,1.13,SD-07220,43.5428968,-97.5488515
Bridgewater township,South Dakota,108,96,Sioux Falls,272414,N/A,N/A,N/A,$119000,1178,$101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,86,27,59,63,8,60%,56%,35,58,89,56%,63%,56%,27.75,11.46,2.43,20.88%,26.7%,14.89%,36.3,19,N/A,44.4,90,1296,3.5,1.13,SD-07220,43.5428968,-97.5488515
Brookfield,South Dakota,169,5,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,26.88,10.69,2.19,25.48%,28.79%,22.78%,38.0,16,N/A,44.4,91,1437,3.5,33.8,SD-07540,43.8044483,-97.3090524
Canistota,South Dakota,639,1141,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,27.47,10.78,2.15,25.48%,28.79%,22.78%,42.1,20,N/A,44.4,90,1458,3.5,0.56,SD-09340,43.6306544,-97.3083838
Canistota township,South Dakota,96,171,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,27.47,10.78,2.15,25.48%,28.79%,22.78%,42.1,20,N/A,44.4,90,1458,3.5,0.56,SD-09340,43.6306544,-97.3083838
Emery township,South Dakota,41,89,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,86,27,59,63,8,60%,56%,35,58,89,56%,63%,56%,27.75,11.46,2.43,25.48%,28.79%,22.78%,42.1,20,N/A,44.4,90,1296,3.5,0.46,SD-19460,43.6301853,-97.4282533
Grant township (McCook Cnty),South Dakota,239,7,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,86,27,59,63,8,60%,56%,35,58,89,56%,63%,56%,27.1,10.98,2.53,26.08%,31.1%,19.33%,42.1,20,N/A,44.4,90,1320,3.5,34.14,SD-25660,43.5432997,-97.3080377
Greenland,South Dakota,247,7,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,29.13,11.79,3.16,25.48%,28.79%,22.78%,42.1,20,N/A,44.4,90,1404,3.5,35.29,SD-25940,43.6302046,-97.1884979
Jefferson township (McCook Cnty),South Dakota,80,157,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,86,27,59,63,8,60%,56%,35,58,89,56%,63%,56%,27.75,11.46,2.43,20.88%,26.7%,14.89%,36.3,19,N/A,44.4,90,1296,3.5,0.51,SD-32580,43.6298412,-97.5474187
Montrose,South Dakota,478,1138,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,29.13,11.79,3.16,25.48%,28.79%,22.78%,45.8,23,N/A,44.4,91,1404,3.5,0.42,SD-43540,43.7173739,-97.1891863
Montrose township,South Dakota,262,624,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,29.13,11.79,3.16,25.48%,28.79%,22.78%,45.8,23,N/A,44.4,91,1404,3.5,0.42,SD-43540,43.7173739,-97.1891863
Pearl township (McCook Cnty),South Dakota,66,2,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,25.7,10.14,1.97,25.37%,30.99%,20.11%,36.3,19,N/A,44.4,91,1218,3.5,33.0,SD-48740,43.8047926,-97.5491316
Ramsey,South Dakota,120,3,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,26.88,10.69,2.19,25.48%,28.79%,22.78%,38.0,16,N/A,44.4,91,1437,3.5,40.0,SD-52900,43.804226,-97.1891861
Richland township (McCook Cnty),South Dakota,108,19,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,27.47,10.78,2.15,25.48%,28.79%,22.78%,42.1,20,N/A,44.4,91,1458,3.5,5.65,SD-54740,43.7169024,-97.3087928
Salem,South Dakota,1394,1115,Sioux Falls,272414,N/A,N/A,N/A,$93000,1550,$60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,27.47,10.78,2.15,25.48%,28.79%,22.78%,36.3,19,N/A,44.4,91,1458,3.5,1.25,SD-57380,43.7169847,-97.4303687
Salem township (McCook Cnty),South Dakota,261,209,Sioux Falls,272414,N/A,N/A,N/A,$93000,1550,$60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,27.47,10.78,2.15,25.48%,28.79%,22.78%,36.3,19,N/A,44.4,91,1458,3.5,1.25,SD-57380,43.7169847,-97.4303687
Spencer,South Dakota,132,489,Sioux Falls,272414,$50313,1.96%,54,N/A,N/A,N/A,39,93.18%,N/A,21.05%,N/A,N/A,1.52%,0.0%,41.82%,McCook County,24.10%,69.30%,0.0%,0.0%,91.67%,0.0%,0.76%,Central Standard Time,86,26,60,61,7,60%,56%,35,58,89,56%,63%,56%,26.03,10.64,1.97,20.88%,26.7%,14.89%,36.3,19,N/A,44.4,91,1248,3.5,0.27,SD-60060,43.7274662,-97.5911105
Spring Valley township (McCook Cnty),South Dakota,217,6,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,27.1,10.98,2.53,26.08%,31.1%,19.33%,42.1,20,N/A,44.4,90,1320,3.5,36.17,SD-61060,43.5431313,-97.1887831
Sun Prairie,South Dakota,168,5,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,61,6,60%,56%,35,58,86,56%,63%,56%,27.47,10.78,2.15,25.48%,28.79%,22.78%,38.0,16,N/A,44.4,91,1458,3.5,33.6,SD-62420,43.8046863,-97.4289786
Union township (McCook Cnty),South Dakota,168,5,Sioux Falls,272414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McCook County,24.10%,69.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,86,27,59,63,8,60%,56%,35,58,89,56%,63%,56%,27.75,11.46,2.43,26.08%,31.1%,19.33%,42.1,20,N/A,44.4,90,1296,3.5,33.6,SD-65340,43.5432719,-97.4278437
