City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Beckett,New Jersey,5371,3069,Philadelphia-Camden-Wilmington,6215222,$118210,33.31%,45,$354000,1639,$216,38,96.96%,$1850,43.54%,N/A,N/A,8.32%,4.93%,73.21%,Gloucester County,47.30%,47.80%,0.0%,11.49%,81.49%,5.98%,3.57%,Eastern Standard Time,85,38,47,68,25,55%,55%,43,63,87,55%,62%,50%,50.62,16.02,11.14,28.88%,29.01%,30.44%,25.2,10,7.4,29.3,68,42,3.8,1.75,NJ-04400,39.7559068,-75.3569419
Clayton,New Jersey,8818,1245,Philadelphia-Camden-Wilmington,6215222,$96776,24.52%,40,$234000,1176,$199,40,85.12%,$1150,56.09%,149,976,9.22%,8.15%,67.73%,Gloucester County,47.30%,47.80%,0.19%,25.77%,61.07%,10.93%,3.48%,Eastern Standard Time,87,42,45,69,26,54%,53%,42,62,90,55%,62%,50%,54.25,18.13,12.32,32.47%,31.32%,34.11%,25.2,10,7.4,28.3,70,84,3.8,7.08,NJ-13360,39.662711,-75.0782539
Deptford,New Jersey,30556,1760,Philadelphia-Camden-Wilmington,6215222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,132,3879,N/A,N/A,N/A,Gloucester County,47.30%,47.80%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,42,47,71,27,54%,53%,42,62,94,55%,62%,50%,50.79,15.97,11.22,36.27%,35.49%,38.0%,25.2,10,7.4,28.3,53,81,3.8,17.36,NJ-17710,39.815746,-75.1181152
East Greenwich,New Jersey,10320,715,Philadelphia-Camden-Wilmington,6215222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,966,N/A,N/A,N/A,Gloucester County,47.30%,47.80%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,42,47,71,27,55%,55%,43,63,94,55%,62%,50%,47.62,14.67,10.58,33.42%,33.3%,36.56%,25.2,10,7.4,29.3,61,9,3.8,14.43,NJ-19180,39.7903027,-75.2396296
Elk,New Jersey,4123,212,Philadelphia-Camden-Wilmington,6215222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,938,N/A,N/A,N/A,Gloucester County,47.30%,47.80%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,87,42,45,69,26,55%,55%,43,63,91,55%,62%,50%,50.15,15.36,11.27,32.47%,31.32%,34.11%,25.2,10,7.4,29.3,71,108,3.8,19.45,NJ-21060,39.6655798,-75.1531477
Franklin township (Gloucester Cnty),New Jersey,16579,3803,Philadelphia-Camden-Wilmington,6215222,N/A,N/A,N/A,$280000,1582,$177,N/A,N/A,N/A,N/A,212,1021,N/A,N/A,N/A,Gloucester County,47.30%,47.80%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,88,43,45,68,24,55%,55%,43,63,93,55%,62%,50%,54.25,18.13,12.32,32.47%,31.32%,34.11%,28.1,6,7.4,29.3,72,84,3.8,4.36,NJ-24840,39.5953703,-75.0189845
Gibbstown,New Jersey,3500,2134,Philadelphia-Camden-Wilmington,6215222,$86181,29.88%,49,$285000,2007,$142,63,85.16%,$1591,48.38%,N/A,N/A,8.65%,5.34%,64.38%,Gloucester County,47.30%,47.80%,3.09%,3.29%,89.03%,4.6%,5.14%,Eastern Standard Time,89,42,47,71,27,55%,55%,43,63,94,55%,62%,50%,47.62,14.67,10.58,33.42%,33.3%,36.56%,25.2,10,7.4,29.3,56,9,3.8,1.64,NJ-26100,39.8233171,-75.2782072
Glassboro,New Jersey,20284,2176,Philadelphia-Camden-Wilmington,6215222,$71608,39.02%,29,$330000,1701,$194,36,63.41%,$1390,63.57%,154,1508,20.09%,9.38%,60.1%,Gloucester County,47.30%,47.80%,5.44%,19.49%,62.47%,9.5%,7.16%,Eastern Standard Time,89,42,47,71,27,54%,53%,42,62,94,55%,62%,50%,50.15,15.36,11.27,32.47%,31.32%,34.11%,25.2,10,7.4,28.3,60,108,3.8,9.32,NJ-26340,39.7013541,-75.1113351
Greenwich township (Gloucester Cnty),New Jersey,4861,5342,Philadelphia-Camden-Wilmington,6215222,N/A,N/A,N/A,$520000,2723,$191,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gloucester County,47.30%,47.80%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,42,47,71,27,55%,55%,43,63,94,55%,62%,50%,47.62,14.67,10.58,33.42%,33.3%,36.56%,25.2,10,7.4,29.3,56,9,3.8,0.91,NJ-28185,39.829979,-75.2896101
Harrison township,New Jersey,12884,10648,Philadelphia-Camden-Wilmington,6215222,N/A,N/A,N/A,$327000,1619,$202,N/A,N/A,N/A,N/A,7,434,N/A,N/A,N/A,Gloucester County,47.30%,47.80%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,42,47,71,27,55%,55%,43,63,94,55%,62%,50%,50.15,15.36,11.27,33.42%,33.3%,36.56%,25.2,10,7.4,29.3,66,108,3.8,1.21,NJ-30180,39.7266785,-75.2074082
