City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Fort Oglethorpe,Georgia,9877,711,Chattanooga,569931,$40564,19.22%,46,$230000,1429,$161,30,63.86%,$643,47.89%,N/A,N/A,11.47%,5.37%,52.18%,Catoosa County,17.70%,77.50%,3.65%,3.78%,84.63%,1.56%,2.18%,Eastern Standard Time,N/A,N/A,N/A,N/A,98,N/A,5.0,52,665,4.5,13.9,GA-30956,34.9318524,-85.2460077,55%,60%,46%,55%,56%,55.0,48,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
Indian Springs,Georgia,2172,848,Chattanooga,569931,$72000,25.71%,35,$289000,2189,$132,36,87.62%,$1604,43.42%,N/A,N/A,6.4%,5.04%,77.08%,Catoosa County,17.70%,77.50%,0.0%,0.0%,92.96%,7.04%,0.0%,Eastern Standard Time,N/A,N/A,N/A,N/A,98,N/A,5.0,56,665,4.5,2.56,GA-41036,34.9606054,-85.1590111,55%,60%,46%,55%,56%,55.0,48,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
Lakeview,Georgia,4761,2097,Chattanooga,569931,$56389,12.77%,37,$230000,1369,$168,55,59.15%,$875,41.81%,N/A,N/A,9.52%,0.0%,60.39%,Catoosa County,17.70%,77.50%,0.19%,0.88%,95.99%,0.0%,0.19%,Eastern Standard Time,N/A,N/A,N/A,N/A,98,N/A,5.0,50,665,4.5,2.27,GA-44900,34.9776797,-85.2538128,55%,60%,46%,55%,56%,55.0,48,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
Ringgold,Georgia,3454,688,Chattanooga,569931,$46237,20.61%,45,$265000,1732,$153,31,45.22%,$666,52.2%,N/A,N/A,14.6%,5.18%,56.06%,Catoosa County,17.70%,77.50%,1.65%,6.02%,86.71%,2.43%,2.52%,Eastern Standard Time,N/A,N/A,N/A,N/A,98,N/A,5.0,52,665,4.5,5.02,GA-65324,34.913641,-85.1214119,55%,60%,46%,55%,56%,55.0,48,67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
