City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
East Griffin,Georgia,1219,852,Atlanta-Sandy Springs-Roswell,6026734,$44219,3.34%,29,$169000,1119,$151,57,35.12%,$1162,69.2%,N/A,N/A,31.75%,9.71%,52.0%,Spalding County,36.40%,60.90%,0.9%,23.95%,46.51%,17.64%,4.35%,Eastern Standard Time,91,57,34,70,35,55%,57%,49,66,101,60%,63%,53%,52.82,13.0,16.25,35.51%,38.46%,38.67%,2.0,0,8.3,49.0,53,711,5.2,1.43,GA-25440,33.2439155,-84.2316223
Experiment,Georgia,3165,1066,Atlanta-Sandy Springs-Roswell,6026734,$30745,7.12%,34,$143000,1430,$100,59,44.58%,$930,67.44%,N/A,N/A,42.89%,9.66%,42.29%,Spalding County,36.40%,60.90%,0.0%,55.48%,38.36%,5.56%,3.1%,Eastern Standard Time,91,56,35,70,34,55%,57%,49,66,101,60%,63%,53%,52.82,13.0,16.25,35.51%,38.46%,38.67%,2.0,0,8.3,49.0,51,711,5.2,2.97,GA-28296,33.2789868,-84.2759873
Griffin,Georgia,23650,1690,Atlanta-Sandy Springs-Roswell,6026734,$44021,16.45%,36,$201000,1436,$140,46,39.75%,$1034,65.82%,N/A,N/A,25.48%,4.52%,57.62%,Spalding County,36.40%,60.90%,0.98%,54.59%,36.27%,3.46%,3.84%,Eastern Standard Time,91,56,35,70,34,55%,57%,49,66,101,60%,63%,53%,52.82,13.0,16.25,35.51%,38.46%,38.67%,2.0,0,8.3,49.0,53,711,5.2,13.99,GA-35324,33.2418622,-84.2746357
Orchard Hill,Georgia,150,417,Atlanta-Sandy Springs-Roswell,6026734,$34375,2.38%,36,N/A,N/A,N/A,44,69.42%,$893,66.67%,N/A,N/A,14.77%,6.25%,52.46%,Spalding County,36.40%,60.90%,0.0%,6.0%,88.67%,0.67%,3.33%,Eastern Standard Time,91,57,34,70,35,52%,54%,53,69,99,63%,67%,56%,51.83,13.1,16.15,35.51%,38.46%,38.67%,2.0,0,5.9,53.1,56,705,5.2,0.36,GA-58296,33.1850994,-84.212252
Sunny Side,Georgia,224,1120,Atlanta-Sandy Springs-Roswell,6026734,$36875,2.1%,33,N/A,N/A,N/A,67,44.13%,$1136,50.67%,N/A,N/A,25.45%,1.08%,63.7%,Spalding County,36.40%,60.90%,0.0%,36.61%,58.48%,4.02%,2.68%,Eastern Standard Time,90,53,37,70,32,55%,57%,49,66,99,60%,63%,53%,52.82,13.0,16.25,31.12%,35.27%,37.11%,2.0,0,8.3,49.0,57,711,5.2,0.2,GA-74572,33.3420504,-84.2911097
