City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Aux Sable,Illinois,13180,453,Chicago-Naperville-Elgin,13942939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grundy County,34.70%,57.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,85,32,53,66,16,60%,56%,39,59,88,52%,65%,39%,43.47,13.69,7.2,35.48%,37.25%,34.44%,27.7,15,8.1,38.4,74,546,3.5,29.09,IL-03090,41.423581,-88.30995
Braceville,Illinois,886,285,Chicago-Naperville-Elgin,13942939,$76667,13.76%,35,$186000,1646,$113,49,65.46%,$1383,36.63%,N/A,N/A,9.82%,4.43%,70.98%,Grundy County,34.70%,57.90%,0.56%,0.0%,72.12%,24.83%,0.56%,Central Standard Time,83,31,52,63,15,60%,56%,39,59,85,52%,65%,39%,41.87,13.9,6.71,35.48%,37.25%,34.44%,27.7,15,8.1,38.4,82,531,3.5,3.11,IL-07640,41.2235199,-88.235666
Braceville township,Illinois,886,285,Chicago-Naperville-Elgin,13942939,$76667,13.76%,35,$186000,1646,$113,49,65.46%,$1383,36.63%,N/A,N/A,9.82%,4.43%,70.98%,Grundy County,34.70%,57.90%,0.56%,0.0%,72.12%,24.83%,0.56%,Central Standard Time,83,31,52,63,15,60%,56%,39,59,85,52%,65%,39%,41.87,13.9,6.71,35.48%,37.25%,34.44%,27.7,15,8.1,38.4,80,531,3.5,3.11,IL-07640,41.2235199,-88.235666
Carbon Hill,Illinois,386,2144,Chicago-Naperville-Elgin,13942939,$66250,10.17%,31,$140000,1707,$82,49,65.28%,$1054,36.8%,N/A,N/A,7.07%,4.68%,65.27%,Grundy County,34.70%,57.90%,0.0%,0.0%,90.93%,8.81%,0.26%,Central Standard Time,85,32,53,66,16,60%,56%,39,59,88,52%,65%,39%,41.87,13.9,6.71,35.48%,37.25%,34.44%,27.7,15,8.1,38.4,79,531,3.5,0.18,IL-11176,41.296977,-88.2998925
Coal City,Illinois,4941,879,Chicago-Naperville-Elgin,13942939,$75108,22.34%,38,$183000,1336,$137,40,77.88%,$970,49.66%,74,543,6.07%,6.19%,67.52%,Grundy County,34.70%,57.90%,0.55%,1.4%,91.86%,3.74%,1.92%,Central Standard Time,85,32,53,66,16,60%,56%,39,59,88,52%,65%,39%,41.87,13.9,6.71,35.48%,37.25%,34.44%,27.7,15,8.1,38.4,79,531,3.5,5.62,IL-15170,41.2772021,-88.280234
Diamond,Illinois,2786,1466,Chicago-Naperville-Elgin,13942939,$51019,16.58%,37,$216000,1532,$141,26,76.45%,$1085,47.62%,0,0,10.99%,1.56%,66.64%,Grundy County,34.70%,57.90%,0.22%,0.0%,95.05%,3.73%,0.5%,Central Standard Time,85,32,53,66,16,60%,56%,39,59,88,52%,65%,39%,41.87,13.9,6.71,35.48%,37.25%,34.44%,27.7,15,8.1,38.4,79,531,3.5,1.9,IL-19837,41.2852242,-88.2507004
Erienna,Illinois,2502,120,Chicago-Naperville-Elgin,13942939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grundy County,34.70%,57.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,85,32,53,66,16,60%,56%,39,59,88,52%,65%,39%,43.47,14.02,6.99,34.36%,34.62%,32.78%,27.7,15,8.1,38.4,67,468,3.5,20.85,IL-24400,41.3488117,-88.5294708
Felix,Illinois,4353,400,Chicago-Naperville-Elgin,13942939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grundy County,34.70%,57.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,85,32,53,66,16,60%,56%,39,59,88,52%,65%,39%,41.87,13.9,6.71,35.48%,37.25%,34.44%,27.7,15,8.1,38.4,79,531,3.5,10.88,IL-25778,41.309538,-88.2859262
Gardner,Illinois,1429,491,Chicago-Naperville-Elgin,13942939,$67441,15.03%,43,$203000,1269,$160,55,86.49%,$815,39.81%,N/A,N/A,6.16%,19.78%,70.08%,Grundy County,34.70%,57.90%,3.01%,0.0%,86.0%,10.85%,3.43%,Central Standard Time,83,31,52,63,15,60%,56%,39,59,85,52%,65%,39%,41.87,13.9,6.71,28.68%,29.23%,26.0%,27.7,15,8.1,38.4,82,531,3.5,2.91,IL-28638,41.1931289,-88.3145532
Garfield,Illinois,1419,78,Chicago-Naperville-Elgin,13942939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Grundy County,34.70%,57.90%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,31,52,63,15,60%,56%,39,59,85,52%,65%,39%,39.77,13.02,5.71,28.68%,29.23%,26.0%,27.7,15,8.1,38.4,82,573,3.5,18.19,IL-28677,41.1561348,-88.3289554
