City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Jemison,Alabama,2631,232,Birmingham-Hoover,1109895,$55333,13.9%,33,$147000,1771,$83,41,78.03%,$799,45.18%,N/A,N/A,9.85%,5.51%,57.87%,Chilton County,15.80%,82.10%,0.0%,16.23%,75.98%,4.71%,1.33%,Central Standard Time,91,56,35,70,34,55%,57%,51,68,100,58%,63%,49%,57.48,13.45,18.06,34.6%,38.57%,40.67%,1.2,0,6.2,58.8,50,621,5.6,11.35,AL-38608,32.9696049,-86.7339311
Maplesville,Alabama,673,206,Birmingham-Hoover,1109895,$44500,7.18%,30,$327000,2795,$117,45,76.25%,$1092,41.34%,N/A,N/A,13.82%,4.23%,67.32%,Chilton County,15.80%,82.10%,0.0%,17.24%,78.16%,1.63%,0.3%,Central Standard Time,91,56,35,70,34,55%,56%,53,69,100,58%,62%,50%,55.61,12.74,17.59,26.36%,30.55%,32.0%,1.2,0,5.9,57.4,51,402,5.6,3.27,AL-46504,32.7867332,-86.8782926
Thorsby,Alabama,2483,426,Birmingham-Hoover,1109895,$58194,13.57%,38,$190000,1310,$145,32,77.05%,N/A,53.61%,N/A,N/A,9.62%,8.75%,48.37%,Chilton County,15.80%,82.10%,0.0%,4.55%,87.03%,7.33%,3.18%,Central Standard Time,91,56,35,70,34,55%,57%,51,68,100,58%,63%,49%,57.48,13.45,18.06,31.07%,35.6%,35.44%,1.2,0,6.2,58.8,49,621,5.6,5.83,AL-76080,32.9169576,-86.720285
