City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Gurley,Alabama,543,153,Huntsville,483366,$55000,20.51%,42,$368000,2044,$180,46,72.3%,$850,55.17%,N/A,N/A,14.42%,2.6%,50.11%,Madison County,38.40%,54.80%,0.0%,6.63%,82.5%,2.21%,0.0%,Central Standard Time,89,50,39,67,29,57%,57%,49,67,96,55%,60%,46%,59.01,13.72,17.87,42.14%,43.63%,46.33%,2.5,0,7.1,56.3,63,1389,4.9,3.55,AL-32440,34.7076492,-86.3861045
Harvest,Alabama,6624,537,Huntsville,483366,$99542,38.09%,36,$290000,1726,$168,16,92.38%,$1233,44.98%,N/A,N/A,13.69%,2.77%,62.99%,Madison County,38.40%,54.80%,1.42%,32.23%,50.57%,10.79%,3.5%,Central Standard Time,91,52,39,70,30,57%,57%,49,67,102,55%,60%,46%,58.02,13.27,17.99,34.47%,33.3%,39.56%,2.5,0,7.1,56.3,61,714,4.9,12.33,AL-33472,34.8557662,-86.7520563
Hazel Green,Alabama,3765,375,Huntsville,483366,$90654,43.1%,36,$272000,1826,$149,31,78.89%,$1051,41.52%,N/A,N/A,4.8%,11.2%,70.97%,Madison County,38.40%,54.80%,2.68%,19.95%,70.09%,1.12%,2.76%,Central Standard Time,89,50,39,68,30,57%,57%,49,67,97,55%,60%,46%,57.99,13.94,17.4,38.36%,39.34%,43.0%,2.5,0,7.1,56.3,65,741,4.9,10.03,AL-33808,34.9236747,-86.5670561
Huntsville,Alabama,218814,1003,Huntsville,483366,$70778,46.19%,36,$332000,2049,$162,36,60.92%,$1078,55.47%,N/A,N/A,13.83%,4.35%,63.55%,Madison County,38.40%,54.80%,1.99%,29.73%,56.08%,8.05%,6.56%,Central Standard Time,92,52,40,71,33,57%,57%,49,67,104,58%,63%,49%,54.13,11.95,16.69,31.67%,31.98%,37.11%,2.5,0,7.1,56.3,49,570,4.9,218.12,AL-37000,34.583517,-86.7982108
Madison,Alabama,58335,1921,Huntsville,483366,$131436,65.9%,38,$440000,2619,$168,20,77.97%,$1375,38.41%,N/A,N/A,4.03%,2.45%,67.4%,Madison County,38.40%,54.80%,7.88%,13.36%,67.33%,7.82%,9.94%,Central Standard Time,92,52,40,71,33,57%,57%,49,67,104,58%,63%,49%,59.84,13.55,18.29,31.67%,31.98%,37.11%,2.5,0,7.1,56.3,56,708,4.9,30.36,AL-45784,34.7113424,-86.7626187
Meridianville,Alabama,10268,660,Huntsville,483366,$93030,38.01%,40,$350000,2188,$160,15,92.17%,$983,41.18%,N/A,N/A,5.55%,4.99%,64.56%,Madison County,38.40%,54.80%,4.8%,25.94%,58.12%,4.55%,7.04%,Central Standard Time,91,52,39,70,30,57%,57%,49,67,102,55%,60%,46%,57.99,13.94,17.4,38.36%,39.34%,43.0%,2.5,0,7.1,56.3,62,741,4.9,15.56,AL-48112,34.8728881,-86.5722088
Moores Mill,Alabama,6041,444,Huntsville,483366,$86902,36.38%,45,$390000,2294,$170,24,81.67%,$1235,41.35%,N/A,N/A,11.8%,4.33%,65.3%,Madison County,38.40%,54.80%,4.42%,26.55%,57.09%,6.89%,7.07%,Central Standard Time,89,50,39,68,30,57%,57%,49,67,97,55%,60%,46%,57.99,13.94,17.4,42.14%,43.63%,46.33%,2.5,0,7.1,56.3,63,741,4.9,13.61,AL-51216,34.8490914,-86.5221994
New Hope,Alabama,2895,334,Huntsville,483366,$80787,26.26%,34,$312000,2346,$133,31,76.78%,$692,35.36%,N/A,N/A,6.39%,7.94%,71.88%,Madison County,38.40%,54.80%,0.41%,1.31%,94.85%,0.0%,0.41%,Central Standard Time,89,50,39,67,29,57%,57%,49,67,96,58%,63%,49%,59.71,13.56,18.44,32.96%,33.74%,39.33%,2.5,0,7.1,56.3,63,540,4.9,8.66,AL-54168,34.5370506,-86.4128148
New Market,Alabama,1296,74,Huntsville,483366,$71083,18.96%,38,$305000,1906,$160,31,71.3%,$967,46.6%,N/A,N/A,6.4%,1.26%,75.69%,Madison County,38.40%,54.80%,1.47%,10.19%,78.09%,7.02%,5.56%,Central Standard Time,89,50,39,68,30,57%,57%,49,67,97,55%,60%,46%,57.99,13.94,17.4,42.14%,43.63%,46.33%,2.5,0,7.1,56.3,67,741,4.9,17.53,AL-54312,34.8892481,-86.4226204
Owens Cross Roads,Alabama,2678,321,Huntsville,483366,$73708,20.0%,32,$295000,1832,$161,16,82.39%,$895,44.54%,N/A,N/A,9.98%,8.64%,69.47%,Madison County,38.40%,54.80%,1.12%,3.51%,81.78%,5.23%,2.88%,Central Standard Time,89,50,39,67,29,57%,57%,49,67,96,58%,63%,49%,59.71,13.56,18.44,32.96%,33.74%,39.33%,2.5,0,7.1,56.3,62,540,4.9,8.33,AL-57504,34.5845069,-86.4573951
Redstone Arsenal,Alabama,971,45,Huntsville,483366,$118750,54.41%,41,N/A,N/A,N/A,30,1.88%,$1682,41.42%,N/A,N/A,11.97%,7.3%,71.78%,Madison County,38.40%,54.80%,2.68%,12.46%,61.48%,16.07%,5.66%,Central Standard Time,92,52,40,71,33,57%,57%,49,67,104,58%,63%,49%,63.48,14.62,19.87,31.67%,31.98%,37.11%,2.5,0,7.1,56.3,59,627,4.9,21.81,AL-63912,34.6644586,-86.6530236
Triana,Alabama,3510,1254,Huntsville,483366,$102375,43.14%,35,$307000,1806,$170,8,89.67%,$1710,40.19%,N/A,N/A,6.67%,5.86%,70.52%,Madison County,38.40%,54.80%,4.5%,46.64%,44.25%,0.54%,4.22%,Central Standard Time,92,52,40,71,33,57%,57%,49,67,104,58%,63%,49%,54.13,11.95,16.69,31.67%,31.98%,37.11%,2.5,0,7.1,56.3,57,570,4.9,2.8,AL-76824,34.5888265,-86.7489274
