City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Bloomingdale,New Jersey,7759,882,New York-Newark-Jersey City,20011812,$116305,39.74%,44,$398000,1382,$288,64,71.87%,$1803,46.7%,61,395,9.01%,6.31%,68.28%,Passaic County,59.50%,37.20%,4.76%,4.88%,73.62%,17.46%,15.22%,Eastern Standard Time,84,36,48,63,19,53%,51%,41,61,85,50%,62%,42%,52.46,15.47,12.16,34.85%,39.12%,32.56%,31.3,9,7.4,25.9,70,558,3.8,8.8,NJ-06340,41.0300234,-74.3318756
Clifton,New Jersey,89460,7931,New York-Newark-Jersey City,20011812,$86616,33.65%,40,$475000,1385,$343,67,59.34%,$1490,49.18%,111,1496,8.75%,5.87%,67.79%,Passaic County,59.50%,37.20%,9.4%,4.5%,46.33%,37.96%,36.52%,Eastern Standard Time,88,41,47,70,26,53%,51%,41,61,91,55%,62%,50%,52.79,15.45,12.25,34.63%,34.73%,37.0%,31.3,9,7.4,25.9,43,177,3.8,11.28,NJ-13690,40.8630321,-74.1575383
Haledon,New Jersey,8936,7325,New York-Newark-Jersey City,20011812,$94146,25.37%,41,$579000,2098,$276,57,47.11%,$1514,56.03%,374,1703,7.29%,4.65%,70.17%,Passaic County,59.50%,37.20%,4.07%,11.37%,26.88%,56.85%,33.83%,Eastern Standard Time,86,39,47,67,23,53%,51%,41,61,88,55%,62%,50%,50.87,15.12,11.35,34.85%,39.12%,32.56%,31.3,9,7.4,25.9,53,54,3.8,1.22,NJ-29070,40.9363217,-74.1887566
Hawthorne,New Jersey,19507,5876,New York-Newark-Jersey City,20011812,$107416,44.84%,42,$490000,1526,$321,63,68.23%,$1580,48.4%,0,743,4.26%,4.87%,72.55%,Passaic County,59.50%,37.20%,0.87%,6.01%,64.36%,26.95%,18.42%,Eastern Standard Time,86,39,47,67,23,53%,51%,41,61,88,55%,62%,50%,50.87,15.12,11.35,34.85%,39.12%,32.56%,31.3,9,7.4,25.9,54,54,3.8,3.32,NJ-30570,40.9579608,-74.1581628
Little Falls,New Jersey,14524,5301,New York-Newark-Jersey City,20011812,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137,613,N/A,N/A,N/A,Passaic County,59.50%,37.20%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,39,47,67,23,53%,51%,41,61,88,55%,62%,50%,52.79,15.45,12.25,34.85%,39.12%,32.56%,31.3,9,7.4,25.9,51,177,3.8,2.74,NJ-40650,40.8762478,-74.218336
North Haledon,New Jersey,8893,2570,New York-Newark-Jersey City,20011812,$107250,36.15%,45,$674000,1937,$348,61,93.49%,$2215,35.26%,35,584,3.92%,5.83%,60.35%,Passaic County,59.50%,37.20%,1.81%,6.4%,73.72%,18.33%,16.3%,Eastern Standard Time,86,39,47,67,23,53%,51%,41,61,88,55%,62%,50%,50.87,15.12,11.35,34.85%,39.12%,32.56%,31.3,9,7.4,25.9,61,54,3.8,3.46,NJ-53040,40.9627672,-74.1844257
Passaic,New Jersey,70308,22463,New York-Newark-Jersey City,20011812,$49436,15.87%,30,$370000,1523,$243,79,22.23%,$1246,62.68%,529,1744,25.32%,11.71%,65.63%,Passaic County,59.50%,37.20%,3.65%,7.58%,15.71%,73.43%,40.74%,Eastern Standard Time,88,41,47,70,26,53%,51%,41,61,91,55%,62%,50%,48.47,14.29,10.93,34.63%,34.73%,37.0%,31.3,9,7.4,25.9,34,9,3.8,3.13,NJ-56550,40.8574698,-74.1282124
Paterson,New Jersey,157927,18778,New York-Newark-Jersey City,20011812,$48540,12.51%,33,$410000,2000,$205,69,29.46%,$1278,59.58%,841,2161,25.07%,9.32%,62.99%,Passaic County,59.50%,37.20%,4.41%,24.73%,8.15%,62.64%,43.53%,Eastern Standard Time,86,39,47,67,23,53%,51%,41,61,88,55%,62%,50%,50.87,15.12,11.35,34.85%,39.12%,32.56%,31.3,9,7.4,25.9,44,54,3.8,8.41,NJ-57000,40.9146857,-74.1623725
Pompton Lakes,New Jersey,11113,3845,New York-Newark-Jersey City,20011812,$100906,41.51%,40,$405000,1436,$282,60,73.96%,$1479,45.6%,73,529,8.54%,4.0%,72.45%,Passaic County,59.50%,37.20%,6.31%,1.73%,77.96%,10.86%,14.43%,Eastern Standard Time,84,36,48,63,19,53%,51%,41,61,85,50%,62%,42%,52.46,15.47,12.16,34.85%,39.12%,32.56%,31.3,9,7.4,25.9,66,558,3.8,2.89,NJ-60090,41.0024131,-74.2858356
Prospect Park,New Jersey,6301,13406,New York-Newark-Jersey City,20011812,$51618,21.22%,35,$533000,2563,$208,73,52.41%,$1474,55.83%,85,1423,17.9%,7.98%,64.29%,Passaic County,59.50%,37.20%,1.4%,20.11%,21.9%,54.75%,37.42%,Eastern Standard Time,86,39,47,67,23,53%,51%,41,61,88,55%,62%,50%,50.87,15.12,11.35,34.85%,39.12%,32.56%,31.3,9,7.4,25.9,52,54,3.8,0.47,NJ-61170,40.9380555,-74.1736052
