City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Arnold,Missouri,21102,1830,St. Louis,2815627,N/A,N/A,N/A,$268000,1729,$155,N/A,N/A,N/A,N/A,151,2980,N/A,N/A,N/A,Jefferson County,29.50%,64.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,45.37,12.13,7.9,28.9%,28.24%,25.89%,17.2,11,6.9,46.9,40,483,4.2,11.53,MO-01975,38.4296847,-90.3732364
Barnhart,Missouri,6676,1309,St. Louis,2815627,$86509,21.53%,31,$197000,1305,$151,40,92.08%,$972,52.46%,N/A,N/A,4.91%,4.3%,74.33%,Jefferson County,29.50%,64.50%,0.1%,0.19%,94.34%,0.3%,0.9%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,45.37,12.13,7.9,28.9%,28.24%,25.89%,17.2,11,6.9,46.9,52,483,4.2,5.1,MO-03394,38.3359439,-90.4045042
Byrnes Mill,Missouri,2983,581,St. Louis,2815627,$86944,30.26%,40,N/A,N/A,N/A,26,85.02%,$988,35.09%,N/A,N/A,8.75%,4.44%,66.38%,Jefferson County,29.50%,64.50%,0.54%,0.0%,94.5%,2.45%,0.67%,Central Standard Time,90,42,48,68,22,58%,55%,44,65,97,57%,67%,49%,45.78,13.56,7.8,26.11%,25.6%,23.0%,17.2,11,6.9,46.9,63,516,4.2,5.13,MO-10240,38.4394714,-90.5741546
Cedar Hill,Missouri,1625,707,St. Louis,2815627,$69741,19.22%,33,$188000,1253,$150,40,64.37%,$829,62.9%,N/A,N/A,11.15%,4.44%,73.46%,Jefferson County,29.50%,64.50%,0.43%,0.0%,95.75%,2.65%,1.91%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,44.9,12.37,8.01,26.11%,25.6%,23.0%,17.2,11,6.9,46.9,66,768,4.2,2.3,MO-12358,38.3575418,-90.6409579
Cedar Hill Lakes,Missouri,345,1568,St. Louis,2815627,$54821,13.9%,42,N/A,N/A,N/A,62,91.59%,$617,60.51%,N/A,N/A,9.06%,3.59%,53.18%,Jefferson County,29.50%,64.50%,1.16%,0.0%,95.94%,0.58%,0.87%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,44.9,12.37,8.01,26.11%,25.6%,23.0%,17.2,11,6.9,46.9,68,768,4.2,0.22,MO-12376,38.3298897,-90.6577571
Crystal City,Missouri,4733,1049,St. Louis,2815627,$57441,17.69%,41,$181000,1058,$171,52,71.43%,$782,53.12%,106,3426,11.94%,5.78%,58.82%,Jefferson County,29.50%,64.50%,0.06%,3.7%,91.95%,0.55%,0.3%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,44.49,11.18,8.52,28.9%,28.24%,25.89%,17.2,11,6.9,46.9,46,549,4.2,4.51,MO-17632,38.222743,-90.3813192
De Soto,Missouri,6359,1452,St. Louis,2815627,$38872,12.93%,37,$117000,1093,$107,50,69.31%,$763,57.92%,94,1856,16.35%,9.5%,63.12%,Jefferson County,29.50%,64.50%,0.25%,1.35%,90.89%,0.3%,0.79%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,45.6,11.92,8.4,26.11%,25.6%,23.0%,17.2,11,6.9,46.9,58,669,4.2,4.38,MO-19252,38.1410659,-90.5608355
Festus,Missouri,12054,2040,St. Louis,2815627,$59041,22.89%,37,$229000,1414,$162,43,60.9%,$837,51.4%,N/A,N/A,12.15%,6.22%,63.17%,Jefferson County,29.50%,64.50%,0.59%,2.99%,91.11%,2.98%,0.73%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,44.49,11.18,8.52,28.9%,28.24%,25.89%,17.2,11,6.9,46.9,55,549,4.2,5.91,MO-24094,38.2194272,-90.4097242
Herculaneum,Missouri,4081,981,St. Louis,2815627,$66773,19.31%,41,$281000,1643,$171,22,79.5%,$1541,41.96%,120,2916,12.01%,10.03%,59.67%,Jefferson County,29.50%,64.50%,0.27%,0.0%,92.28%,0.0%,0.27%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,44.49,11.18,8.52,28.9%,28.24%,25.89%,17.2,11,6.9,46.9,51,549,4.2,4.16,MO-31708,38.2579216,-90.394824
High Ridge,Missouri,3917,1039,St. Louis,2815627,N/A,N/A,N/A,$210000,1533,$137,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,29.50%,64.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,90,42,48,68,22,58%,55%,44,65,97,57%,67%,49%,45.78,13.56,7.8,26.11%,25.6%,23.0%,17.2,11,6.9,46.9,59,516,4.2,3.77,MO-32144,38.4346513,-90.56659
Hillsboro,Missouri,3251,847,St. Louis,2815627,$56789,20.16%,29,$240000,1538,$156,27,67.83%,$833,55.35%,526,2135,12.1%,5.03%,57.22%,Jefferson County,29.50%,64.50%,1.29%,3.05%,90.34%,3.2%,1.81%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,44.9,12.37,8.01,26.11%,25.6%,23.0%,17.2,11,6.9,46.9,66,768,4.2,3.84,MO-32248,38.2329534,-90.5671939
Horine,Missouri,1090,1535,St. Louis,2815627,$52177,0.0%,22,N/A,N/A,N/A,61,92.84%,N/A,50.19%,N/A,N/A,8.44%,11.98%,51.71%,Jefferson County,29.50%,64.50%,0.0%,0.0%,99.08%,0.0%,0.0%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,44.49,11.18,8.52,28.9%,28.24%,25.89%,17.2,11,6.9,46.9,63,549,4.2,0.71,MO-33040,38.2670288,-90.4323462
Imperial,Missouri,4580,874,St. Louis,2815627,N/A,N/A,N/A,$295000,1903,$155,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jefferson County,29.50%,64.50%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,45.37,12.13,7.9,28.9%,28.24%,25.89%,17.2,11,6.9,46.9,48,483,4.2,5.24,MO-34358,38.3684225,-90.4492894
Kimmswick,Missouri,104,452,St. Louis,2815627,$41250,9.09%,43,N/A,N/A,N/A,N/A,72.12%,$892,55.56%,0,0,0.0%,0.0%,55.68%,Jefferson County,29.50%,64.50%,0.0%,0.0%,100.0%,0.0%,0.0%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,45.37,12.13,7.9,28.9%,28.24%,25.89%,17.2,11,6.9,46.9,47,483,4.2,0.23,MO-38684,38.3655998,-90.3646039
LaBarque Creek,Missouri,1165,66,St. Louis,2815627,$111311,38.08%,54,$225000,1957,$115,31,97.67%,N/A,41.98%,N/A,N/A,3.89%,0.0%,68.51%,Jefferson County,29.50%,64.50%,0.0%,0.69%,85.15%,6.09%,2.06%,Central Standard Time,90,42,48,68,22,58%,55%,44,65,97,57%,67%,49%,43.79,11.33,7.81,26.11%,25.6%,23.0%,17.2,11,6.9,46.9,64,591,4.2,17.57,MO-39503,38.4162249,-90.6776743
Lake Tekakwitha,Missouri,270,1350,St. Louis,2815627,$55625,14.15%,44,$100000,1111,$90,56,83.7%,N/A,54.8%,N/A,N/A,3.7%,6.63%,79.03%,Jefferson County,29.50%,64.50%,1.48%,0.0%,97.41%,0.74%,0.0%,Central Standard Time,90,42,48,68,22,58%,55%,44,65,97,57%,67%,49%,43.79,11.33,7.81,31.64%,31.76%,26.67%,17.2,11,6.9,46.9,64,591,4.2,0.2,MO-40214,38.4415176,-90.7152854
Murphy,Missouri,8373,2125,St. Louis,2815627,$54911,14.64%,37,$176000,1364,$129,43,72.17%,$895,55.23%,N/A,N/A,14.71%,5.87%,69.85%,Jefferson County,29.50%,64.50%,0.79%,1.23%,82.66%,6.04%,2.9%,Central Standard Time,89,41,48,69,22,58%,55%,44,65,95,57%,67%,49%,45.78,13.56,7.8,31.64%,31.76%,26.67%,17.2,11,6.9,46.9,45,516,4.2,3.94,MO-50834,38.492232,-90.4855455
Olympian Village,Missouri,751,1444,St. Louis,2815627,$46477,5.95%,37,N/A,N/A,N/A,37,78.7%,$894,48.03%,N/A,N/A,19.31%,5.71%,60.98%,Jefferson County,29.50%,64.50%,0.13%,0.0%,89.75%,3.86%,0.4%,Central Standard Time,88,42,46,67,22,58%,55%,44,65,93,57%,67%,49%,45.6,11.92,8.4,28.9%,28.24%,25.89%,17.2,11,6.9,46.9,69,669,4.2,0.52,MO-54686,38.1347781,-90.458174
Parkdale,Missouri,190,1462,St. Louis,2815627,$63750,11.38%,62,N/A,N/A,N/A,60,91.58%,N/A,41.95%,N/A,N/A,4.21%,2.53%,45.93%,Jefferson County,29.50%,64.50%,0.53%,0.0%,96.84%,0.0%,1.58%,Central Standard Time,90,42,48,68,22,58%,55%,44,65,97,57%,67%,49%,45.78,13.56,7.8,31.64%,31.76%,26.67%,17.2,11,6.9,46.9,59,516,4.2,0.13,MO-56226,38.4775022,-90.5294388
Peaceful Village,Missouri,92,460,St. Louis,2815627,$47250,6.58%,53,N/A,N/A,N/A,15,46.74%,N/A,63.04%,N/A,N/A,46.74%,0.0%,39.13%,Jefferson County,29.50%,64.50%,0.0%,0.0%,100.0%,0.0%,2.17%,Central Standard Time,90,42,48,68,22,58%,55%,44,65,97,57%,67%,49%,45.78,13.56,7.8,31.64%,31.76%,26.67%,17.2,11,6.9,46.9,59,516,4.2,0.2,MO-56620,38.4669593,-90.5427959
