City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Adair Village,Oregon,1107,2516,Corvallis,115096,$77083,49.26%,36,N/A,N/A,N/A,23,60.34%,$1464,37.01%,N/A,N/A,4.43%,5.25%,76.13%,Benton County,59.90%,27.60%,4.79%,1.9%,74.89%,13.37%,10.21%,Pacific Standard Time,84,47,37,42.3,162,2.8,6.5,79,207,3.1,0.44,OR-00275,44.6707212,-123.2160101,50%,67%,30%,59%,42%,4.6,43,51,52,34,1.81,17.79,46.33%,14.95%,67.67%,0
Alpine,Oregon,215,250,Corvallis,115096,$22083,39.49%,46,N/A,N/A,N/A,50,83.26%,N/A,16.56%,N/A,N/A,23.72%,9.41%,54.14%,Benton County,59.90%,27.60%,0.0%,0.0%,76.28%,16.74%,12.09%,Pacific Standard Time,83,45,38,44.62,154,4.8,7.0,81,477,3.1,0.86,OR-01700,44.3302612,-123.3628446,50%,67%,30%,61%,42%,4.1,44,51,51,34,1.9,19.35,39.07%,11.98%,59.0%,1
Alsea,Oregon,220,1375,Corvallis,115096,$51094,2.8%,20,N/A,N/A,N/A,54,62.73%,N/A,59.54%,N/A,N/A,39.55%,12.64%,66.41%,Benton County,59.90%,27.60%,0.0%,0.0%,98.64%,0.0%,0.0%,Pacific Standard Time,76,44,32,93.33,177,4.8,7.0,82,210,3.1,0.16,OR-01800,44.381815,-123.5958311,50%,67%,30%,61%,42%,4.1,44,51,49,35,3.6,41.25,48.9%,20.33%,67.0%,1
Bellfountain,Oregon,8,6,Corvallis,115096,$0,0.0%,N/A,N/A,N/A,N/A,59,100.0%,N/A,100.0%,N/A,N/A,0.0%,0.0%,0.0%,Benton County,59.90%,27.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Pacific Standard Time,83,45,38,53.15,154,4.8,7.0,81,456,3.1,1.35,OR-05700,44.3654237,-123.3558549,50%,67%,30%,61%,42%,4.1,44,51,51,34,1.78,23.97,39.07%,11.98%,59.0%,1
Corvallis,Oregon,58612,4107,Corvallis,115096,$55390,58.45%,27,$472000,1628,$290,42,43.82%,$1164,65.55%,N/A,N/A,25.55%,6.89%,60.75%,Benton County,59.90%,27.60%,10.14%,1.31%,75.97%,8.1%,12.72%,Pacific Standard Time,84,47,37,43.73,162,3.9,6.5,55,210,3.1,14.27,OR-15800,44.5697885,-123.2780453,50%,67%,30%,59%,42%,4.6,43,51,52,34,1.94,18.34,40.38%,13.74%,58.0%,0
Monroe,Oregon,643,1261,Corvallis,115096,$51688,23.01%,38,$400000,1347,$297,47,65.94%,$736,46.51%,N/A,N/A,7.29%,3.97%,70.46%,Benton County,59.90%,27.60%,2.33%,0.0%,59.41%,31.57%,8.55%,Pacific Standard Time,83,45,38,44.62,154,4.8,7.0,81,477,3.1,0.51,OR-49600,44.3168537,-123.2988635,50%,67%,30%,61%,42%,4.1,44,51,51,34,1.9,19.35,39.07%,11.98%,59.0%,1
Philomath,Oregon,5143,2546,Corvallis,115096,$77938,44.76%,32,$420000,1350,$311,36,70.43%,$1044,41.95%,N/A,N/A,8.43%,2.87%,73.74%,Benton County,59.90%,27.60%,2.51%,3.95%,82.54%,6.01%,3.54%,Pacific Standard Time,84,45,39,46.23,162,3.9,6.5,73,402,3.1,2.02,OR-57450,44.5423127,-123.3598844,50%,67%,30%,59%,42%,4.6,43,51,48,29,1.78,20.4,40.38%,13.74%,58.0%,0
Summit,Oregon,267,834,Corvallis,115096,$52813,21.85%,31,N/A,N/A,N/A,46,79.78%,N/A,47.5%,N/A,N/A,17.98%,15.0%,90.0%,Benton County,59.90%,27.60%,0.0%,0.0%,95.88%,0.0%,0.0%,Pacific Standard Time,84,45,39,67.43,171,4.8,6.5,79,789,3.1,0.32,OR-70870,44.6360461,-123.5767092,50%,67%,30%,59%,42%,4.6,43,51,48,29,2.83,28.59,45.86%,15.38%,64.0%,1
