City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Ashley,Ohio,1410,2136,Columbus,2122480,$57896,7.07%,36,$225000,1131,$199,49,54.08%,$869,59.33%,N/A,N/A,15.08%,1.3%,66.12%,Delaware County,38.70%,54.50%,0.0%,0.0%,91.06%,1.06%,0.21%,Eastern Standard Time,84,35,49,63,19,58%,55%,41,61,86,45%,54%,35%,43.39,12.56,9.11,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,74,846,5.1,0.66,OH-02582,40.4098054,-82.9516527
Berkshire,Ohio,3386,161,Columbus,2122480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,38,48,65,22,58%,55%,41,61,89,45%,54%,35%,43.39,12.56,9.11,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,66,846,5.1,21.03,OH-05774,40.2452592,-82.8981394
Berlin township (Delaware Cnty),Ohio,7294,1909,Columbus,2122480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,38,48,65,22,58%,55%,41,61,89,45%,54%,35%,43.39,12.56,9.11,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,66,846,5.1,3.82,OH-05788,40.2491523,-82.9850065
Brown township (Delaware Cnty),Ohio,1908,76,Columbus,2122480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,38,48,65,22,58%,55%,41,61,89,45%,54%,35%,43.39,12.56,9.11,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,74,846,5.1,25.11,OH-09428,40.3239318,-82.9805033
Concord township (Delaware Cnty),Ohio,10256,485,Columbus,2122480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,36,49,65,21,58%,55%,41,61,88,45%,54%,35%,42.08,12.34,8.41,34.38%,33.41%,36.0%,20.9,15,7.6,38.6,68,888,5.1,21.15,OH-18140,40.2147227,-83.1446142
Delaware,Ohio,38193,1913,Columbus,2122480,N/A,N/A,N/A,$430000,2376,$181,N/A,N/A,N/A,N/A,147,1174,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,36,49,65,21,58%,55%,41,61,88,45%,54%,35%,43.39,12.56,9.11,34.38%,33.41%,36.0%,20.9,15,7.6,38.6,58,846,5.1,19.96,OH-21469,40.2909885,-83.07962
Delaware township (Delaware Cnty),Ohio,2598,130,Columbus,2122480,N/A,N/A,N/A,$430000,2376,$181,N/A,N/A,N/A,N/A,147,1174,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,36,49,65,21,58%,55%,41,61,88,45%,54%,35%,43.39,12.56,9.11,34.38%,33.41%,36.0%,20.9,15,7.6,38.6,63,846,5.1,19.96,OH-21469,40.2909885,-83.07962
Galena,Ohio,1022,480,Columbus,2122480,$107778,43.88%,37,$540000,2983,$181,19,89.77%,$986,44.25%,N/A,N/A,11.84%,0.72%,70.54%,Delaware County,38.70%,54.50%,1.96%,6.65%,84.25%,0.68%,5.58%,Eastern Standard Time,86,38,48,65,22,58%,55%,41,61,89,45%,54%,35%,43.39,12.56,9.11,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,67,846,5.1,2.13,OH-29148,40.2200953,-82.8842262
Genoa township,Ohio,25898,17381,Columbus,2122480,N/A,N/A,N/A,$123000,1000,$123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,38,48,65,22,58%,55%,41,61,89,45%,54%,35%,45.35,14.1,8.69,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,61,732,5.1,1.49,OH-29694,40.1744082,-82.8974581
Harlem,Ohio,4426,167,Columbus,2122480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,86,38,48,65,22,58%,55%,41,61,89,45%,54%,35%,45.33,13.02,9.3,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,70,996,5.1,26.5,OH-33516,40.1655469,-82.8073536
Kilbourne,Ohio,29,64,Columbus,2122480,N/A,0.0%,41,N/A,N/A,N/A,N/A,100.0%,N/A,55.0%,N/A,N/A,0.0%,0.0%,100.0%,Delaware County,38.70%,54.50%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,86,38,48,65,22,58%,55%,41,61,89,45%,54%,35%,43.39,12.56,9.11,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,74,846,5.1,0.45,OH-40124,40.3323043,-82.9592378
Kingston township,Ohio,2412,6347,Columbus,2122480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,83,34,49,61,17,58%,55%,41,61,85,45%,54%,35%,43.39,12.56,9.11,39.75%,37.58%,43.22%,20.9,15,7.6,38.6,74,846,5.1,0.38,OH-40362,40.3195816,-82.8878993
Liberty township (Delaware Cnty),Ohio,28864,881,Columbus,2122480,N/A,N/A,N/A,$450000,2616,$172,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Delaware County,38.70%,54.50%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,37,48,64,21,58%,55%,41,61,88,45%,54%,35%,43.9,12.97,9.03,35.48%,36.04%,33.89%,20.9,15,7.6,38.6,61,819,5.1,32.76,OH-43106,40.1934991,-83.0784663
