City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Belview,Virginia,999,564,Blacksburg-Christiansburg-Radford,117316,$56054,10.97%,33,N/A,N/A,N/A,28,51.75%,$729,48.71%,N/A,N/A,18.0%,0.0%,50.35%,Montgomery County,46.50%,45.20%,0.0%,10.41%,89.59%,0.0%,3.4%,Eastern Standard Time,84,42,42,61,23,51%,54%,43,62,86,59%,64%,54%,45.58,12.76,9.33,38.19%,40.77%,38.44%,21.2,12,6.6,33.8,75,1728,4.8,1.77,VA-06512,37.1687814,-80.5111434
Blacksburg,Virginia,44395,2249,Blacksburg-Christiansburg-Radford,117316,$41711,70.22%,22,$350000,1613,$217,36,31.97%,$1141,77.84%,111,611,44.27%,4.04%,48.74%,Montgomery County,46.50%,45.20%,12.46%,4.4%,75.79%,4.18%,14.2%,Eastern Standard Time,83,41,42,61,22,51%,54%,43,62,84,59%,64%,54%,45.41,12.66,9.5,38.19%,40.77%,38.44%,21.2,12,6.6,33.8,74,1917,4.8,19.74,VA-07784,37.229979,-80.4278487
Christiansburg,Virginia,22482,1538,Blacksburg-Christiansburg-Radford,117316,$63372,40.37%,39,$264000,1796,$147,31,62.57%,$941,46.22%,136,2052,9.34%,2.38%,63.41%,Montgomery County,46.50%,45.20%,2.94%,5.37%,86.46%,2.68%,4.74%,Eastern Standard Time,82,41,41,62,24,51%,54%,43,62,83,59%,64%,54%,43.33,11.3,9.16,37.15%,39.23%,38.78%,20.5,7,6.6,33.8,72,1920,4.8,14.62,VA-16608,37.1405932,-80.4036488
Elliston,Virginia,1040,954,Blacksburg-Christiansburg-Radford,117316,N/A,3.62%,28,$252000,1585,$159,41,61.63%,$699,55.05%,N/A,N/A,54.42%,0.0%,67.68%,Montgomery County,46.50%,45.20%,0.0%,0.0%,70.96%,29.04%,9.62%,Eastern Standard Time,80,40,40,61,22,51%,54%,43,62,81,59%,64%,54%,43.24,11.94,9.08,35.81%,41.1%,33.22%,21.2,12,6.6,33.8,74,1206,4.8,1.09,VA-25488,37.2216695,-80.2157005
Lafayette,Virginia,813,1270,Blacksburg-Christiansburg-Radford,117316,N/A,37.74%,49,N/A,N/A,N/A,63,82.41%,N/A,77.65%,N/A,N/A,21.28%,29.85%,53.09%,Montgomery County,46.50%,45.20%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,80,40,40,61,22,51%,54%,43,62,81,59%,64%,54%,43.24,11.94,9.08,35.81%,41.1%,33.22%,21.2,12,6.6,33.8,74,1206,4.8,0.64,VA-43224,37.2330391,-80.205034
Merrimac,Virginia,2893,1682,Blacksburg-Christiansburg-Radford,117316,$59031,36.59%,44,N/A,N/A,N/A,35,40.54%,$691,64.04%,N/A,N/A,15.06%,8.0%,48.39%,Montgomery County,46.50%,45.20%,3.77%,14.21%,71.38%,7.12%,7.64%,Eastern Standard Time,83,41,42,61,22,51%,54%,43,62,84,59%,64%,54%,44.18,11.68,9.27,38.19%,40.77%,38.44%,21.2,12,6.6,33.8,75,1923,4.8,1.72,VA-51208,37.1902964,-80.4243385
Plum Creek,Virginia,1066,688,Blacksburg-Christiansburg-Radford,117316,$36717,5.96%,43,$190000,1011,$188,23,70.08%,$729,60.34%,N/A,N/A,28.42%,8.93%,64.44%,Montgomery County,46.50%,45.20%,0.0%,3.56%,86.12%,4.41%,1.22%,Eastern Standard Time,82,41,41,62,24,51%,54%,43,62,83,59%,64%,54%,43.3,11.69,9.07,37.15%,39.23%,38.78%,20.5,7,6.6,33.8,73,1725,4.8,1.55,VA-63190,37.12984,-80.5006
Prices Fork,Virginia,840,416,Blacksburg-Christiansburg-Radford,117316,$54375,30.77%,39,N/A,N/A,N/A,42,59.17%,$870,35.46%,N/A,N/A,5.83%,3.86%,69.14%,Montgomery County,46.50%,45.20%,0.0%,0.0%,92.02%,7.98%,10.36%,Eastern Standard Time,83,41,42,61,22,51%,54%,43,62,84,59%,64%,54%,45.58,12.76,9.33,38.19%,40.77%,38.44%,21.2,12,6.6,33.8,75,1728,4.8,2.02,VA-64512,37.2070238,-80.4851781
Riner,Virginia,1196,819,Blacksburg-Christiansburg-Radford,117316,$115114,47.34%,42,N/A,N/A,N/A,19,89.3%,$1857,29.07%,N/A,N/A,1.51%,9.0%,66.59%,Montgomery County,46.50%,45.20%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,82,41,41,62,24,51%,54%,43,62,83,59%,64%,54%,43.33,11.3,9.16,37.15%,39.23%,38.78%,20.5,7,6.6,33.8,73,1920,4.8,1.46,VA-67256,37.067534,-80.4404567
Shawsville,Virginia,1952,820,Blacksburg-Christiansburg-Radford,117316,$60511,7.82%,40,N/A,N/A,N/A,40,89.65%,$858,42.86%,N/A,N/A,20.49%,0.0%,52.21%,Montgomery County,46.50%,45.20%,0.0%,4.0%,96.0%,0.0%,0.0%,Eastern Standard Time,82,41,41,62,24,51%,54%,43,62,83,59%,64%,54%,43.24,11.94,9.08,35.81%,41.1%,33.22%,20.5,7,6.6,33.8,74,1206,4.8,2.38,VA-71632,37.1707436,-80.2526721
