City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Fort Pierce,Florida,48094,2022,Port St. Lucie,482922,$46745,18.81%,38,$275000,1403,$196,39,43.76%,$1194,59.9%,555,2880,26.21%,9.74%,55.18%,St. Lucie County,47.10%,49.50%,1.64%,42.2%,32.99%,21.65%,18.35%,Eastern Standard Time,90,73,17,75,53,61%,66%,65,73,103,70%,73%,67%,52.01,18.09,7.79,34.82%,46.15%,26.22%,0.0,0,8.2,76.8,76,24,6.7,23.79,FL-24300,27.4263101,-80.3416555
Fort Pierce North,Florida,7023,1656,Port St. Lucie,482922,$36707,16.14%,40,$198000,1311,$151,46,61.98%,$893,68.22%,N/A,N/A,22.1%,3.25%,53.66%,St. Lucie County,47.10%,49.50%,0.0%,56.76%,8.74%,30.5%,20.49%,Eastern Standard Time,91,74,17,74,52,61%,66%,65,73,106,70%,73%,67%,49.06,18.43,6.65,34.74%,46.7%,26.56%,0.0,0,8.2,76.8,76,21,6.7,4.24,FL-24337,27.473616,-80.3594371
Fort Pierce South,Florida,4686,1755,Port St. Lucie,482922,$42222,19.63%,40,$275000,1250,$220,51,78.74%,$1059,54.39%,N/A,N/A,19.59%,4.65%,59.8%,St. Lucie County,47.10%,49.50%,0.0%,17.61%,48.98%,31.39%,18.48%,Eastern Standard Time,90,73,17,75,53,61%,66%,65,73,103,70%,73%,67%,52.01,18.09,7.79,34.82%,46.15%,26.22%,0.0,0,8.2,76.8,74,24,6.7,2.67,FL-24387,27.4097148,-80.3540647
Hutchinson Island South,Florida,4350,1009,Port St. Lucie,482922,$61422,42.31%,72,$550000,1288,$427,33,86.27%,$1818,37.63%,N/A,N/A,7.93%,5.64%,24.45%,St. Lucie County,47.10%,49.50%,0.09%,0.0%,93.72%,3.47%,9.63%,Eastern Standard Time,90,73,17,77,58,61%,66%,65,73,103,70%,73%,67%,57.3,20.28,8.02,37.45%,50.88%,29.67%,0.0,0,8.2,76.8,84,9,6.7,4.31,FL-32993,27.3264788,-80.2111923
Indian River Estates,Florida,7331,1316,Port St. Lucie,482922,$54563,15.45%,43,$285000,1357,$210,34,93.56%,$2177,55.83%,N/A,N/A,21.83%,5.07%,55.3%,St. Lucie County,47.10%,49.50%,0.48%,2.31%,81.28%,12.13%,5.85%,Eastern Standard Time,90,73,17,77,58,61%,66%,65,73,103,70%,73%,67%,59.04,21.95,8.64,34.82%,46.15%,26.22%,0.0,0,8.2,76.8,77,12,6.7,5.57,FL-33585,27.3563628,-80.2983127
Lakewood Park,Florida,14077,2117,Port St. Lucie,482922,$64848,17.45%,51,$295000,1453,$203,32,79.15%,$1185,48.96%,N/A,N/A,10.66%,4.17%,56.55%,St. Lucie County,47.10%,49.50%,1.76%,15.22%,70.18%,8.97%,11.81%,Eastern Standard Time,91,74,17,74,52,61%,66%,65,73,106,70%,73%,67%,55.7,21.75,7.69,34.74%,46.7%,26.56%,0.0,0,8.2,76.8,75,18,6.7,6.65,FL-39062,27.5390226,-80.3865324
Port St. Lucie,Florida,220453,1849,Port St. Lucie,482922,$78137,26.81%,44,$388000,1813,$214,19,77.08%,$1781,46.88%,146,850,8.51%,5.5%,59.67%,St. Lucie County,47.10%,49.50%,2.24%,19.21%,51.83%,22.96%,19.48%,Eastern Standard Time,90,73,17,77,58,61%,66%,65,73,103,70%,73%,67%,58.16,22.61,8.05,37.45%,50.88%,29.67%,0.0,0,8.2,76.8,71,21,6.7,119.22,FL-58715,27.2795606,-80.3884051
River Park,Florida,6415,2730,Port St. Lucie,482922,$57370,13.22%,47,$282000,1362,$207,46,68.83%,$1580,66.3%,N/A,N/A,9.99%,10.06%,63.69%,St. Lucie County,47.10%,49.50%,0.67%,15.67%,46.63%,30.93%,26.8%,Eastern Standard Time,90,73,17,77,58,61%,66%,65,73,103,70%,73%,67%,59.04,21.95,8.64,34.82%,46.15%,26.22%,0.0,0,8.2,76.8,74,12,6.7,2.35,FL-60785,27.321393,-80.3307852
St. Lucie Village,Florida,818,909,Port St. Lucie,482922,$88095,32.66%,50,N/A,N/A,N/A,42,90.43%,$1307,38.75%,N/A,N/A,8.48%,0.53%,56.63%,St. Lucie County,47.10%,49.50%,2.32%,0.61%,80.68%,5.5%,3.3%,Eastern Standard Time,91,74,17,74,52,61%,66%,65,73,106,70%,73%,67%,49.06,18.43,6.65,34.74%,46.7%,26.56%,0.0,0,8.2,76.8,81,21,6.7,0.9,FL-62800,27.4967195,-80.3416767
White City,Florida,5373,1070,Port St. Lucie,482922,$96042,15.15%,57,$270000,1971,$137,40,81.02%,$1305,45.82%,N/A,N/A,5.63%,1.54%,47.02%,St. Lucie County,47.10%,49.50%,1.45%,1.1%,84.18%,9.29%,7.95%,Eastern Standard Time,90,73,17,75,53,61%,66%,65,73,103,70%,73%,67%,59.04,21.95,8.64,34.82%,46.15%,26.22%,0.0,0,8.2,76.8,75,12,6.7,5.02,FL-77275,27.3722767,-80.3403535
