City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Belmont Estates,Virginia,1204,1824,Harrisonburg,135152,$83964,32.14%,63,$950000,3800,$250,31,100.0%,N/A,17.22%,N/A,N/A,1.33%,2.89%,38.37%,Rockingham County,25.00%,69.30%,0.0%,0.25%,74.75%,23.26%,15.12%,Eastern Standard Time,86,43,43,64,23,58%,59%,40,59,91,59%,64%,54%,39.89,12.4,7.98,36.11%,40.55%,33.22%,16.4,6,4.9,33.8,74,1242,4.2,0.66,VA-06336,38.452714,-78.919788
Bridgewater,Virginia,6090,2417,Harrisonburg,135152,$62585,49.55%,31,$453000,2961,$153,38,70.67%,$942,56.33%,0,372,10.61%,4.93%,59.07%,Rockingham County,25.00%,69.30%,0.46%,5.16%,86.34%,4.11%,7.44%,Eastern Standard Time,86,43,43,64,23,58%,59%,40,59,91,59%,64%,54%,39.89,12.4,7.98,36.11%,40.55%,33.22%,16.4,6,4.9,33.8,67,1242,4.2,2.52,VA-09656,38.3862539,-78.967473
Broadway,Virginia,3925,1649,Harrisonburg,135152,$55265,24.63%,34,$337000,1575,$214,27,69.24%,$778,46.55%,0,327,8.0%,3.82%,75.51%,Rockingham County,25.00%,69.30%,0.41%,0.0%,89.25%,7.97%,6.01%,Eastern Standard Time,86,43,43,64,23,58%,59%,40,59,91,59%,64%,54%,41.88,12.63,7.85,36.11%,40.55%,33.22%,16.4,6,4.9,34.6,79,876,4.2,2.38,VA-10040,38.6082933,-78.8014674
Dayton,Virginia,1540,1495,Harrisonburg,135152,$60150,36.9%,36,$285000,2615,$109,56,69.48%,$858,45.07%,61,488,7.73%,2.72%,73.17%,Rockingham County,25.00%,69.30%,5.58%,2.08%,79.55%,11.56%,7.27%,Eastern Standard Time,86,43,43,64,23,58%,59%,40,59,91,59%,64%,54%,39.89,12.4,7.98,36.11%,40.55%,33.22%,16.4,6,4.9,33.8,74,1242,4.2,1.03,VA-21648,38.4172935,-78.9411196
Elkton,Virginia,2872,909,Harrisonburg,135152,$56307,14.79%,41,$286000,1776,$161,42,75.77%,$728,52.85%,103,2448,7.42%,0.76%,68.69%,Rockingham County,25.00%,69.30%,0.0%,2.4%,97.21%,0.38%,1.11%,Eastern Standard Time,86,43,43,64,23,58%,59%,40,59,91,59%,64%,54%,41.88,12.63,7.85,36.11%,40.55%,33.22%,16.4,6,4.9,34.6,78,876,4.2,3.16,VA-25408,38.4106043,-78.6161933
Grottoes,Virginia,2797,1371,Staunton-Waynesboro,124455,$57042,16.79%,40,$255000,1288,$198,34,79.37%,$871,44.08%,34,874,10.85%,3.62%,70.13%,Rockingham County,25.00%,69.30%,0.5%,2.47%,88.67%,5.01%,2.43%,Eastern Standard Time,86,44,42,63,23,52%,56%,40,59,90,59%,64%,54%,43.55,13.21,8.58,36.11%,40.55%,33.22%,16.4,6,5.7,34.6,79,1257,4.2,2.04,VA-33488,38.2691402,-78.8251922
Massanetta Springs,Virginia,5819,1225,Harrisonburg,135152,$88598,55.74%,48,$383000,2048,$187,17,74.86%,$1378,39.37%,N/A,N/A,1.57%,1.74%,60.18%,Rockingham County,25.00%,69.30%,2.89%,5.43%,90.46%,0.65%,6.39%,Eastern Standard Time,86,43,43,64,23,58%,59%,40,59,91,59%,64%,54%,43.55,13.21,8.58,36.11%,40.55%,33.22%,16.4,6,4.9,34.6,77,1257,4.2,4.75,VA-50020,38.3898595,-78.8340168
Massanutten,Virginia,2610,264,Harrisonburg,135152,$76875,44.77%,48,$463000,2424,$191,31,77.2%,$1060,40.64%,N/A,N/A,8.54%,3.45%,67.11%,Rockingham County,25.00%,69.30%,0.84%,3.3%,81.19%,11.88%,9.12%,Eastern Standard Time,86,43,43,64,23,58%,59%,40,59,91,59%,64%,54%,41.88,12.63,7.85,36.11%,40.55%,33.22%,16.4,6,4.9,34.6,80,876,4.2,9.9,VA-50030,38.4115352,-78.7269636
Mount Crawford,Virginia,514,1071,Harrisonburg,135152,$70208,29.33%,34,$100000,2381,$42,43,68.09%,$843,47.68%,N/A,N/A,14.4%,2.78%,76.42%,Rockingham County,25.00%,69.30%,1.36%,0.0%,83.66%,14.2%,18.68%,Eastern Standard Time,86,43,43,64,23,58%,59%,40,59,91,59%,64%,54%,39.89,12.4,7.98,36.11%,40.55%,33.22%,16.4,6,4.9,33.8,74,1242,4.2,0.48,VA-53864,38.3601156,-78.9412
Timberville,Virginia,2666,1990,Harrisonburg,135152,$49896,12.63%,33,$240000,1348,$178,45,65.42%,$865,45.8%,148,630,9.34%,2.4%,69.06%,Rockingham County,25.00%,69.30%,0.41%,1.05%,82.9%,13.13%,7.5%,Eastern Standard Time,86,43,43,64,23,58%,59%,40,59,91,59%,64%,54%,41.88,12.63,7.85,36.11%,40.55%,33.22%,16.4,6,4.9,34.6,78,876,4.2,1.34,VA-78736,38.6336327,-78.7731451
