City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year
Macon,Georgia,153621,616,Macon,163813,$36671,N/A,N/A,$143000,1644,$87,43,43.40%,$1007,59.50%,N/A,N/A,N/A,4.20%,N/A,Bibb County,58.80%,38.40%,N/A,N/A,N/A,3.20%,N/A,Eastern Standard Time,94,59,35,51.85,0.1,5.9,42,399,5.4,249.38,GA-49000,32.8320418,-83.6495824,63%,67%,56%,52%,54%,53.1,53,69,71,36,14.73,15.33,29.37%,35.16%,33.89%,0
Payne,Georgia,302,7550,Macon,163813,$15391,N/A,N/A,N/A,N/A,N/A,78,N/A,$634,87.00%,N/A,N/A,N/A,4.20%,N/A,Bibb County,58.80%,38.40%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,94,59,35,51.85,0.1,5.9,41,399,5.4,0.04,GA-59584,32.8518379,-83.6794107,63%,67%,56%,52%,54%,53.1,53,69,71,36,14.73,15.33,29.37%,35.16%,33.89%,0
