City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Anthony,New Mexico,9397,3480,Las Cruces,171675,N/A,N/A,N/A,$161000,1103,$146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,6.7,2.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Berino,New Mexico,1590,1691,Las Cruces,171675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,72,N/A,6.7,0.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chamberino,New Mexico,627,205,Las Cruces,171675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,74,N/A,6.7,3.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dona Ana,New Mexico,1178,1841,Las Cruces,171675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,74,N/A,6.7,0.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fairacres,New Mexico,1101,522,Las Cruces,171675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,74,N/A,6.7,2.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hatch,New Mexico,1637,544,Las Cruces,171675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,82,N/A,6.7,3.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
La Mesa,New Mexico,566,239,Las Cruces,171675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,74,N/A,6.7,2.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
La Union,New Mexico,1197,289,Las Cruces,171675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,75,N/A,6.7,4.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Las Cruces,New Mexico,101014,1313,Las Cruces,171675,N/A,N/A,N/A,$280000,1657,$169,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,58,N/A,6.7,76.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mesilla,New Mexico,2485,438,Las Cruces,171675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,65,N/A,6.7,5.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mesquite,New Mexico,614,749,Las Cruces,171675,N/A,N/A,N/A,$175000,1087,$161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dona Ana County,53.70%,35.90%,N/A,N/A,N/A,N/A,N/A,Mountain Standard Time,N/A,N/A,N/A,N/A,N/A,N/A,73,N/A,6.7,0.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
