City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Balfour,North Carolina,1233,761,Asheville,465558,$74650,47.54%,36,N/A,N/A,N/A,53,87.6%,$725,45.85%,N/A,N/A,5.35%,0.0%,68.26%,Henderson County,34.10%,61.60%,0.0%,1.62%,88.56%,8.92%,3.65%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,58.45,15.75,14.81,38.49%,46.7%,38.44%,10.2,2,6.6,44.7,66,1974,4.8,1.62,NC-03220,35.3493637,-82.4824607
Barker Heights,North Carolina,1256,1269,Asheville,465558,$29268,4.62%,45,$292000,1315,$222,60,43.83%,$968,45.46%,N/A,N/A,26.43%,1.02%,61.55%,Henderson County,34.10%,61.60%,0.8%,4.78%,62.02%,27.39%,12.9%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,58.45,15.75,14.81,38.49%,46.7%,38.44%,10.2,2,6.6,44.7,65,1974,4.8,0.99,NC-03640,35.3104215,-82.4411941
Dana,North Carolina,3755,422,Asheville,465558,$48240,14.99%,37,$392000,1380,$284,30,78.77%,$830,41.94%,N/A,N/A,21.6%,4.95%,65.48%,Henderson County,34.10%,61.60%,0.0%,5.94%,56.51%,34.01%,12.94%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,62.88,15.84,16.48,37.97%,45.38%,38.56%,10.2,2,6.6,44.7,75,1944,4.8,8.9,NC-16220,35.3239527,-82.3722239
East Flat Rock,North Carolina,5751,1344,Asheville,465558,$51250,17.43%,35,$245000,1296,$189,35,50.24%,$867,51.07%,N/A,N/A,10.91%,5.39%,71.58%,Henderson County,34.10%,61.60%,1.69%,5.56%,70.67%,21.84%,13.22%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,62.88,15.84,16.48,37.97%,45.38%,38.56%,10.2,2,6.6,44.7,71,1944,4.8,4.28,NC-19420,35.2801953,-82.4170072
Edneyville,North Carolina,2705,252,Asheville,465558,$70954,25.94%,34,$660000,1823,$362,27,64.88%,$730,46.91%,N/A,N/A,18.79%,1.02%,77.82%,Henderson County,34.10%,61.60%,1.85%,3.29%,87.06%,7.8%,4.77%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,56.82,16.44,12.28,35.7%,42.64%,34.44%,10.2,2,6.6,44.7,77,2538,4.8,10.74,NC-20280,35.4024935,-82.3371593
Etowah,North Carolina,7464,423,Asheville,465558,$66293,30.34%,54,$363000,1762,$206,27,88.24%,$937,30.09%,N/A,N/A,6.28%,0.98%,51.02%,Henderson County,34.10%,61.60%,1.59%,2.25%,83.59%,6.98%,6.26%,Eastern Standard Time,84,49,35,63,25,55%,59%,46,64,88,59%,59%,57%,66.09,16.38,16.86,43.4%,58.24%,38.11%,10.2,2,6.6,44.7,79,2088,4.8,17.66,NC-21880,35.3060965,-82.5902072
Flat Rock,North Carolina,3460,427,Asheville,465558,$87700,61.6%,63,$869000,3279,$265,27,93.37%,N/A,27.07%,N/A,N/A,5.98%,4.72%,39.72%,Henderson County,34.10%,61.60%,0.0%,0.0%,94.28%,5.17%,2.92%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,62.91,16.38,15.77,43.4%,58.24%,38.11%,10.2,2,6.6,44.7,73,2211,4.8,8.1,NC-23600,35.267776,-82.452637
Fletcher,North Carolina,7935,1240,Asheville,465558,$64478,34.62%,44,$443000,1801,$246,20,83.92%,$1129,39.92%,N/A,N/A,9.0%,3.05%,58.04%,Henderson County,34.10%,61.60%,3.04%,3.62%,87.36%,4.74%,7.91%,Eastern Standard Time,86,49,37,65,28,55%,59%,46,64,91,59%,59%,57%,53.54,14.01,12.97,35.92%,44.29%,34.33%,10.2,2,6.6,44.7,66,1935,4.8,6.4,NC-23760,35.4315762,-82.5038102
Fruitland,North Carolina,2374,295,Asheville,465558,$40985,22.63%,54,$351000,1143,$307,28,79.45%,$687,32.97%,N/A,N/A,16.3%,1.29%,50.32%,Henderson County,34.10%,61.60%,1.35%,1.01%,73.8%,22.49%,8.17%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,52.12,14.85,12.04,35.7%,42.64%,34.44%,10.2,2,6.6,44.7,75,2013,4.8,8.04,NC-25160,35.3927449,-82.4119389
Gerton,North Carolina,224,60,Asheville,465558,N/A,52.43%,49,$350000,997,$351,65,84.11%,N/A,41.59%,N/A,N/A,8.93%,0.0%,41.12%,Henderson County,34.10%,61.60%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,88,51,37,66,27,55%,59%,46,64,95,59%,59%,57%,50.43,13.67,11.15,35.7%,42.64%,34.44%,10.2,2,6.6,44.7,77,2136,4.8,3.72,NC-25900,35.4757849,-82.3504088
Hendersonville,North Carolina,14878,2008,Asheville,465558,$46309,37.88%,52,$369000,1677,$220,40,44.58%,$1018,53.31%,428,4777,15.11%,1.4%,54.24%,Henderson County,34.10%,61.60%,1.49%,7.64%,81.15%,6.93%,5.18%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,58.45,15.75,14.81,38.49%,46.7%,38.44%,10.2,2,6.6,44.7,66,1974,4.8,7.41,NC-30720,35.324627,-82.4572947
Hoopers Creek,North Carolina,1636,236,Asheville,465558,$55854,20.89%,41,$333000,1549,$215,31,84.7%,$1092,37.4%,N/A,N/A,10.7%,8.1%,48.51%,Henderson County,34.10%,61.60%,0.0%,0.0%,98.9%,1.1%,0.0%,Eastern Standard Time,86,49,37,65,28,55%,59%,46,64,91,59%,59%,57%,52.12,14.85,12.04,35.7%,42.64%,34.44%,10.2,2,6.6,44.7,73,2013,4.8,6.94,NC-32580,35.4480366,-82.4293421
Horse Shoe,North Carolina,2201,295,Asheville,465558,$62460,41.39%,47,$425000,2640,$161,28,88.32%,$1046,35.96%,N/A,N/A,9.93%,6.33%,54.48%,Henderson County,34.10%,61.60%,0.0%,0.5%,97.46%,0.82%,4.23%,Eastern Standard Time,83,47,36,63,27,55%,59%,46,64,86,59%,59%,57%,66.09,16.38,16.86,38.49%,46.7%,38.44%,10.2,2,6.6,44.7,76,2088,4.8,7.46,NC-32740,35.342298,-82.5568863
Laurel Park,North Carolina,2663,951,Asheville,465558,$80250,58.16%,59,$455000,2040,$223,39,87.22%,$925,37.34%,N/A,N/A,5.65%,2.21%,50.06%,Henderson County,34.10%,61.60%,1.69%,1.61%,94.59%,1.8%,4.88%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,63.79,16.14,16.58,38.49%,46.7%,38.44%,10.2,2,6.6,44.7,73,1962,4.8,2.8,NC-37160,35.3117993,-82.5039196
Mills River,North Carolina,7082,317,Asheville,465558,$68735,42.76%,46,$754000,2320,$325,26,80.3%,$1088,43.48%,N/A,N/A,3.5%,6.44%,61.02%,Henderson County,34.10%,61.60%,3.32%,3.74%,87.32%,2.16%,6.16%,Eastern Standard Time,83,47,36,63,27,55%,59%,46,64,86,59%,59%,57%,53.25,14.29,13.23,38.49%,46.7%,38.44%,10.2,2,6.6,44.7,78,1923,4.8,22.31,NC-43260,35.3852999,-82.5854149
Mountain Home,North Carolina,3873,1027,Asheville,465558,$45331,29.39%,45,$471000,2084,$226,41,72.64%,$930,37.99%,N/A,N/A,15.15%,2.95%,70.71%,Henderson County,34.10%,61.60%,0.0%,0.23%,78.26%,21.51%,17.3%,Eastern Standard Time,85,47,38,64,27,55%,59%,46,64,89,59%,59%,57%,58.45,15.75,14.81,38.49%,46.7%,38.44%,10.2,2,6.6,44.7,70,1974,4.8,3.77,NC-44700,35.3707569,-82.502117
