City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Bellwood,Virginia,8138,1403,Richmond,1303212,$44872,12.94%,31,$239000,1044,$229,30,41.98%,$1273,61.79%,N/A,N/A,20.37%,5.86%,65.56%,Chesterfield County,46.00%,48.20%,2.56%,34.81%,30.18%,26.12%,15.94%,Eastern Standard Time,90,48,42,70,29,53%,55%,46,66,97,62%,67%,56%,52.01,17.36,10.17,32.77%,35.05%,32.0%,9.5,3,7.7,34.6,50,75,4.6,5.8,VA-06216,37.4060427,-77.4363368
Bensley,Virginia,5945,2064,Richmond,1303212,$39635,11.79%,32,$200000,1117,$179,55,37.09%,$1053,68.33%,N/A,N/A,24.16%,7.12%,70.75%,Chesterfield County,46.00%,48.20%,2.1%,24.36%,27.96%,44.54%,28.73%,Eastern Standard Time,90,48,42,70,29,53%,55%,46,66,97,62%,67%,56%,47.18,14.48,9.53,32.77%,35.05%,32.0%,9.5,3,7.7,34.6,47,150,4.6,2.88,VA-06728,37.446982,-77.4419998
Bon Air,Virginia,17846,2132,Richmond,1303212,$89019,49.78%,42,$368000,1795,$205,44,73.37%,$1515,47.65%,N/A,N/A,5.16%,4.7%,68.51%,Chesterfield County,46.00%,48.20%,3.96%,13.51%,72.74%,7.83%,7.54%,Eastern Standard Time,90,48,42,70,29,53%,55%,46,66,97,62%,67%,56%,48.3,14.04,10.42,34.93%,34.62%,36.0%,9.5,3,7.7,34.6,49,249,4.6,8.37,VA-08472,37.5187356,-77.5713292
Brandermill,Virginia,13745,2231,Richmond,1303212,$100625,48.79%,44,$407000,2109,$193,33,76.6%,$1399,38.88%,N/A,N/A,6.22%,2.64%,70.24%,Chesterfield County,46.00%,48.20%,1.19%,11.12%,78.3%,6.48%,4.73%,Eastern Standard Time,90,48,42,70,29,53%,55%,46,66,97,62%,67%,56%,46.24,12.66,9.86,33.48%,34.95%,34.89%,9.5,3,7.7,34.6,61,339,4.6,6.16,VA-09248,37.4340103,-77.6522193
Chester,Virginia,22512,1711,Richmond,1303212,$78673,32.52%,38,$361000,2075,$174,31,72.77%,$1295,46.75%,N/A,N/A,10.11%,4.64%,66.79%,Chesterfield County,46.00%,48.20%,1.84%,24.87%,59.25%,9.12%,6.71%,Eastern Standard Time,90,49,41,69,28,53%,55%,46,66,97,62%,67%,56%,52.01,17.36,10.17,31.67%,32.2%,31.67%,9.5,3,7.7,34.6,52,75,4.6,13.16,VA-16096,37.3531148,-77.4342031
Enon,Virginia,4411,1023,Richmond,1303212,$72353,39.4%,37,$235000,1230,$191,37,56.2%,$1420,47.22%,N/A,N/A,3.19%,4.49%,62.06%,Chesterfield County,46.00%,48.20%,5.42%,21.08%,62.32%,4.99%,8.3%,Eastern Standard Time,90,51,39,71,31,53%,55%,46,66,97,62%,67%,56%,52.01,17.36,10.17,31.67%,32.2%,31.67%,9.5,3,7.7,34.6,51,75,4.6,4.31,VA-25877,37.3273209,-77.3194574
Ettrick,Virginia,5169,1752,Richmond,1303212,$52000,24.42%,26,$305000,1614,$189,42,72.25%,$1053,70.68%,N/A,N/A,11.04%,11.41%,63.53%,Chesterfield County,46.00%,48.20%,0.0%,68.83%,20.7%,9.09%,7.53%,Eastern Standard Time,90,49,41,69,28,53%,55%,46,66,97,62%,67%,56%,48.68,15.08,9.35,31.67%,32.2%,31.67%,3.9,0,7.7,34.6,54,18,4.6,2.95,VA-26128,37.2435296,-77.4285968
Manchester,Virginia,12192,2056,Richmond,1303212,$66941,38.38%,34,$327000,1869,$175,41,57.61%,$1323,56.72%,N/A,N/A,12.15%,7.54%,75.62%,Chesterfield County,46.00%,48.20%,3.76%,34.38%,46.65%,12.96%,11.29%,Eastern Standard Time,90,48,42,70,29,53%,55%,46,66,97,62%,67%,56%,48.87,14.39,10.13,34.93%,34.62%,36.0%,9.5,3,7.7,34.6,51,183,4.6,5.93,VA-48996,37.4901539,-77.5396338
Matoaca,Virginia,2440,949,Richmond,1303212,$55449,26.97%,37,$235000,1469,$160,57,80.44%,$985,53.05%,N/A,N/A,3.65%,0.0%,68.58%,Chesterfield County,46.00%,48.20%,0.0%,14.34%,78.36%,0.74%,1.19%,Eastern Standard Time,90,49,41,69,28,53%,55%,46,66,97,62%,67%,56%,48.68,15.08,9.35,31.67%,32.2%,31.67%,3.9,0,7.7,34.6,56,18,4.6,2.57,VA-50136,37.2312569,-77.4677804
Meadowbrook,Virginia,19574,2402,Richmond,1303212,$66730,21.64%,38,$340000,1799,$189,41,65.49%,$1196,51.46%,N/A,N/A,12.0%,6.99%,63.74%,Chesterfield County,46.00%,48.20%,2.6%,43.8%,27.07%,24.22%,18.02%,Eastern Standard Time,90,48,42,70,29,53%,55%,46,66,97,62%,67%,56%,47.18,14.48,9.53,32.77%,35.05%,32.0%,9.5,3,7.7,34.6,50,150,4.6,8.15,VA-50568,37.44882,-77.47353
