City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Gatesville,North Carolina,240,600,Virginia Beach-Norfolk-Newport News,1499619,$62500,17.99%,49,N/A,N/A,N/A,60,75.83%,$932,40.49%,N/A,N/A,0.83%,5.56%,62.38%,Gates County,44.20%,53.30%,2.08%,6.25%,91.67%,0.0%,0.0%,Eastern Standard Time,88,50,38,51.93,7.2,7.7,74,93,4.4,0.4,NC-25680,36.4073554,-76.7565917,61%,65%,57%,57%,59%,34.9,48,66,69,28,16.67,10.27,31.56%,31.65%,33.33%,1,95
Sunbury,North Carolina,241,98,Virginia Beach-Norfolk-Newport News,1499619,$41250,19.21%,66,N/A,N/A,N/A,51,48.13%,$838,28.82%,N/A,N/A,0.0%,38.93%,57.21%,Gates County,44.20%,53.30%,0.0%,34.44%,65.56%,0.0%,0.0%,Eastern Standard Time,92,53,39,55.76,7.2,7.7,74,18,4.4,2.45,NC-65700,36.4468945,-76.6127324,61%,65%,57%,57%,59%,34.9,48,66,63,24,16.9,11.21,32.77%,33.08%,35.44%,1,104
