City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Franklin township (Floyd Cnty),Indiana,1614,115,Louisville,1279554,N/A,N/A,N/A,$270000,1765,$153,N/A,N/A,N/A,N/A,369,2028,N/A,N/A,N/A,Floyd County,36.90%,56.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.43,13.3,11.94,34.25%,32.42%,37.33%,13.4,9,7.8,45.1,66,420,4.2,14.04,IN-25360,38.2260165,-85.9141346
Galena,Indiana,1618,606,Louisville,1279554,$112411,32.23%,39,$310000,2441,$127,32,99.6%,N/A,26.68%,N/A,N/A,0.7%,4.55%,70.11%,Floyd County,36.90%,56.60%,0.0%,0.8%,94.56%,3.77%,1.05%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,69,759,4.2,2.67,IN-26206,38.3513037,-85.9371942
Georgetown,Indiana,3789,1746,Louisville,1279554,$110537,35.5%,34,$285000,2192,$130,22,91.74%,$874,47.98%,N/A,N/A,1.28%,0.56%,69.99%,Floyd County,36.90%,56.60%,0.0%,0.34%,94.48%,3.06%,0.66%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,29.75%,26.7%,33.67%,13.4,9,7.8,45.1,68,759,4.2,2.17,IN-27324,38.2955593,-85.9641185
Georgetown township,Indiana,3789,1746,Louisville,1279554,$110537,35.5%,34,$285000,2192,$130,22,91.74%,$874,47.98%,N/A,N/A,1.28%,0.56%,69.99%,Floyd County,36.90%,56.60%,0.0%,0.34%,94.48%,3.06%,0.66%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,29.75%,26.7%,33.67%,13.4,9,7.8,45.1,68,759,4.2,2.17,IN-27324,38.2955593,-85.9641185
Greenville,Indiana,1602,1760,Louisville,1279554,$128348,34.89%,37,$135000,N/A,N/A,9,97.46%,$1156,38.46%,N/A,N/A,1.12%,1.45%,67.7%,Floyd County,36.90%,56.60%,1.81%,1.62%,87.39%,6.43%,1.94%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,29.75%,26.7%,33.67%,13.4,9,7.8,45.1,72,759,4.2,0.91,IN-29844,38.3716074,-85.9825531
Greenville township,Indiana,1602,1760,Louisville,1279554,$128348,34.89%,37,$135000,N/A,N/A,9,97.46%,$1156,38.46%,N/A,N/A,1.12%,1.45%,67.7%,Floyd County,36.90%,56.60%,1.81%,1.62%,87.39%,6.43%,1.94%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,29.75%,26.7%,33.67%,13.4,9,7.8,45.1,71,759,4.2,0.91,IN-29844,38.3716074,-85.9825531
Lafayette township (Floyd Cnty),Indiana,7729,263,Louisville,1279554,N/A,N/A,N/A,$197000,1313,$150,N/A,N/A,N/A,N/A,484,3289,N/A,N/A,N/A,Floyd County,36.90%,56.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,53.48,13.27,12.03,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,69,759,4.2,29.38,IN-40734,38.3637129,-85.8779301
New Albany,Indiana,37589,2435,Louisville,1279554,$54152,22.78%,38,$186000,1378,$135,58,59.85%,$971,61.16%,N/A,N/A,18.43%,5.29%,61.21%,Floyd County,36.90%,56.60%,1.17%,8.32%,80.02%,5.41%,3.32%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,52.92,13.05,11.92,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,54,402,4.2,15.44,IN-52326,38.3089747,-85.8234133
New Albany township,Indiana,37589,2435,Louisville,1279554,$54152,22.78%,38,$186000,1378,$135,58,59.85%,$971,61.16%,N/A,N/A,18.43%,5.29%,61.21%,Floyd County,36.90%,56.60%,1.17%,8.32%,80.02%,5.41%,3.32%,Eastern Standard Time,89,43,46,70,26,56%,55%,45,65,95,55%,65%,46%,52.92,13.05,11.92,39.89%,39.34%,42.22%,13.4,9,7.8,45.1,56,402,4.2,15.44,IN-52326,38.3089747,-85.8234133
