City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Central Falls,Rhode Island,22481,18892,Providence-Warwick,1668019,$45921,11.54%,32,$450000,2542,$177,76,24.34%,$1118,61.32%,422,1487,22.27%,10.01%,61.21%,Providence County,57.50%,36.60%,0.16%,9.42%,16.12%,69.31%,40.2%,Eastern Standard Time,85,39,46,65,20,55%,56%,39,59,88,57%,61%,55%,51.62,12.1,12.95,36.08%,36.7%,36.0%,40.9,13,7.8,19.7,55,141,3.5,1.19,RI-14140,41.8900096,-71.3935211
Chepachet,Rhode Island,1819,330,Providence-Warwick,1668019,$95423,24.91%,54,N/A,N/A,N/A,43,88.65%,$977,42.49%,N/A,N/A,1.92%,0.0%,67.28%,Providence County,57.50%,36.60%,1.21%,0.0%,97.36%,0.0%,0.44%,Eastern Standard Time,81,36,45,63,20,55%,56%,39,59,83,57%,61%,55%,54.59,13.2,14.04,38.93%,39.23%,39.56%,61.5,21,7.8,19.7,80,576,3.5,5.51,RI-14860,41.9104194,-71.6653606
Clayville,Rhode Island,184,107,Providence-Warwick,1668019,$128264,45.12%,60,N/A,N/A,N/A,82,64.2%,N/A,68.9%,N/A,N/A,0.0%,0.0%,34.76%,Providence County,57.50%,36.60%,0.0%,0.0%,55.43%,9.78%,7.61%,Eastern Standard Time,81,36,45,63,20,55%,56%,39,59,83,57%,61%,55%,54.59,13.2,14.04,38.93%,39.23%,39.56%,61.5,21,7.8,19.7,81,576,3.5,1.72,RI-15940,41.7733826,-71.6853349
Cranston,Rhode Island,82632,2915,Providence-Warwick,1668019,$87716,35.78%,40,$403000,1783,$226,63,72.63%,$1332,52.53%,155,1362,8.7%,5.81%,65.74%,Providence County,57.50%,36.60%,7.3%,5.95%,66.78%,16.68%,15.96%,Eastern Standard Time,84,39,45,66,23,55%,56%,39,59,86,57%,61%,55%,49.55,11.03,12.77,35.18%,33.19%,37.67%,37.3,15,7.8,19.7,67,54,3.5,28.35,RI-19180,41.7659991,-71.4823541
Cumberland,Rhode Island,34498,1304,Providence-Warwick,1668019,N/A,N/A,N/A,$415000,1912,$217,N/A,N/A,N/A,N/A,71,715,N/A,N/A,N/A,Providence County,57.50%,36.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,39,46,65,20,55%,56%,39,59,88,57%,61%,55%,52.49,12.48,13.89,36.08%,36.7%,36.0%,40.9,13,7.8,19.7,67,102,3.5,26.46,RI-20080,41.9702273,-71.4197122
Cumberland Hill,Rhode Island,8638,2716,Providence-Warwick,1668019,$131006,46.84%,41,$408000,1934,$211,45,85.68%,$974,38.73%,N/A,N/A,4.59%,2.58%,73.67%,Providence County,57.50%,36.60%,8.3%,1.77%,79.75%,6.39%,10.55%,Eastern Standard Time,85,39,46,65,20,55%,56%,39,59,88,57%,61%,55%,52.49,12.48,13.89,36.08%,36.7%,36.0%,40.9,13,7.8,19.7,66,102,3.5,3.18,RI-20260,41.9736108,-71.4604756
East Providence,Rhode Island,46970,3537,Providence-Warwick,1668019,$79660,32.34%,44,$365000,1534,$238,62,68.47%,$1262,51.72%,130,1046,10.76%,5.37%,64.14%,Providence County,57.50%,36.60%,2.65%,5.54%,74.39%,8.89%,15.87%,Eastern Standard Time,84,39,45,66,23,55%,56%,39,59,86,57%,61%,55%,51.62,12.1,12.95,35.18%,33.19%,37.67%,37.3,15,7.8,19.7,65,141,3.5,13.28,RI-22960,41.8005043,-71.3582134
Foster,Rhode Island,4689,92,Providence-Warwick,1668019,N/A,N/A,N/A,$525000,2244,$234,N/A,N/A,N/A,N/A,63,570,N/A,N/A,N/A,Providence County,57.50%,36.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,36,45,63,20,55%,56%,39,59,83,57%,61%,55%,54.59,13.2,14.04,38.93%,39.23%,39.56%,61.5,21,7.8,19.7,81,576,3.5,50.97,RI-27460,41.7891758,-71.735656
Glocester,Rhode Island,9993,184,Providence-Warwick,1668019,N/A,N/A,N/A,$372000,1815,$205,N/A,N/A,N/A,N/A,38,252,N/A,N/A,N/A,Providence County,57.50%,36.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,36,45,63,20,55%,56%,39,59,83,57%,61%,55%,54.59,13.2,14.04,38.93%,39.23%,39.56%,61.5,21,7.8,19.7,80,576,3.5,54.31,RI-30340,41.893422,-71.6890348
Greenville,Rhode Island,8586,1544,Providence-Warwick,1668019,$94567,37.96%,52,$550000,1986,$277,45,88.52%,$1110,47.03%,N/A,N/A,4.19%,3.86%,54.49%,Providence County,57.50%,36.60%,0.38%,2.33%,90.53%,4.73%,3.45%,Eastern Standard Time,85,39,46,65,20,55%,56%,39,59,88,57%,61%,55%,52.58,12.61,13.75,36.08%,36.7%,36.0%,40.9,13,7.8,19.7,73,285,3.5,5.56,RI-31600,41.8820121,-71.5549098
Harmony,Rhode Island,1094,372,Providence-Warwick,1668019,$108971,44.68%,40,$372000,2311,$161,68,77.74%,N/A,40.97%,N/A,N/A,3.15%,0.0%,76.25%,Providence County,57.50%,36.60%,0.0%,0.0%,100.0%,0.0%,3.02%,Eastern Standard Time,81,36,45,63,20,55%,56%,39,59,83,57%,61%,55%,52.58,12.61,13.75,38.93%,39.23%,39.56%,61.5,21,7.8,19.7,80,285,3.5,2.94,RI-33040,41.8963715,-71.6051376
Harrisville,Rhode Island,1816,2242,Providence-Warwick,1668019,$66016,19.03%,52,$335000,840,$399,50,48.29%,$825,44.43%,N/A,N/A,10.24%,5.69%,56.2%,Providence County,57.50%,36.60%,0.0%,0.0%,93.94%,1.05%,4.63%,Eastern Standard Time,81,36,45,63,20,55%,56%,39,59,83,57%,61%,55%,52.88,13.04,13.46,38.93%,39.23%,39.56%,61.5,21,7.8,19.7,73,246,3.5,0.81,RI-33400,41.9686903,-71.676765
North Providence,Rhode Island,32345,5745,Providence-Warwick,1668019,N/A,N/A,N/A,$340000,1709,$199,N/A,N/A,N/A,N/A,134,636,N/A,N/A,N/A,Providence County,57.50%,36.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,39,46,65,20,55%,56%,39,59,88,57%,61%,55%,52.58,12.61,13.75,36.08%,36.7%,36.0%,40.9,13,7.8,19.7,64,285,3.5,5.63,RI-51940,41.8615005,-71.457517
North Smithfield,Rhode Island,12301,517,Providence-Warwick,1668019,N/A,N/A,N/A,$700000,2602,$269,N/A,N/A,N/A,N/A,47,2164,N/A,N/A,N/A,Providence County,57.50%,36.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,39,46,65,20,55%,56%,39,59,88,57%,61%,55%,52.18,12.77,13.49,36.08%,36.7%,36.0%,40.9,13,7.8,19.7,74,246,3.5,23.79,RI-52480,41.9726696,-71.5514073
Pascoag,Rhode Island,4081,805,Providence-Warwick,1668019,$101359,25.26%,38,$356000,1894,$188,71,64.18%,$1181,50.99%,N/A,N/A,12.34%,8.16%,64.5%,Providence County,57.50%,36.60%,2.16%,0.39%,82.23%,12.37%,12.35%,Eastern Standard Time,81,36,45,63,20,55%,56%,39,59,83,57%,61%,55%,54.59,13.2,14.04,38.93%,39.23%,39.56%,61.5,21,7.8,19.7,74,576,3.5,5.07,RI-54460,41.9519736,-71.7042311
Pawtucket,Rhode Island,75280,8683,Providence-Warwick,1668019,$67436,23.5%,37,$382000,1969,$194,73,51.47%,$1152,60.25%,406,2276,13.63%,7.06%,70.54%,Providence County,57.50%,36.60%,1.55%,14.56%,47.69%,24.55%,23.9%,Eastern Standard Time,85,39,46,65,20,55%,56%,39,59,88,57%,61%,55%,51.62,12.1,12.95,36.08%,36.7%,36.0%,40.9,13,7.8,19.7,56,141,3.5,8.67,RI-54640,41.8744108,-71.3743134
Providence,Rhode Island,190214,10332,Providence-Warwick,1668019,$66772,34.69%,33,$380000,1959,$194,82,40.9%,$1333,65.97%,496,3011,20.05%,7.43%,64.42%,Providence County,57.50%,36.60%,5.93%,13.25%,33.99%,44.27%,32.81%,Eastern Standard Time,84,39,45,66,23,55%,56%,39,59,86,57%,61%,55%,49.55,11.03,12.77,35.18%,33.19%,37.67%,37.3,15,7.8,19.7,58,54,3.5,18.41,RI-59000,41.8230106,-71.4187163
Scituate,Rhode Island,10529,219,Providence-Warwick,1668019,N/A,N/A,N/A,$418000,1917,$218,N/A,N/A,N/A,N/A,56,354,N/A,N/A,N/A,Providence County,57.50%,36.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,81,36,45,63,20,55%,56%,39,59,83,57%,61%,55%,54.59,13.2,14.04,38.93%,39.23%,39.56%,61.5,21,7.8,19.7,80,576,3.5,48.08,RI-64220,41.7925907,-71.6202634
Smithfield,Rhode Island,21611,822,Providence-Warwick,1668019,N/A,N/A,N/A,$431000,1697,$254,N/A,N/A,N/A,N/A,27,894,N/A,N/A,N/A,Providence County,57.50%,36.60%,N/A,N/A,N/A,N/A,N/A,Eastern Standard Time,85,39,46,65,20,55%,56%,39,59,88,57%,61%,55%,52.58,12.61,13.75,36.08%,36.7%,36.0%,40.9,13,7.8,19.7,73,285,3.5,26.29,RI-66200,41.9014621,-71.5308376
Valley Falls,Rhode Island,12370,3485,Providence-Warwick,1668019,$93653,27.65%,43,$400000,1575,$254,56,73.01%,$1160,48.56%,N/A,N/A,4.9%,3.1%,70.28%,Providence County,57.50%,36.60%,0.4%,5.34%,79.56%,8.35%,15.46%,Eastern Standard Time,85,39,46,65,20,55%,56%,39,59,88,57%,61%,55%,52.49,12.48,13.89,36.08%,36.7%,36.0%,40.9,13,7.8,19.7,64,102,3.5,3.55,RI-72500,41.9232328,-71.3922214
