City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Beverly,Illinois,110,80,Quincy,115155,$65078,64.55%,70,N/A,N/A,N/A,42,64.55%,N/A,12.73%,N/A,N/A,0.0%,0.0%,10.91%,Adams County,23.80%,70.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,87,37,50,41.75,28.1,N/A,80,594,3.8,1.38,IL-05729,39.7945545,-90.9900191,57%,67%,49%,58%,55%,46.9,44,65,65,18,13.57,6.54,29.18%,31.1%,22.44%,10,91
Burton township (Adams Cnty),Illinois,41,124,Quincy,115155,$69635,0.0%,61,N/A,N/A,N/A,45,100.0%,N/A,34.15%,N/A,N/A,0.0%,0.0%,34.15%,Adams County,23.80%,70.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,0.33,IL-10006,39.90795,-91.2492481,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Camp Point,Illinois,1144,1012,Quincy,115155,$52794,12.72%,37,N/A,N/A,N/A,64,82.48%,$563,50.12%,N/A,N/A,5.93%,3.51%,67.38%,Adams County,23.80%,70.50%,0.35%,0.0%,98.34%,0.0%,0.87%,N/A,87,36,51,36.76,28.1,N/A,82,702,3.8,1.13,IL-10877,40.0382537,-91.0664582,54%,65%,46%,61%,58%,47.8,40,62,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Camp Point township,Illinois,1144,1012,Quincy,115155,$52794,12.72%,37,N/A,N/A,N/A,64,82.48%,$563,50.12%,N/A,N/A,5.93%,3.51%,67.38%,Adams County,23.80%,70.50%,0.35%,0.0%,98.34%,0.0%,0.87%,N/A,87,36,51,36.76,28.1,N/A,82,702,3.8,1.13,IL-10877,40.0382537,-91.0664582,54%,65%,46%,61%,58%,47.8,40,62,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Clayton,Illinois,585,665,Quincy,115155,$44583,7.13%,44,$40000,1600,$25,55,74.19%,$417,52.31%,N/A,N/A,21.37%,0.68%,60.2%,Adams County,23.80%,70.50%,0.0%,0.0%,98.63%,1.03%,0.0%,N/A,87,36,51,36.76,28.1,N/A,82,702,3.8,0.88,IL-14767,40.0300946,-90.9580309,54%,65%,46%,61%,58%,47.8,40,62,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Clayton township (Adams Cnty),Illinois,585,665,Quincy,115155,$44583,7.13%,44,$40000,1600,$25,55,74.19%,$417,52.31%,N/A,N/A,21.37%,0.68%,60.2%,Adams County,23.80%,70.50%,0.0%,0.0%,98.63%,1.03%,0.0%,N/A,87,36,51,36.76,28.1,N/A,82,702,3.8,0.88,IL-14767,40.0300946,-90.9580309,54%,65%,46%,61%,58%,47.8,40,62,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Coatsburg,Illinois,180,1385,Quincy,115155,$55714,14.39%,36,N/A,N/A,N/A,56,81.11%,$940,57.05%,N/A,N/A,3.37%,5.93%,79.73%,Adams County,23.80%,70.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,0.13,IL-15261,40.0324558,-91.1603712,54%,65%,46%,61%,58%,47.8,40,62,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Columbus,Illinois,80,364,Quincy,115155,$63750,23.4%,36,N/A,N/A,N/A,42,77.5%,$813,35.94%,N/A,N/A,6.25%,0.0%,73.44%,Adams County,23.80%,70.50%,0.0%,0.0%,98.75%,0.0%,0.0%,N/A,87,36,51,36.76,28.1,N/A,79,702,3.8,0.22,IL-15846,39.9882225,-91.1456348,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Columbus township,Illinois,80,364,Quincy,115155,$63750,23.4%,36,N/A,N/A,N/A,42,77.5%,$813,35.94%,N/A,N/A,6.25%,0.0%,73.44%,Adams County,23.80%,70.50%,0.0%,0.0%,98.75%,0.0%,0.0%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,0.22,IL-15846,39.9882225,-91.1456348,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Concord township (Adams Cnty),Illinois,115,460,Quincy,115155,$18214,N/A,N/A,N/A,N/A,N/A,64,51.20%,N/A,9.60%,N/A,N/A,N/A,3.50%,N/A,Adams County,23.80%,70.50%,N/A,N/A,N/A,N/A,N/A,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,0.25,IL-16015,39.9747143,-90.9724468,54%,65%,46%,61%,58%,47.8,40,62,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Ellington,Illinois,2813,82,Quincy,115155,$62045,31.93%,N/A,N/A,N/A,N/A,40,89.10%,N/A,32.70%,N/A,N/A,N/A,3.50%,N/A,Adams County,23.80%,70.50%,3.36%,N/A,N/A,N/A,N/A,N/A,87,36,51,36.76,28.1,N/A,75,702,3.8,34.3,IL-23412,39.9811537,-91.318006,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Fall Creek,Illinois,29,483,Quincy,115155,$59211,0.0%,N/A,N/A,N/A,N/A,34,100.0%,N/A,0.0%,N/A,N/A,0.0%,0.0%,100.0%,Adams County,23.80%,70.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,86,35,51,43.48,28.1,N/A,78,651,3.8,0.06,IL-25245,39.7813842,-91.3031799,57%,68%,48%,60%,59%,52.3,43,64,68,18,14.66,6.65,29.56%,29.34%,26.0%,10,90
Gilmer,Illinois,1095,30,Quincy,115155,$54125,N/A,N/A,N/A,N/A,N/A,40,82.30%,N/A,38.80%,N/A,N/A,N/A,3.50%,N/A,Adams County,23.80%,70.50%,N/A,N/A,N/A,N/A,N/A,N/A,87,36,51,36.76,28.1,N/A,77,702,3.8,36.5,IL-29288,39.9773626,-91.2054431,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Golden,Illinois,689,1077,Quincy,115155,$51979,21.23%,47,N/A,N/A,N/A,70,78.48%,$537,44.6%,N/A,N/A,14.09%,3.6%,59.36%,Adams County,23.80%,70.50%,0.0%,0.0%,96.81%,0.15%,0.15%,N/A,87,36,51,41.44,28.1,N/A,82,621,3.8,0.64,IL-30159,40.1103139,-91.0191831,54%,65%,46%,61%,58%,47.8,40,62,67,19,13.95,5.75,32.88%,31.54%,31.56%,10,92
Honey Creek township (Adams Cnty),Illinois,860,24,Quincy,115155,$36635,N/A,N/A,N/A,N/A,N/A,49,97.00%,N/A,37.00%,N/A,N/A,N/A,3.50%,N/A,Adams County,23.80%,70.50%,N/A,N/A,N/A,N/A,N/A,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,35.83,IL-35957,40.065056,-91.20481,54%,65%,46%,61%,58%,47.8,40,62,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Houston,Illinois,160,4,Quincy,115155,$54861,N/A,N/A,N/A,N/A,N/A,71,100.00%,N/A,26.10%,N/A,N/A,N/A,3.50%,N/A,Adams County,23.80%,70.50%,N/A,N/A,N/A,N/A,N/A,N/A,87,34,53,41.44,28.1,N/A,82,621,3.8,40.0,IL-36295,40.151059,-91.0870931,54%,65%,46%,61%,58%,47.8,40,62,67,18,13.95,5.75,32.88%,31.54%,31.56%,10,92
Keene,Illinois,557,15,Quincy,115155,$47386,11.69%,N/A,N/A,N/A,N/A,70,76.60%,N/A,33.60%,N/A,N/A,N/A,3.50%,N/A,Adams County,23.80%,70.50%,N/A,N/A,N/A,2.50%,N/A,N/A,87,34,53,41.5,28.1,N/A,80,627,3.8,37.13,IL-39220,40.1527395,-91.2029328,54%,65%,46%,61%,58%,47.8,40,62,67,18,14.72,5.44,29.89%,31.1%,25.22%,10,92
La Prairie,Illinois,64,337,Quincy,115155,$68056,0.0%,41,N/A,N/A,N/A,78,100.0%,N/A,43.33%,N/A,N/A,3.13%,13.33%,50.0%,Adams County,23.80%,70.50%,0.0%,0.0%,98.44%,0.0%,0.0%,N/A,87,34,53,41.44,28.1,N/A,82,621,3.8,0.19,IL-42080,40.1472782,-91.002449,54%,65%,46%,61%,58%,47.8,40,62,67,18,13.95,5.75,32.88%,31.54%,31.56%,10,92
Liberty,Illinois,398,1021,Quincy,115155,$63333,13.73%,41,N/A,N/A,N/A,49,83.42%,$775,41.39%,N/A,N/A,1.76%,5.64%,64.57%,Adams County,23.80%,70.50%,0.0%,1.26%,98.49%,0.0%,0.75%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,0.39,IL-43133,39.8802265,-91.1065955,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Liberty township (Adams Cnty),Illinois,398,1021,Quincy,115155,$63333,13.73%,41,N/A,N/A,N/A,49,83.42%,$775,41.39%,N/A,N/A,1.76%,5.64%,64.57%,Adams County,23.80%,70.50%,0.0%,1.26%,98.49%,0.0%,0.75%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,0.39,IL-43133,39.8802265,-91.1065955,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
