City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Lima,Illinois,105,750,Quincy,115155,$58750,22.47%,54,N/A,N/A,N/A,59,97.14%,N/A,31.52%,N/A,N/A,1.94%,0.0%,61.96%,Adams County,23.80%,70.50%,0.95%,0.0%,93.33%,0.0%,0.95%,N/A,85,34,51,41.35,28.1,N/A,80,447,3.8,0.14,IL-43445,40.1770359,-91.3782979,57%,68%,48%,60%,59%,52.3,43,64,67,17,14.05,5.54,31.53%,32.2%,29.0%,10,89
Lima township,Illinois,105,750,Quincy,115155,$58750,22.47%,54,N/A,N/A,N/A,59,97.14%,N/A,31.52%,N/A,N/A,1.94%,0.0%,61.96%,Adams County,23.80%,70.50%,0.95%,0.0%,93.33%,0.0%,0.95%,N/A,85,34,51,41.35,28.1,N/A,80,447,3.8,0.14,IL-43445,40.1770359,-91.3782979,57%,68%,48%,60%,59%,52.3,43,64,67,17,14.05,5.54,31.53%,32.2%,29.0%,10,89
McKee,Illinois,28,1,Quincy,115155,$0,N/A,N/A,N/A,N/A,N/A,54,72.00%,N/A,0.00%,N/A,N/A,N/A,3.50%,N/A,Adams County,23.80%,70.50%,N/A,N/A,N/A,N/A,N/A,N/A,87,37,50,41.75,28.1,N/A,80,594,3.8,28.0,IL-45746,39.8879735,-90.9738572,54%,65%,46%,61%,58%,47.8,40,62,65,18,13.57,6.54,29.18%,31.1%,22.44%,10,92
Melrose township (Adams Cnty),Illinois,5698,128,Quincy,115155,$58314,N/A,N/A,N/A,N/A,N/A,38,80.70%,N/A,40.70%,N/A,N/A,N/A,3.50%,N/A,Adams County,23.80%,70.50%,N/A,N/A,N/A,2.90%,N/A,N/A,87,36,51,39.82,28.1,N/A,77,441,3.8,44.52,IL-48203,39.8841903,-91.3451144,57%,68%,48%,60%,59%,52.3,43,64,68,19,13.9,5.35,29.18%,31.1%,22.44%,10,92
Mendon,Illinois,1092,1270,Quincy,115155,$56000,13.77%,38,N/A,N/A,N/A,52,79.3%,$759,38.65%,N/A,N/A,8.8%,4.26%,71.36%,Adams County,23.80%,70.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,0.86,IL-48307,40.0891826,-91.2857836,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Mendon township,Illinois,1092,1270,Quincy,115155,$56000,13.77%,38,N/A,N/A,N/A,52,79.3%,$759,38.65%,N/A,N/A,8.8%,4.26%,71.36%,Adams County,23.80%,70.50%,0.0%,0.0%,100.0%,0.0%,0.0%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,0.86,IL-48307,40.0891826,-91.2857836,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Northeast,Illinois,807,22,Quincy,115155,$51477,N/A,N/A,N/A,N/A,N/A,75,73.30%,N/A,45.80%,N/A,N/A,N/A,3.50%,N/A,Adams County,23.80%,70.50%,N/A,N/A,N/A,3.10%,N/A,N/A,87,34,53,41.44,28.1,N/A,82,621,3.8,36.68,IL-53624,40.1496439,-90.9703296,54%,65%,46%,61%,58%,47.8,40,62,67,18,13.95,5.75,32.88%,31.54%,31.56%,10,92
Payson,Illinois,1398,1195,Quincy,115155,$62813,17.99%,28,$160000,1975,$81,46,76.68%,$792,39.24%,N/A,N/A,10.87%,1.03%,82.77%,Adams County,23.80%,70.50%,2.0%,0.0%,95.71%,1.14%,0.14%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,1.17,IL-58265,39.8169407,-91.244322,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Payson township,Illinois,1398,1195,Quincy,115155,$62813,17.99%,28,$160000,1975,$81,46,76.68%,$792,39.24%,N/A,N/A,10.87%,1.03%,82.77%,Adams County,23.80%,70.50%,2.0%,0.0%,95.71%,1.14%,0.14%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,1.17,IL-58265,39.8169407,-91.244322,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Plainville,Illinois,285,1188,Quincy,115155,$50500,12.56%,37,N/A,N/A,N/A,63,88.77%,$563,50.23%,N/A,N/A,17.19%,17.29%,60.73%,Adams County,23.80%,70.50%,0.0%,0.0%,92.63%,1.75%,0.0%,N/A,87,36,51,36.76,28.1,N/A,80,702,3.8,0.24,IL-60339,39.7847651,-91.1816486,57%,68%,48%,60%,59%,52.3,43,64,67,19,12.85,4.86,29.18%,31.1%,22.44%,10,92
Quincy,Illinois,40111,2544,Quincy,115155,$46935,24.11%,40,$150000,1579,$95,61,68.64%,$688,50.97%,N/A,N/A,15.32%,5.17%,63.35%,Adams County,23.80%,70.50%,0.72%,6.5%,87.69%,2.03%,1.44%,N/A,87,36,51,39.82,28.1,N/A,70,441,3.8,15.77,IL-62367,39.9335784,-91.3797863,57%,68%,48%,60%,59%,52.3,43,64,68,19,13.9,5.35,29.18%,31.1%,22.44%,10,92
Quincy township,Illinois,40111,2544,Quincy,115155,$46935,24.11%,40,$150000,1579,$95,61,68.64%,$688,50.97%,N/A,N/A,15.32%,5.17%,63.35%,Adams County,23.80%,70.50%,0.72%,6.5%,87.69%,2.03%,1.44%,N/A,87,36,51,39.82,28.1,N/A,70,441,3.8,15.77,IL-62367,39.9335784,-91.3797863,57%,68%,48%,60%,59%,52.3,43,64,68,19,13.9,5.35,29.18%,31.1%,22.44%,10,92
